long,lat,n_cruce,id_codigo,fecha_inau,anio_inau,dom_orig,dom_norma,origen,observ,nro_nva,instala,horario,fecha_fina,id_usig,objeto,calle_nombre,calle_altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.39589819933661,-34.5946027012262,1289.0,B-CR-01289,,,Ayacucho y Arenales,,Coordenada,,4.0,,,,310,CRUCE SEMAFORIZADO,AYACUCHO,,Recoleta,Comuna 2,,
-58.38582369877629,-34.5945550011141,1290.0,B-CR-01290,,,Arenales y Talcahuano,,Coordenada,,4.0,,,,311,CRUCE SEMAFORIZADO,ARENALES,,Retiro,Comuna 1,,
-58.3873018988167,-34.594644100794,1291.0,B-CR-01291,,,Arenales y Uruguay,,Coordenada,,4.0,,,,312,CRUCE SEMAFORIZADO,ARENALES,,Retiro,Comuna 1,,
-58.3799814990578,-34.5940883003968,1292.0,B-CR-01292,,,Arenales y Suipacha,,Coordenada,,4.0,,,,313,CRUCE SEMAFORIZADO,ARENALES,,Retiro,Comuna 1,,
-58.394517298859604,-34.594720700871896,1293.0,B-CR-01293,,,Arenales y Riobamba,,Coordenada,,4.0,,,,314,CRUCE SEMAFORIZADO,ARENALES,,Recoleta,Comuna 2,,
-58.382279799102605,-34.5967460008577,1294.0,B-CR-01294,,,9 de Julio Av. y Alvear Marcelo T. ,,Coordenada,,4.0,,,,315,CRUCE SEMAFORIZADO,9 DE JULIO AV.,,Retiro,Comuna 1,,
-58.4077655990042,-34.601095301217796,1295.0,B-CR-01295,,,Tucumán y Jaures Jean,,Coordenada,,4.0,,,,316,CRUCE SEMAFORIZADO,TUCUMAN,,Balvanera,Comuna 3,,
-58.403037199224904,-34.5928997005435,1296.0,B-CR-01296,,,Arenales y Ecuador,,Coordenada,,4.0,,,,317,CRUCE SEMAFORIZADO,ARENALES,,Recoleta,Comuna 2,,
-58.4032635986676,-34.5903462011236,1297.0,B-CR-01297,,,Juncal y Laprida,,Coordenada,,4.0,,,,318,CRUCE SEMAFORIZADO,JUNCAL,,Recoleta,Comuna 2,,
-58.4051070985587,-34.591772100622,1299.0,B-CR-01299,,,Arenales y Laprida,,Coordenada,,4.0,,,,319,CRUCE SEMAFORIZADO,ARENALES,,Recoleta,Comuna 2,,
-58.408693799226505,-34.5994979009401,1300.0,B-CR-01300,,,San Luis y Anchorena T. de Dr.,,Coordenada,,4.0,,,,320,CRUCE SEMAFORIZADO,SAN LUIS,,Balvanera,Comuna 3,,
-58.404202898418504,-34.5998896007557,1301.0,B-CR-01301,,,Pueyrredón Av. y San Luis,,Coordenada,,4.0,,,,321,CRUCE SEMAFORIZADO,PUEYRREDON AV.,,Balvanera,Comuna 3,,
-58.4045065989117,-34.600873700529796,1302.0,B-CR-01302,,,Pueyrredón Av. y Viamonte,,Coordenada,,4.0,,,,322,CRUCE SEMAFORIZADO,PUEYRREDON AV.,,Balvanera,Comuna 3,,
-58.404796799051105,-34.6018141009666,1303.0,B-CR-01303,,,Pueyrredón Av. y Tucumán,,Coordenada,,4.0,,,,323,CRUCE SEMAFORIZADO,PUEYRREDON AV.,,Balvanera,Comuna 3,,
-58.406657899401,-34.6007000007357,1304.0,B-CR-01304,,,Viamonte y Ecuador,,Coordenada,,4.0,,,,324,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.407194699374294,-34.5995883010233,1305.0,B-CR-01305,,,Jean Jaures y San Luis,,Coordenada,,4.0,,,,325,CRUCE SEMAFORIZADO,"JAURES, JEAN",,Balvanera,Comuna 3,,
-58.403289898671595,-34.599985101114996,1306.0,B-CR-01306,,,Paso y San Luis,,Coordenada,,4.0,,,,326,CRUCE SEMAFORIZADO,PASO,,Balvanera,Comuna 3,,
-58.4023071985573,-34.602072001189796,1307.0,B-CR-01307,,,Larrea y Tucumán,,Coordenada,,4.0,,,,327,CRUCE SEMAFORIZADO,LARREA,,Balvanera,Comuna 3,,
-58.39702449842421,-34.6021771009257,1308.0,B-CR-01308,,,Tucumán y Junín,,Coordenada,,4.0,,,,328,CRUCE SEMAFORIZADO,TUCUMAN,,Balvanera,Comuna 3,,
-58.40344549888621,-34.600962301079804,1309.0,B-CR-01309,,,Viamonte y Paso,,Coordenada,,4.0,,,,329,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.4023781986286,-34.601045400450396,1310.0,B-CR-01310,,,Viamonte y Larrea,,Coordenada,,4.0,,,,330,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.40098969886729,-34.6011520003473,1311.0,B-CR-01311,,,Viamonte y Azcuénaga,,Coordenada,,4.0,,,,331,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.406937499228896,-34.6015983010922,1312.0,B-CR-01312,,,Tucumán y Ecuador,,Coordenada,,4.0,,,,332,CRUCE SEMAFORIZADO,TUCUMAN,,Balvanera,Comuna 3,,
-58.398618198526705,-34.601054700382,1313.0,B-CR-01313,,,Viamonte y Uriburu José E. Pte.,,Coordenada,,4.0,,,,333,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.3971110990825,-34.6009986005869,1314.0,B-CR-01314,,,Viamonte y Junín,,Coordenada,,4.0,,,,334,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.395676399197505,-34.6009213011056,1315.0,B-CR-01315,,,Viamonte y Ayacucho,,Coordenada,,4.0,,,,335,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.3942112987065,-34.6008529009929,1316.0,B-CR-01316,,,Viamonte y Riobamba,,Coordenada,,4.0,,,,336,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.392765499055606,-34.6007958011483,1317.0,B-CR-01317,,,Callao Av. y Viamonte,,Coordenada,,4.0,,,,337,CRUCE SEMAFORIZADO,CALLAO AV.,,Balvanera,Comuna 3,,
-58.3926740992268,-34.601973101239,1318.0,B-CR-01318,,,Callao Av. y Tucumán,,Coordenada,,4.0,,,,338,CRUCE SEMAFORIZADO,CALLAO AV.,,Balvanera,Comuna 3,,
-58.3914273987933,-34.600744900376,1319.0,B-CR-01319,,,Viamonte y Rodríguez Peña,,Coordenada,,4.0,,,,339,CRUCE SEMAFORIZADO,VIAMONTE,,San Nicolas,Comuna 1,,
-58.3896011988466,-34.6006959011349,1320.0,B-CR-01320,,,Viamonte y Montevideo,,Coordenada,,4.0,,,,340,CRUCE SEMAFORIZADO,VIAMONTE,,San Nicolas,Comuna 1,,
-58.388113799234,-34.600636200813696,1321.0,B-CR-01321,,,Viamonte y Paraná,,Coordenada,,4.0,,,,341,CRUCE SEMAFORIZADO,VIAMONTE,,San Nicolas,Comuna 1,,
-58.3867562985736,-34.6005708003553,1322.0,B-CR-01322,,,Viamonte y Uruguay,,Coordenada,,4.0,,,,342,CRUCE SEMAFORIZADO,VIAMONTE,,San Nicolas,Comuna 1,,
-58.38533169903629,-34.600487200736,1323.0,B-CR-01323,,,Viamonte y Talcahuano,,Coordenada,,4.0,,,,343,CRUCE SEMAFORIZADO,VIAMONTE,,San Nicolas,Comuna 1,,
-58.3839729986671,-34.6004319007693,1324.0,B-CR-01324,,,Viamonte y Libertad,,Coordenada,,4.0,,,,344,CRUCE SEMAFORIZADO,VIAMONTE,,San Nicolas,Comuna 1,,
-58.383923298991206,-34.6014495009053,1325.0,B-CR-01325,,,Libertad y Tucumán,,Coordenada,,4.0,,,,345,CRUCE SEMAFORIZADO,LIBERTAD,,San Nicolas,Comuna 1,,
-58.3852467991802,-34.6015703004371,1326.0,B-CR-01326,,,Talcahuano y Tucumán,,Coordenada,,4.0,,,,346,CRUCE SEMAFORIZADO,TALCAHUANO,,San Nicolas,Comuna 1,,
-58.3867060986164,-34.6016458006649,1327.0,B-CR-01327,,,Uruguay y Tucumán,,Coordenada,,4.0,,,,347,CRUCE SEMAFORIZADO,URUGUAY AV.,,San Nicolas,Comuna 1,,
-58.38519919890929,-34.602669901046504,1328.0,B-CR-01328,,,Lavalle y Talcahuano,,Coordenada,,4.0,,,,348,CRUCE SEMAFORIZADO,LAVALLE,,San Nicolas,Comuna 1,,
-58.3866359985519,-34.6027538009806,1329.0,B-CR-01329,,,Lavalle y Uruguay,,Coordenada,,4.0,,,,349,CRUCE SEMAFORIZADO,LAVALLE,,San Nicolas,Comuna 1,,
-58.383619199231205,-34.60261850114539,1330.0,B-CR-01330,,,Sáenz Peña Roque Pres. Av. y Lavalle,,Coordenada,,4.0,,,,350,CRUCE SEMAFORIZADO,"SAENZ PE\u00d1A, ROQUE, PRES. DIAGONAL NORTE AV.",,San Nicolas,Comuna 1,,
-58.3911990985454,-34.603089700863,1331.0,B-CR-01331,,,Lavalle y Rodríguez Peña,,Coordenada,,4.0,,,,351,CRUCE SEMAFORIZADO,LAVALLE,,San Nicolas,Comuna 1,,
-58.39239389874721,-34.6031352004442,1332.0,B-CR-01332,,,Callao Av. y Lavalle,,Coordenada,,4.0,,,,352,CRUCE SEMAFORIZADO,CALLAO AV.,,San Nicolas,Comuna 1,,
-58.389548198421494,-34.6017925004024,1333.0,B-CR-01333,,,Montevideo y Tucumán,,Coordenada,,4.0,,,,353,CRUCE SEMAFORIZADO,MONTEVIDEO,,San Nicolas,Comuna 1,,
-58.39411249913711,-34.602057100658605,1334.0,B-CR-01334,,,Tucumán y Riobamba,,Coordenada,,4.0,,,,354,CRUCE SEMAFORIZADO,TUCUMAN,,Balvanera,Comuna 3,,
-58.4036340991802,-34.6033946007383,1335.0,B-CR-01335,,,Lavalle y Paso,,Coordenada,,4.0,,,,355,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.3995592992815,-34.6033270009694,1336.0,B-CR-01336,,,Lavalle y Pasteur,,Coordenada,,4.0,,,,356,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.3969400987597,-34.6033125005972,1337.0,B-CR-01337,,,Lavalle y Junín,,Coordenada,,4.0,,,,357,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.402213998887206,-34.6034179005243,1338.0,B-CR-01338,,,Lavalle y Larrea,,Coordenada,,4.0,,,,358,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.405166299307496,-34.6033224007315,1339.0,B-CR-01339,,,Pueyrredón Av. y Lavalle,,Coordenada,,4.0,,,,359,CRUCE SEMAFORIZADO,PUEYRREDON AV.,,Balvanera,Comuna 3,,
-58.4009026987267,-34.6034292010733,1340.0,B-CR-01340,,,Lavalle y Azcuénaga,,Coordenada,,4.0,,,,360,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.4074166986857,-34.6030015008569,1341.0,B-CR-01341,,,Lavalle y Ecuador,,Coordenada,,4.0,,,,361,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.395430898989495,-34.60327830109,1342.0,B-CR-01342,,,Lavalle y Ayacucho,,Coordenada,,4.0,,,,362,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.3939964988464,-34.6032229005973,1343.0,B-CR-01343,,,Lavalle y Riobamba,,Coordenada,,4.0,,,,363,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.3913148986383,-34.6019001008772,1344.0,B-CR-01344,,,Tucumán y Rodríguez Peña,,Coordenada,,4.0,,,,364,CRUCE SEMAFORIZADO,TUCUMAN,,San Nicolas,Comuna 1,,
-58.395542298520496,-34.6021543007475,1345.0,B-CR-01345,,,Ayacucho y Tucumán,,Coordenada,,4.0,,,,365,CRUCE SEMAFORIZADO,AYACUCHO,,Balvanera,Comuna 3,,
-58.411752598685204,-34.6040914004087,1346.0,B-CR-01346,,,Corrientes Av. y Agüero,,Coordenada,,4.0,,,,366,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.4103597989664,-34.6040148003828,1347.0,B-CR-01347,,,Corrientes Av. y Anchorena T. de Dr.,,Coordenada,,4.0,,,,367,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.40891689842879,-34.6041035004209,1348.0,B-CR-01348,,,Corrientes Av. y Jean Jaures,,Coordenada,,4.0,,,,368,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.4078149989469,-34.6042536010768,1349.0,B-CR-01349,,,Corrientes Av. y Ecuador,,Coordenada,,4.0,,,,369,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.4066483987361,-34.6044091004716,1350.0,B-CR-01350,,,Corrientes Av. y Boulogne Sur Mer,,Coordenada,,4.0,,,,370,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.405480999313404,-34.604542501195,1351.0,B-CR-01351,,,Corrientes Av. y Pueyrredón Av.,,Coordenada,,4.0,,,,371,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.4036300992264,-34.6047341005129,1353.0,B-CR-01353,,,Corrientes Av. y Paso,,Coordenada,,4.0,,,,372,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.402134498832595,-34.6046981010738,1354.0,B-CR-01354,,,Corrientes Av. y Larrea,,Coordenada,,4.0,,,,373,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.4008391990051,-34.6046671005827,1355.0,B-CR-01355,,,Corrientes Av. y Azcuénaga,,Coordenada,,4.0,,,,374,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.39948369913779,-34.6046324007196,1356.0,B-CR-01356,,,Corrientes Av. y Pasteur,,Coordenada,,4.0,,,,375,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.398231899303106,-34.6045597006769,1357.0,B-CR-01357,,,Corrientes Av. y Uriburu José E. Pte.  ,,Coordenada,,4.0,,,,376,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.3967868992447,-34.6044972005823,1358.0,B-CR-01358,,,Corrientes Av. y Junín,,Coordenada,,4.0,,,,377,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.395298598420496,-34.604481601161396,1359.0,B-CR-01359,,,Corrientes Av. y Ayacucho,,Coordenada,,4.0,,,,378,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.393860199101404,-34.6044531003956,1360.0,B-CR-01360,,,Corrientes Av. y Riobamba,,Coordenada,,4.0,,,,379,CRUCE SEMAFORIZADO,CORRIENTES AV.,,Balvanera,Comuna 3,,
-58.39229569862061,-34.6044228008422,1361.0,B-CR-01361,,,Corrientes Av. y Callao Av. ,,Coordenada,,4.0,,,,380,CRUCE SEMAFORIZADO,CORRIENTES AV.,,San Nicolas,Comuna 1,,
-58.390819798982704,-34.6043237011393,1362.0,B-CR-01362,,,Corrientes Av. y Rodríguez Peña,,Coordenada,,4.0,,,,381,CRUCE SEMAFORIZADO,CORRIENTES AV.,,San Nicolas,Comuna 1,,
-58.389403699378605,-34.6042126005941,1363.0,B-CR-01363,,,Corrientes Av. y Montevideo,,Coordenada,,4.0,,,,382,CRUCE SEMAFORIZADO,CORRIENTES AV.,,San Nicolas,Comuna 1,,
-58.3879001994396,-34.604091800861,1364.0,B-CR-01364,,,Corrientes Av. y Paraná,,Coordenada,,4.0,,,,383,CRUCE SEMAFORIZADO,CORRIENTES AV.,,San Nicolas,Comuna 1,,
-58.38653109906421,-34.603988800647,1365.0,B-CR-01365,,,Corrientes Av. y Uruguay,,Coordenada,,4.0,,,,384,CRUCE SEMAFORIZADO,CORRIENTES AV.,,San Nicolas,Comuna 1,,
-58.3851281986256,-34.6039087007829,1366.0,B-CR-01366,,,Corrientes Av. y Talcahuano,,Coordenada,,4.0,,,,385,CRUCE SEMAFORIZADO,CORRIENTES AV.,,San Nicolas,Comuna 1,,
-58.383709199155206,-34.6038257005708,1367.0,B-CR-01367,,,Corrientes Av. y Libertad ,,Coordenada,,4.0,,,,386,CRUCE SEMAFORIZADO,CORRIENTES AV.,,San Nicolas,Comuna 1,,
-58.383623298588496,-34.6050898011217,1368.0,B-CR-01368,,,Sarmiento y Libertad,,Coordenada,,4.0,,,,387,CRUCE SEMAFORIZADO,SARMIENTO,,San Nicolas,Comuna 1,,
-58.39219269936999,-34.605630600671,1369.0,B-CR-01369,,,Callao Av. y Sarmiento,,Coordenada,,4.0,,,,388,CRUCE SEMAFORIZADO,CALLAO AV.,,San Nicolas,Comuna 1,,
-58.390794398801496,-34.6055245007152,1370.0,B-CR-01370,,,Sarmiento y Rodríguez Peña,,Coordenada,,4.0,,,,389,CRUCE SEMAFORIZADO,SARMIENTO,,San Nicolas,Comuna 1,,
-58.389346599103206,-34.6054382011326,1371.0,B-CR-01371,,,Sarmiento y Montevideo,,Coordenada,,4.0,,,,390,CRUCE SEMAFORIZADO,SARMIENTO,,San Nicolas,Comuna 1,,
-58.3937015983978,-34.6057579004325,1372.0,B-CR-01372,,,Sarmiento y Riobamba,,Coordenada,,4.0,,,,391,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.3894705987496,-34.6030069004945,1373.0,B-CR-01373,,,Lavalle y Montevideo,,Coordenada,,4.0,,,,392,CRUCE SEMAFORIZADO,LAVALLE,,San Nicolas,Comuna 1,,
-58.3880432991241,-34.6017051009208,1374.0,B-CR-01374,,,Paraná y Tucumán,,Coordenada,,4.0,,,,393,CRUCE SEMAFORIZADO,PARANA,,San Nicolas,Comuna 1,,
-58.4024387990174,-34.6000777009452,1375.0,B-CR-01375,,,Larrea y San Luis,,Coordenada,,4.0,,,,394,CRUCE SEMAFORIZADO,LARREA,,Balvanera,Comuna 3,,
-58.4063132991815,-34.5996414011545,1376.0,B-CR-01376,,,Ecuador y San Luis ,,Coordenada,,4.0,,,,395,CRUCE SEMAFORIZADO,ECUADOR,,Balvanera,Comuna 3,,
-58.3879526994476,-34.6028909010496,1377.0,B-CR-01377,,,Lavalle y Paraná,,Coordenada,,4.0,,,,396,CRUCE SEMAFORIZADO,LAVALLE,,San Nicolas,Comuna 1,,
-58.3998171992425,-34.6011117003984,1378.0,B-CR-01378,,,Viamonte y Pasteur,,Coordenada,,4.0,,,,397,CRUCE SEMAFORIZADO,VIAMONTE,,Balvanera,Comuna 3,,
-58.387899799420396,-34.6053513008499,1379.0,B-CR-01379,,,Sarmiento y Paraná,,Coordenada,,4.0,,,,398,CRUCE SEMAFORIZADO,SARMIENTO,,San Nicolas,Comuna 1,,
-58.396598998686706,-34.605943500533,1380.0,B-CR-01380,,,Sarmiento y Junín,,Coordenada,,4.0,,,,399,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.3979807989097,-34.6060074008358,1381.0,B-CR-01381,,,Sarmiento y Uriburu José E. Pte. ,,Coordenada,,4.0,,,,400,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.399335998901606,-34.606056400591605,1382.0,B-CR-01382,,,Sarmiento y Pasteur,,Coordenada,,4.0,,,,401,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.402053999338506,-34.6062519010515,1383.0,B-CR-01383,,,Sarmiento y Larrea,,Coordenada,,4.0,,,,402,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.40353849858229,-34.6063630006352,1384.0,B-CR-01384,,,Sarmiento y Paso,,Coordenada,,4.0,,,,403,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.405930999142896,-34.60653030095,1385.0,B-CR-01385,,,Pueyrredón Av. y Sarmiento,,Coordenada,,4.0,,,,404,CRUCE SEMAFORIZADO,PUEYRREDON AV.,,Balvanera,Comuna 3,,
-58.405735298413404,-34.6055462010969,1386.0,B-CR-01386,,,Pueyrredón Av. y Gómez Valentín,,Coordenada,,4.0,,,,405,CRUCE SEMAFORIZADO,PUEYRREDON AV.,,Balvanera,Comuna 3,,
-58.4093907987702,-34.6052376009686,1387.0,B-CR-01387,,,Gómez Valentín y Jean Jaures,,Coordenada,,4.0,,,,406,CRUCE SEMAFORIZADO,"GOMEZ, VALENTIN",,Balvanera,Comuna 3,,
-58.395141498734205,-34.6058467004565,1388.0,B-CR-01388,,,Ayacucho y Sarmiento,,Coordenada,,4.0,,,,407,CRUCE SEMAFORIZADO,AYACUCHO,,Balvanera,Comuna 3,,
-58.386311598593,-34.607601500932105,1389.0,B-CR-01389,,,Mitre Bartolomé y Uruguay,,Coordenada,,4.0,,,,408,CRUCE SEMAFORIZADO,"MITRE, BARTOLOME",,San Nicolas,Comuna 1,,
-58.411346898859996,-34.6065227009391,1390.0,B-CR-01390,,,Sarmiento y Anchorena T. de Dr.,,Coordenada,,4.0,,,,409,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.4046647989937,-34.606445200479,1391.0,B-CR-01391,,,Sarmiento y Castelli,,Coordenada,,4.0,,,,410,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.4007219985686,-34.606146401227605,1392.0,B-CR-01392,,,Sarmiento y Azcuénaga,,Coordenada,,4.0,,,,411,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.40999509859421,-34.6067069011553,1393.0,B-CR-01393,,,Sarmiento y Jean Jaures,,Coordenada,,4.0,,,,412,CRUCE SEMAFORIZADO,SARMIENTO,,Balvanera,Comuna 3,,
-58.410785498905604,-34.6050913006458,1394.0,B-CR-01394,,,Anchorena T. de Dr. y Gómez Valentín,,Coordenada,,4.0,,,,413,CRUCE SEMAFORIZADO,"ANCHORENA, TOMAS MANUEL DE, DR.",,Balvanera,Comuna 3,,
-58.38504549875711,-34.6051761009412,1395.0,B-CR-01395,,,Sarmiento y Talcahuano,,Coordenada,,4.0,,,,414,CRUCE SEMAFORIZADO,SARMIENTO,,San Nicolas,Comuna 1,,
-58.38647509928761,-34.6052681003439,1396.0,B-CR-01396,,,Sarmiento y Uruguay,,Coordenada,,4.0,,,,415,CRUCE SEMAFORIZADO,SARMIENTO,,San Nicolas,Comuna 1,,
-58.4098006988302,-34.6025308004077,1397.0,B-CR-01397,,,Lavalle y Anchorena T. de Dr.,,Coordenada,,4.0,,,,416,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.4009063987936,-34.6022018007587,1398.0,B-CR-01398,,,Azcuénaga y Tucumán,,Coordenada,,4.0,,,,417,CRUCE SEMAFORIZADO,AZCUENAGA,,Balvanera,Comuna 3,,
-58.4091760987716,-34.6008270006713,1399.0,B-CR-01399,,,Tucumán y Anchorena T. de Dr.,,Coordenada,,4.0,,,,418,CRUCE SEMAFORIZADO,TUCUMAN,,Balvanera,Comuna 3,,
-58.4035969988536,-34.6019432009301,1400.0,B-CR-01400,,,Tucumán y Paso,,Coordenada,,4.0,,,,419,CRUCE SEMAFORIZADO,TUCUMAN,,Balvanera,Comuna 3,,
-58.39837339870629,-34.6033303010026,1401.0,B-CR-01401,,,Lavalle y Uriburu,,Coordenada,,4.0,,,,420,CRUCE SEMAFORIZADO,LAVALLE,,Balvanera,Comuna 3,,
-58.398506199388294,-34.6021920006239,1402.0,B-CR-01402,,,Tucumán y Uriburu,,Coordenada,,4.0,,,,421,CRUCE SEMAFORIZADO,TUCUMAN,,Balvanera,Comuna 3,,
-58.406932498951505,-34.612485800478396,1403.0,B-CR-01403,,,Catamarca y Alsina Adolfo,,Coordenada,,4.0,,,,422,CRUCE SEMAFORIZADO,CATAMARCA,,Balvanera,Comuna 3,,
-58.4071329991153,-34.6077244011109,1404.0,B-CR-01404,,,Perón Juan D. Tte. Gral. 2867,,Coordenada,,4.0,,,,423,CRUCE SEMAFORIZADO,"PERON, JUAN DOMINGO, TTE. GENERAL",2867,Balvanera,Comuna 3,1198,C1198AAA
-58.4004045984493,-34.610902600462,1407.0,B-CR-01407,,,Yrigoyen Hipolito y Matheu,,Coordenada,,4.0,,,,425,CRUCE SEMAFORIZADO,"YRIGOYEN, HIPOLITO",,Balvanera,Comuna 3,,
-58.3974575989534,-34.6106888004767,1408.0,B-CR-01408,,,Yrigoyen Hipólito y Pasco,,Coordenada,,4.0,,,,426,CRUCE SEMAFORIZADO,"YRIGOYEN, HIPOLITO",,Balvanera,Comuna 3,,
-58.3903752988159,-34.611394600580304,1409.0,B-CR-01409,,,Alsina Adolfo y Solís,,Coordenada,,4.0,,,,427,CRUCE SEMAFORIZADO,"ALSINA, ADOLFO",,Monserrat,Comuna 1,,
-58.3933154986098,-34.6116000004548,1410.0,B-CR-01410,,,Alsina Adolfo y Combate de los Pozos,,Coordenada,,4.0,,,,428,CRUCE SEMAFORIZADO,"ALSINA, ADOLFO",,Balvanera,Comuna 3,,
-58.3894239993569,-34.6102797011299,1412.0,B-CR-01412,,,Yrigoyen Hipólito y Fte.Caja de Ahorro,,Coordenada,,4.0,,,,430,CRUCE SEMAFORIZADO,,,Monserrat,Comuna 1,,
-58.386233898777704,-34.609942701193,1413.0,B-CR-01413,,,Yrigoyen Hipólito y San José,,Coordenada,,4.0,,,,431,CRUCE SEMAFORIZADO,"YRIGOYEN, HIPOLITO",,Monserrat,Comuna 1,,
-58.383416998988,-34.6097552009033,1414.0,B-CR-01414,,,Yrigoyen Hipólito y Salta,,Coordenada,,4.0,,,,432,CRUCE SEMAFORIZADO,"YRIGOYEN, HIPOLITO",,Monserrat,Comuna 1,,
-58.3834476990355,-34.6091816003906,1415.0,B-CR-01415,,,De Mayo Av. y Salta,,Coordenada,,4.0,,,,433,CRUCE SEMAFORIZADO,DE MAYO AV.,,Monserrat,Comuna 1,,
-58.3848539992341,-34.6092577004089,1416.0,B-CR-01416,,,De Mayo Av. y Santiago del Estero,,Coordenada,,4.0,,,,434,CRUCE SEMAFORIZADO,DE MAYO AV.,,Monserrat,Comuna 1,,
-58.38625689887779,-34.609314000858895,1417.0,B-CR-01417,,,De Mayo Av. y San José,,Coordenada,,4.0,,,,435,CRUCE SEMAFORIZADO,DE MAYO AV.,,Monserrat,Comuna 1,,
-58.3872590993464,-34.6094421010952,1418.0,B-CR-01418,,,De Mayo Av. y Sáenz Peña Luis Pte. ,,Coordenada,,4.0,,,,436,CRUCE SEMAFORIZADO,DE MAYO AV.,,Monserrat,Comuna 1,,
-58.38766319912911,-34.608893700615,1419.0,B-CR-01419,,,Rivadavia Av. y Paraná,,Coordenada,,4.0,,,,437,CRUCE SEMAFORIZADO,RIVADAVIA AV.,,San Nicolas,Comuna 1,,
-58.3875748992887,-34.6099891012369,1420.0,B-CR-01420,,,Yrigoyen Hipólito y Sáenz Peña Luis Pte.,,Coordenada,,4.0,,,,438,CRUCE SEMAFORIZADO,"YRIGOYEN, HIPOLITO",,Monserrat,Comuna 1,,
-58.3891791989939,-34.6090913009529,1421.0,B-CR-01421,,,Rivadavia Av. y Montevideo,,Coordenada,,4.0,,,,439,CRUCE SEMAFORIZADO,RIVADAVIA AV.,,Monserrat,Comuna 1,,
-58.3890649989884,-34.610079800426995,1422.0,B-CR-01422,,,Yrigoyen Hipólito y Virrey Cevallos,,Coordenada,,4.0,,,,440,CRUCE SEMAFORIZADO,"YRIGOYEN, HIPOLITO AV.",,Monserrat,Comuna 1,,
-58.390562898765204,-34.6091858010997,1423.0,B-CR-01423,,,Rivadavia Av. y Rodríguez Peña,,Coordenada,,4.0,,,,441,CRUCE SEMAFORIZADO,RIVADAVIA AV.,,Monserrat,Comuna 1,,
