long,lat,n_cruce,id_codigo,fecha_inau,anio_inau,dom_orig,dom_norma,origen,observ,nro_nva,instala,horario,fecha_fina,id_usig,objeto,calle_nombre,calle_altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.5097402991717,-34.5921755009281,6181.0,B-CR-06181,,,San Martín Av. y Gabriela Mistral,,Coordenada,,4.0,,,,2200,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.4902046989241,-34.597282700879504,6182.0,B-CR-06182,,,San Martín Av. y Tinogasta,,Coordenada,,4.0,,,,2201,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Del Parque,Comuna 11,,
-58.4854513984068,-34.5976176004592,6183.0,B-CR-06183,,,San Martín Av. y Melincué,,Coordenada,,4.0,,,,2202,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Del Parque,Comuna 11,,
-58.5062051993816,-34.593402800556696,6208.0,B-CR-06208,,,San Martín Av. y Habana ,,Coordenada,,4.0,,,,2203,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.48078489843161,-34.5988190009528,6209.0,B-CR-06209,,,San Martín Av. y Empedrado,,Coordenada,,4.0,,,,2204,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.501809898511404,-34.5950831012126,6210.0,B-CR-06210,,,San Martín Av. y Asunción,,Coordenada,,4.0,,,,2205,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.5082151984992,-34.5979882011696,6211.0,B-CR-06211,,,San Martín Av. y Nueva York,,Coordenada,,4.0,,,,2206,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.4863087991314,-34.5996577010079,6212.0,B-CR-06212,,,Bolivia y Nogoyá ,,Coordenada,,4.0,,,,2207,CRUCE SEMAFORIZADO,ESTADO PLURINACIONAL DE BOLIVIA,,Villa Del Parque,Comuna 11,,
-58.498401098430996,-34.5963591010387,6213.0,B-CR-06213,,,San Martín Av. y Navarro,,Coordenada,,4.0,,,,2208,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.4788153984039,-34.5996143011089,6214.0,B-CR-06214,,,San Martín Av. y Chorroarín Av.,,Coordenada,,4.0,,,,2209,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.479745599137495,-34.599233100464204,6215.0,B-CR-06215,,,San Martín Av. y Cittadini Basilio,,Coordenada,,4.0,,,,2210,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.4851419990555,-34.5989850011223,6216.0,B-CR-06216,,,Artigas José G. Gral. y Nogoyá,,Coordenada,,4.0,,,,2211,CRUCE SEMAFORIZADO,"ARTIGAS, JOSE GERVASIO, GRAL.",,Villa Del Parque,Comuna 11,,
-58.4834065992786,-34.597766600861696,6217.0,B-CR-06217,,,San Martín Av. y Nogoyá,,Coordenada,,4.0,,,,2212,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Del Parque,Comuna 11,,
-58.486007499319804,-34.597577900511,6218.0,B-CR-06218,,,San Martín Av. y Artigas José G. Gral.,,Coordenada,,4.0,,,,2213,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Del Parque,Comuna 11,,
-58.474432599047006,-34.613408000391104,6219.0,B-CR-06219,,,San Martín Av. y Bolivia,,Coordenada,,4.0,,,,2214,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Gral. Mitre,Comuna 11,,
-58.4886200990915,-34.5973763011751,6220.0,B-CR-06220,,,San Martín Av. y Lozano Pedro,,Coordenada,,4.0,,,,2215,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Del Parque,Comuna 11,,
-58.491205999169395,-34.5972133006236,6221.0,B-CR-06221,,,San Martín Av. y Terrada,,Coordenada,,4.0,,,,2216,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Del Parque,Comuna 11,,
-58.4929005991,-34.5970964003618,6222.0,B-CR-06222,,,San Martín Av. y Nazca Av.,,Coordenada,,4.0,,,,2217,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Del Parque,Comuna 11,,
-58.49469709885489,-34.5969500006341,6223.0,B-CR-06223,,,San Martín Av. y Argerich,,Coordenada,,4.0,,,,2218,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.497155299209396,-34.5967748010372,6224.0,B-CR-06224,,,San Martín Av. y Beiró Francisco Av.,,Coordenada,,4.0,,,,2219,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.499559598693,-34.5959237010287,6225.0,B-CR-06225,,,San Martín Av. y Solano López Mcal. Av.,,Coordenada,,4.0,,,,2220,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.5007304985126,-34.5954951010433,6226.0,B-CR-06226,,,San Martín Av. y Morán Pedro,,Coordenada,,4.0,,,,2221,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Agronomia,Comuna 15,,
-58.505102298511105,-34.593832300384896,6227.0,B-CR-06227,,,San Martín Av. y Pareja,,Coordenada,,4.0,,,,2222,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.507337699292094,-34.5929569006751,6228.0,B-CR-06228,,,San Martín Av. y Cubas José,,Coordenada,,4.0,,,,2223,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.50900509886999,-34.5924511011505,6229.0,B-CR-06229,,,San Martín Av. y Concordia,,Coordenada,,4.0,,,,2224,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.510928298888295,-34.5916725010567,6230.0,B-CR-06230,,,San Martín Av. y Mosconi Av.,,Coordenada,,4.0,,,,2225,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.512413599403295,-34.591227200988996,6231.0,B-CR-06231,,,San Martín Av. y López Carlos Antonio ,,Coordenada,,4.0,,,,2226,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.5138514993608,-34.5908017011156,6232.0,B-CR-06232,,,San Martín Av. y Griveo,,Coordenada,,4.0,,,,2227,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.515395999225,-34.590407301223195,6233.0,B-CR-06233,,,San Martín Av. y Ladines,,Coordenada,,4.0,,,,2228,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.5166096994489,-34.5899589011163,6234.0,B-CR-06234,,,San Martín Av. y Cabezón José León,,Coordenada,,4.0,,,,2229,CRUCE SEMAFORIZADO,SAN MARTIN AV.,,Villa Devoto,Comuna 11,,
-58.5041625989791,-34.5954807003917,6235.0,B-CR-06235,,,Llavallol y Nueva York,,Coordenada,,4.0,,,,2230,CRUCE SEMAFORIZADO,LLAVALLOL,,Villa Devoto,Comuna 11,,
-58.4931537992383,-34.5943065010768,6236.0,B-CR-06236,Abril,2017.0,"Beiro, Francisco Av. y Terrada y ","BEIRO, FRANCISCO AV. y TERRADA",Coordenada /Domicilio,,4.0,,,,2231,CRUCE SEMAFORIZADO,,,Agronomia,Comuna 15,,
-58.5145745991264,-34.5886213003647,6238.0,B-CR-06238,,,Av.Fagnano y Lamarca E,,Coordenada,,4.0,,,,2232,CRUCE SEMAFORIZADO,"FAGNANO, JOSE AV.",,Villa Devoto,Comuna 11,,
-58.513796298665895,-34.5991793005389,6239.0,B-CR-06239,,,Av. Lincoln y Mercedes,,Coordenada,,4.0,,,,2233,CRUCE SEMAFORIZADO,LINCOLN AV.,,Villa Devoto,Comuna 11,,
-58.512490198415605,-34.5862840011649,6240.0,B-CR-06240,,,Obispo San Alberto y Llavallol ,,Coordenada,,4.0,,,,2234,CRUCE SEMAFORIZADO,OBISPO SAN ALBERTO,,Villa Devoto,Comuna 11,,
-58.511157398769505,-34.5854478010613,6241.0,B-CR-06241,,,Obispo San Alberto y Campana,,Coordenada,,4.0,,,,2235,CRUCE SEMAFORIZADO,OBISPO SAN ALBERTO,,Villa Pueyrredon,Comuna 12,,
-58.511842799466706,-34.587010200729296,6242.0,B-CR-06242,,,Cabezón José León y Llavallol ,,Coordenada,,4.0,,,,2236,CRUCE SEMAFORIZADO,"CABEZON, JOSE LEON",,Villa Devoto,Comuna 11,,
-58.51384359845321,-34.5870903004692,6243.0,B-CR-06243,,,Fagnano Av. y San Alberto Obispo,,Coordenada,,4.0,,,,2237,CRUCE SEMAFORIZADO,"FAGNANO, JOSE AV.",,Villa Devoto,Comuna 11,,
-58.51374039874539,-34.6014004006843,6244.0,B-CR-06244,,,Gualeguaychú y Nueva York,,Coordenada,,4.0,,,,2238,CRUCE SEMAFORIZADO,GUALEGUAYCHU,,Villa Devoto,Comuna 11,,
-58.5088416990358,-34.5903089007602,6245.0,B-CR-06245,,,Mosconi Gral. Av. y Llavallol ,,Coordenada,,4.0,,,,2239,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Devoto,Comuna 11,,
-58.5075053985105,-34.5894823009055,6246.0,B-CR-06246,,,Mosconi Gral. Av. y Campana,,Coordenada,,4.0,,,,2240,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Pueyrredon,Comuna 12,,
-58.50671999903629,-34.5903440007024,6247.0,B-CR-06247,,,Mistral Gabriela y Campana,,Coordenada,,4.0,,,,2241,CRUCE SEMAFORIZADO,"MISTRAL, GABRIELA",,Villa Pueyrredon,Comuna 12,,
-58.4963252993315,-34.5927745009942,6248.0,B-CR-06248,,,Nazca y Morán Pedro,,Coordenada,,4.0,,,,2242,CRUCE SEMAFORIZADO,NAZCA,,Agronomia,Comuna 15,,
-58.5127999986335,-34.5927760006395,6249.0,B-CR-06249,,,Mosconi Gral. Av. y San Nicolás,,Coordenada,,4.0,,,,2243,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Devoto,Comuna 11,,
-58.516220599036295,-34.5948807006001,6250.0,B-CR-06250,,,Mosconi Gral. Av. y Chivilcoy,,Coordenada,,4.0,,,,2244,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Devoto,Comuna 11,,
-58.5113734988219,-34.594355300900105,6251.0,B-CR-06251,,,Fernández de Enciso y San Nicolás,,Coordenada,,4.0,,,,2245,CRUCE SEMAFORIZADO,FERNANDEZ DE ENCISO,,Villa Devoto,Comuna 11,,
-58.51598359856361,-34.5989193011144,6252.0,B-CR-06252,,,Lincoln Av. y Gualeguaychú ,,Coordenada,,4.0,,,,2246,CRUCE SEMAFORIZADO,LINCOLN AV.,,Villa Devoto,Comuna 11,,
-58.5107341985425,-34.5995461011184,6253.0,B-CR-06253,,,Lincoln Av. y Nueva York,,Coordenada,,4.0,,,,2247,CRUCE SEMAFORIZADO,LINCOLN AV.,,Villa Devoto,Comuna 11,,
-58.512481198828404,-34.6006187011729,6254.0,B-CR-06254,,,Nueva York y Mercedes,,Coordenada,,4.0,,,,2248,CRUCE SEMAFORIZADO,NUEVA YORK,,Villa Devoto,Comuna 11,,
-58.5188711992979,-34.600092400481,6255.0,B-CR-06255,,,Segurola Av. y Cubas José,,Coordenada,,4.0,,,,2249,CRUCE SEMAFORIZADO,SEGUROLA AV.,,Villa Devoto,Comuna 11,,
-58.5115536992786,-34.6000609008258,6256.0,B-CR-06256,,,Chivilcoy Av. y Nueva York,,Coordenada,,4.0,,,,2250,CRUCE SEMAFORIZADO,CHIVILCOY AV.,,Villa Devoto,Comuna 11,,
-58.5068413986231,-34.5971406009772,6257.0,B-CR-06257,,,Lamarca Emilio y Nueva York,,Coordenada,,4.0,,,,2251,CRUCE SEMAFORIZADO,"LAMARCA, EMILIO",,Villa Devoto,Comuna 11,,
-58.50880999918879,-34.5994200004621,6258.0,B-CR-06258,,,González Joaquín V. y Asunción,,Coordenada,,4.0,,,,2252,CRUCE SEMAFORIZADO,"GONZALEZ, JOAQUIN V.",,Villa Devoto,Comuna 11,,
-58.50222579908001,-34.599926800724,6259.0,B-CR-06259,,,Beiró Francisco Av. y Concordia,,Coordenada,,4.0,,,,2253,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Villa Devoto,Comuna 11,,
-58.50355939852779,-34.6007528006852,6260.0,B-CR-06260,,,Beiró Francisco Av. y Lamarca Emilio,,Coordenada,,4.0,,,,2254,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Villa Devoto,Comuna 11,,
-58.499552998446596,-34.5982717007092,6261.0,B-CR-06261,,,Beiró Francisco Av. y Campana ,,Coordenada,,4.0,,,,2255,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Villa Devoto,Comuna 11,,
-58.4982236988303,-34.5974498010844,6262.0,B-CR-06262,,,Beiró Francisco Av. y Cuenca,,Coordenada,,4.0,,,,2256,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Villa Devoto,Comuna 11,,
-58.4942856988194,-34.5950155008534,6263.0,B-CR-06263,,,Beiró Francisco Av. y Nazca Av.,,Coordenada,,4.0,,,,2257,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Agronomia,Comuna 15,,
-58.4920699986611,-34.593610001104196,6264.0,B-CR-06264,,,Beiró Francisco Av. y Condarco,,Coordenada,,4.0,,,,2258,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Agronomia,Comuna 15,,
-58.489739999078395,-34.592190000855,6265.0,B-CR-06265,,,Beiró  Av. y Artigas,,Coordenada,,4.0,,,,2259,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Agronomia,Comuna 15,,
-58.504867198569094,-34.5878592010805,6266.0,B-CR-06266,,,Mosconi Gral. Av.  y  Helguera,,Coordenada,,4.0,,,,2260,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Pueyrredon,Comuna 12,,
-58.506181798910895,-34.588670100377605,6267.0,B-CR-06267,,,Mosconi Gral. Av. y Cuenca,,Coordenada,,4.0,,,,2261,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Pueyrredon,Comuna 12,,
-58.5008868985883,-34.599096201183,6268.0,B-CR-06268,,,Beiró Francisco Av. y Llavallol ,,Coordenada,,4.0,,,,2262,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Villa Devoto,Comuna 11,,
-58.4958518984409,-34.600610800934,6270.0,B-CR-06270,,,Cuenca y Tinogasta ,,Coordenada,,4.0,,,,2263,CRUCE SEMAFORIZADO,CUENCA,,Villa Del Parque,Comuna 11,,
-58.492036698774605,-34.5983467011479,6271.0,B-CR-06271,,,Nazca Av. y Tinogasta,,Coordenada,,4.0,,,,2264,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.4915158991008,-34.599114200374196,6272.0,B-CR-06272,,,Nazca Av. y Lozano Pedro,,Coordenada,,4.0,,,,2265,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.49464379858979,-34.6022256008523,6273.0,B-CR-06273,,,Nazarre y Cuenca,,Coordenada,,4.0,,,,2266,CRUCE SEMAFORIZADO,NAZARRE,,Villa Del Parque,Comuna 11,,
-58.49091129883679,-34.599998600489,6274.0,B-CR-06274,,,Nazca Av. y Nazarre,,Coordenada,,4.0,,,,2267,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.4990540984055,-34.6162189010811,6275.0,B-CR-06275,,,Alvarez Jonte Av. y Mercedes,,Coordenada,,4.0,,,,2268,CRUCE SEMAFORIZADO,ALVAREZ JONTE AV.,,Monte Castro,Comuna 10,,
-58.496632098584996,-34.5995805003994,6276.0,B-CR-06276,,,Cuenca  y  Simbrón,,Coordenada,,4.0,,,,2269,CRUCE SEMAFORIZADO,CUENCA,,Villa Del Parque,Comuna 11,,
-58.48746689927879,-34.5908115008192,6277.0,B-CR-06277,,,Beiró Francisco Av. y Caracas,,Coordenada,,4.0,,,,2270,CRUCE SEMAFORIZADO,"BEIRO, FRANCISCO AV.",,Agronomia,Comuna 15,,
-58.494124698575796,-34.6029214005265,6278.0,B-CR-06278,,,Cuenca  y  Melincué,,Coordenada,,4.0,,,,2271,CRUCE SEMAFORIZADO,CUENCA,,Villa Del Parque,Comuna 11,,
-58.516701699086894,-34.5862196004821,6279.0,B-CR-06279,Enero,2017.0,"Paz, Gral. Av. y Lamarca, Emilio","PAZ, GRAL. AV. y LAMARCA, EMILIO",Coordenada /Domicilio,,4.0,,,,2272,CRUCE SEMAFORIZADO,"PAZ, GRAL. AV.",,Villa Devoto,Comuna 11,,
-58.474499598657395,-34.5982015004435,6280.0,B-CR-06280,,,Warnes Av. y Htal. Alvear ,,Coordenada,,4.0,,,,2273,CRUCE SEMAFORIZADO,,,Paternal,Comuna 15,,
-58.47632399927011,-34.597378000555395,6281.0,B-CR-06281,,,Warnes Av. y Hogar de Ancianos,,Coordenada,,4.0,,,,2274,CRUCE SEMAFORIZADO,,,Paternal,Comuna 15,,
-58.477887198945595,-34.5970822011679,6282.0,B-CR-06282,,,Warnes Av. y Chorroarín Av,,Coordenada,,4.0,,,,2275,CRUCE SEMAFORIZADO,WARNES AV.,,Agronomia,Comuna 15,,
-58.4771693984037,-34.5951421005515,6283.0,B-CR-06283,,,Chorroarín Av. y Zabala Joaquín Dr.,,Coordenada,,4.0,,,,2276,CRUCE SEMAFORIZADO,CHORROARIN AV.,,Agronomia,Comuna 15,,
-58.471292998791704,-34.596427900826505,6284.0,B-CR-06284,,,Warnes Av. y de los Constituyentes Av.,,Coordenada,,4.0,,,,2277,CRUCE SEMAFORIZADO,WARNES AV.,,Paternal,Comuna 15,,
-58.471860698934705,-34.5949338005089,6285.0,B-CR-06285,,,De los Constituyentes Av. y Zabala Joaquín Dr.,,Coordenada,,4.0,,,,2278,CRUCE SEMAFORIZADO,DE LOS CONSTITUYENTES AV.,,Paternal,Comuna 15,,
-58.505503298780695,-34.5963048005119,6286.0,B-CR-06286,,,Nueva York y Concordia,,Coordenada,,4.0,,,,2279,CRUCE SEMAFORIZADO,NUEVA YORK,,Villa Devoto,Comuna 11,,
-58.502934199352296,-34.5968597008603,6287.0,B-CR-06287,,,Pedro Morán y Llavallol,,Coordenada,,4.0,,,,2280,CRUCE SEMAFORIZADO,"MORAN, PEDRO",,Villa Devoto,Comuna 11,,
-58.5008831989048,-34.594525200915605,6288.0,B-CR-06288,,,Cuenca y Asunción,,Coordenada,,4.0,,,,2281,CRUCE SEMAFORIZADO,CUENCA,,Agronomia,Comuna 15,,
-58.5171400986267,-34.5954460010913,6290.0,B-CR-06290,,,Mosconi Gral. Av.  y  Mercedes,,Coordenada,,4.0,,,,2282,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Devoto,Comuna 11,,
-58.518219599292294,-34.5961323010837,6291.0,B-CR-06291,,,Mosconi Gral. Av. y Gualeguaychu,,Coordenada,,4.0,,,,2283,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Devoto,Comuna 11,,
-58.521543198466205,-34.598190801156605,6293.0,B-CR-06293,,,Mosconi Gral. Av.  y  Lincoln Av.,,Coordenada,,4.0,,,,2284,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Devoto,Comuna 11,,
-58.5154043985449,-34.594388700829704,6294.0,B-CR-06294,,,Mosconi Gral. Av.  y  Bahía Blanca.,,Coordenada,,4.0,,,,2285,CRUCE SEMAFORIZADO,MOSCONI GENERAL AV.,,Villa Devoto,Comuna 11,,
-58.4881845987117,-34.6034694006755,6300.0,B-CR-06300,,,Nazca Av. y Marcos Sastre ,,Coordenada,,4.0,,,,2286,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.4897644986512,-34.6016766004461,6302.0,B-CR-06302,,,Nazca Av. y Nogoyá,,Coordenada,,4.0,,,,2287,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.4889896994563,-34.6025613005455,6303.0,B-CR-06303,,,Nazca Av. y Baigorria,,Coordenada,,4.0,,,,2288,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.48703569924629,-34.6047755007166,6304.0,B-CR-06304,,,Nazca Av. y Santo Tomé,,Coordenada,,4.0,,,,2289,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.4861997989129,-34.6057359006512,6305.0,B-CR-06305,,,Nazca Av. y Arregui ,,Coordenada,,4.0,,,,2290,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.485168298741705,-34.6068987010087,6306.0,B-CR-06306,,,Nazca Av. y Lascano ,,Coordenada,,4.0,,,,2291,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.4844082988506,-34.6077513006611,6307.0,B-CR-06307,,,Nazca Av. y  Carranza,,Coordenada,,4.0,,,,2292,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.483467699369,-34.6088449006364,6308.0,B-CR-06308,,,Nazca Av. y Alvarez Jonte,,Coordenada,,4.0,,,,2293,CRUCE SEMAFORIZADO,NAZCA AV.,,Villa Del Parque,Comuna 11,,
-58.49345369894521,-34.603827800625,6320.0,B-CR-06320,,,Cuenca y Nogoyá,,Coordenada,,4.0,,,,2294,CRUCE SEMAFORIZADO,CUENCA,,Villa Del Parque,Comuna 11,,
-58.492679299310396,-34.6047001009592,6321.0,B-CR-06321,,,Cuenca y Baigorria ,,Coordenada,,4.0,,,,2295,CRUCE SEMAFORIZADO,CUENCA,,Villa Del Parque,Comuna 11,,
-58.4918579990629,-34.6056183007963,6322.0,B-CR-06322,,,Cuenca y Marcos Sastre ,,Coordenada,,4.0,,,,2296,CRUCE SEMAFORIZADO,CUENCA,,Villa Del Parque,Comuna 11,,
-58.4913515989473,-34.6039285004561,6323.0,B-CR-06323,,,Baigorria y Helguera ,,Coordenada,,4.0,,,,2297,CRUCE SEMAFORIZADO,BAIGORRIA,,Villa Del Parque,Comuna 11,,
-58.482305298386095,-34.6035280008247,6324.0,B-CR-06324,,,Arregui y Bolivia,,Coordenada,,4.0,,,,2298,CRUCE SEMAFORIZADO,ARREGUI,,Villa Del Parque,Comuna 11,,
-58.488627099394506,-34.607102300722296,6325.0,B-CR-06325,,,Helguera y Arregui,,Coordenada,,4.0,,,,2299,CRUCE SEMAFORIZADO,HELGUERA,,Villa Del Parque,Comuna 11,,
-58.492111398636595,-34.6030431004748,6327.0,B-CR-06327,,,Helguera y Nogoyá,,Coordenada,,4.0,,,,2300,CRUCE SEMAFORIZADO,HELGUERA,,Villa Del Parque,Comuna 11,,
-58.4717245989728,-34.6038707004438,6329.0,B-CR-06329,,,Alvarez Jonte Av. y Andrés Lamas,,Coordenada,,4.0,,,,2301,CRUCE SEMAFORIZADO,ALVAREZ JONTE,,Paternal,Comuna 15,,
-58.472946998792295,-34.6046275009088,6330.0,B-CR-06330,,,Alvarez Jonte Av. y Boyacá Av. ,,Coordenada,,4.0,,,,2302,CRUCE SEMAFORIZADO,ALVAREZ JONTE,,Paternal,Comuna 15,,
-58.4740240992913,-34.6053117004465,6331.0,B-CR-06331,,,Alvarez Jonte Av. y Gavilán ,,Coordenada,,4.0,,,,2303,CRUCE SEMAFORIZADO,ALVAREZ JONTE,,Villa Del Parque,Comuna 11,,
-58.475118698791796,-34.605977601061,6332.0,B-CR-06332,,,Alvarez Jonte Av. y Caracas,,Coordenada,,4.0,,,,2304,CRUCE SEMAFORIZADO,ALVAREZ JONTE,,Villa Del Parque,Comuna 11,,
-58.477479898671206,-34.6072895012389,6333.0,B-CR-06333,,,Alvarez Jonte Av. y Artigas José G,,Coordenada,,4.0,,,,2305,CRUCE SEMAFORIZADO,ALVAREZ JONTE AV.,,Villa Del Parque,Comuna 11,,
-58.487983498571204,-34.60995150095761,6334.0,B-CR-06334,,,Alvarez Jonte Av. y Cuenca,,Coordenada,,4.0,,,,2306,CRUCE SEMAFORIZADO,ALVAREZ JONTE AV.,,Villa Del Parque,Comuna 11,,
-58.4892757991677,-34.6105777010837,6335.0,B-CR-06335,,,Alvarez Jonte Av. y Campana,,Coordenada,,4.0,,,,2307,CRUCE SEMAFORIZADO,ALVAREZ JONTE AV.,,Villa Del Parque,Comuna 11,,
-58.4933174985444,-34.6131831006562,6336.0,B-CR-06336,,,Alvarez Jonte Av. y Emilio Lamarca,,Coordenada,,4.0,,,,2308,CRUCE SEMAFORIZADO,ALVAREZ JONTE AV.,,Villa Del Parque,Comuna 11,,
-58.4804112993233,-34.608103500549,6337.0,B-CR-06337,,,Alvarez Jonte Av. y Condarco,,Coordenada,,4.0,,,,2309,CRUCE SEMAFORIZADO,ALVAREZ JONTE AV.,,Villa Del Parque,Comuna 11,,
-58.484993699345,-34.6092398008299,6338.0,B-CR-06338,,,Alvarez Jonte Av. y Argerich,,Coordenada,,4.0,,,,2310,CRUCE SEMAFORIZADO,ALVAREZ JONTE AV.,,Villa Del Parque,Comuna 11,,
-58.4809699984134,-34.609730001174896,6340.0,B-CR-06340,,,Boyacá Av. y García Juan A,,Coordenada,,4.0,,,,2311,CRUCE SEMAFORIZADO,BOYACA,,Villa Santa Rita,Comuna 11,,
-58.4771373990252,-34.6077051006528,6341.0,B-CR-06341,,,García Juan A. y Artigas José G. de,,Coordenada,,4.0,,,,2312,CRUCE SEMAFORIZADO,,,Villa Gral. Mitre,Comuna 11,,
-58.4809699984134,-34.609730001174896,6342.0,B-CR-06342,,,García Juan A. y Terrada,,Coordenada,,4.0,,,,2313,CRUCE SEMAFORIZADO,"GARCIA, JUAN AGUSTIN",,Villa Santa Rita,Comuna 11,,
-58.4709154985705,-34.6072951012055,6343.0,B-CR-06343,,,Boyacá Av. y Camarones,,Coordenada,,4.0,,,,2314,CRUCE SEMAFORIZADO,BOYACA,,Villa Gral. Mitre,Comuna 11,,
-58.467944998607294,-34.6087853006272,6348.0,B-CR-06348,,,Diaz César y Lamas Andrés,,Coordenada,,4.0,,,,2315,CRUCE SEMAFORIZADO,"DIAZ, CESAR, GRAL.",,Villa Gral. Mitre,Comuna 11,,
-58.470053099445494,-34.6125149012435,6349.0,B-CR-06349,,,Av. Juan B. Justo y Caracas,,Coordenada,,4.0,,,,2316,CRUCE SEMAFORIZADO,"JUSTO, JUAN B. AV.",,Villa Gral. Mitre,Comuna 11,,
-58.4730573988825,-34.6151502008991,6350.0,B-CR-06350,,,Av. Juan B. Justo y Bolivia,,Coordenada,,4.0,,,,2317,CRUCE SEMAFORIZADO,"JUSTO, JUAN B. AV.",,Villa Gral. Mitre,Comuna 11,,
-58.46783439898479,-34.6113440011371,6351.0,B-CR-06351,,,Av. Juan B. Justo y Boyacá,,Coordenada,,4.0,,,,2318,CRUCE SEMAFORIZADO,"JUSTO, JUAN B. AV.",,Villa Gral. Mitre,Comuna 11,,
-58.468971199307795,-34.6119375011191,6352.0,B-CR-06352,,,Av. Juan B. Justo y Gavilán,,Coordenada,,4.0,,,,2319,CRUCE SEMAFORIZADO,"JUSTO, JUAN B. AV.",,Villa Gral. Mitre,Comuna 11,,
-58.4722135992204,-34.6138964005297,6353.0,B-CR-06353,,,Av. Juan B. Justo y Artigas,,Coordenada,,4.0,,,,2320,CRUCE SEMAFORIZADO,"JUSTO, JUAN B. AV.",,Villa Gral. Mitre,Comuna 11,,
