Id_Hecho,Sexo,Edad
LC-2019-0564867,MASCULINO,22
LC-2019-0565217,MASCULINO,32
LC-2019-0565450,MASCULINO,29
LC-2019-0565450,MASCULINO,31
LC-2019-0565450,MASCULINO,47
LC-2019-0565476,MASCULINO,54
LC-2019-0565512,FEMENINO,36
LC-2019-0565665,FEMENINO,38
LC-2019-0565665,MASCULINO,47
LC-2019-0565679,MASCULINO,26
LC-2019-0565679,MASCULINO,68
LC-2019-0565733,MASCULINO,46
LC-2019-0565745,FEMENINO,48
LC-2019-0565755,MASCULINO,35
LC-2019-0565755,MASCULINO,23
LC-2019-0565798,MASCULINO,32
LC-2019-0565801,MASCULINO,26
LC-2019-0565947,MASCULINO,26
LC-2019-0566015,MASCULINO,18
LC-2019-0566015,MASCULINO,50
LC-2019-0604766,FEMENINO,24
LC-2019-0604766,FEMENINO,24
LC-2019-0565098,MASCULINO,22
LC-2019-0566341,FEMENINO,23
LC-2019-0566341,MASCULINO,41
LC-2019-0566688,FEMENINO,48
LC-2019-0567191,MASCULINO,42
LC-2019-0567365,MASCULINO,42
LC-2019-0567429,MASCULINO,38
LC-2019-0567520,MASCULINO,24
LC-2019-0567566,MASCULINO,34
LC-2019-0567622,MASCULINO,23
LC-2019-0567984,MASCULINO,35
LC-2019-0567985,MASCULINO,25
LC-2019-0568022,FEMENINO,47
LC-2019-0568027,MASCULINO,81
LC-2019-0568046,MASCULINO,67
LC-2019-0568180,FEMENINO,52
LC-2019-0568201,MASCULINO,27
LC-2019-0568231,MASCULINO,29
LC-2019-0568231,FEMENINO,29
LC-2019-0568300,MASCULINO,47
LC-2019-0568314,FEMENINO,68
LC-2019-0568314,FEMENINO,42
LC-2019-0568326,MASCULINO,31
LC-2019-0568459,MASCULINO,19
LC-2019-0568600,MASCULINO,25
LC-2019-0568691,FEMENINO,31
LC-2019-0572498,MASCULINO,26
LC-2019-0568801,FEMENINO,34
LC-2019-0568801,MASCULINO,37
LC-2019-0569303,FEMENINO,55
LC-2019-0569865,MASCULINO,26
LC-2019-0570086,MASCULINO,30
LC-2019-0570162,FEMENINO,41
LC-2019-0570424,MASCULINO,40
LC-2019-0570469,MASCULINO,17
LC-2019-0570469,FEMENINO,52
LC-2019-0570470,MASCULINO,61
LC-2019-0570509,FEMENINO,18
LC-2019-0570509,MASCULINO,25
LC-2019-0570509,MASCULINO,20
LC-2019-0570509,MASCULINO,21
LC-2019-0570552,MASCULINO,25
LC-2019-0570559,MASCULINO,37
LC-2019-0570579,MASCULINO,29
LC-2019-0570679,MASCULINO,29
LC-2019-0570954,FEMENINO,32
LC-2019-0571002,MASCULINO,52
LC-2019-0571074,MASCULINO,37
LC-2019-0571133,FEMENINO,33
LC-2019-0571145,MASCULINO,23
LC-2019-0571173,MASCULINO,55
LC-2019-0571253,MASCULINO,29
LC-2019-0580537,MASCULINO,20
LC-2019-0583748,MASCULINO,34
LC-2019-0642969,FEMENINO,21
LC-2019-0642969,MASCULINO,50
LC-2019-0571181,FEMENINO,72
LC-2019-0571323,MASCULINO,28
LC-2019-0571759,MASCULINO,41
LC-2019-0571927,FEMENINO,26
LC-2019-0571927,MASCULINO,45
LC-2019-0571936,FEMENINO,59
LC-2019-0572043,FEMENINO,76
LC-2019-0572216,FEMENINO,70
LC-2019-0572429,MASCULINO,31
LC-2019-0572489,MASCULINO,21
LC-2019-0572537,MASCULINO,28
LC-2019-0572694,MASCULINO,51
LC-2019-0572804,FEMENINO,85
LC-2019-0572868,MASCULINO,28
LC-2019-0572916,FEMENINO,55
LC-2019-0573068,FEMENINO,40
LC-2019-0573238,FEMENINO,67
LC-2019-0573238,MASCULINO,50
LC-2019-0573238,MASCULINO,90
LC-2019-0573262,MASCULINO,22
LC-2019-0573332,MASCULINO,27
LC-2019-0573361,MASCULINO,45
LC-2019-0573388,MASCULINO,45
LC-2019-0573423,MASCULINO,23
LC-2019-0573423,FEMENINO,46
LC-2019-0573423,FEMENINO,46
LC-2019-0573423,FEMENINO,30
LC-2019-0573438,FEMENINO,27
LC-2019-0573479,MASCULINO,43
LC-2019-0573738,MASCULINO,30
LC-2019-0574644,MASCULINO,61
LC-2019-0574644,MASCULINO,76
LC-2019-0574662,MASCULINO,39
LC-2019-0573630,MASCULINO,83
LC-2019-0573778,MASCULINO,30
LC-2019-0573883,MASCULINO,22
LC-2019-0573991,MASCULINO,23
LC-2019-0573991,FEMENINO,52
LC-2019-0574043,FEMENINO,36
LC-2019-0574048,FEMENINO,38
LC-2019-0574048,FEMENINO,47
LC-2019-0574086,MASCULINO,39
LC-2019-0574251,MASCULINO,36
LC-2019-0574282,MASCULINO,50
LC-2019-0574299,FEMENINO,54
LC-2019-0574501,MASCULINO,31
LC-2019-0574518,MASCULINO,27
LC-2019-0574530,MASCULINO,18
LC-2019-0574625,MASCULINO,22
LC-2019-0574625,MASCULINO,29
LC-2019-0574632,MASCULINO,40
LC-2019-0574908,FEMENINO,66
LC-2019-0574911,MASCULINO,28
LC-2019-0574956,MASCULINO,64
LC-2019-0574984,MASCULINO,30
LC-2019-0574996,FEMENINO,34
LC-2019-0574996,MASCULINO,41
LC-2019-0574996,MASCULINO,44
LC-2019-0575074,MASCULINO,14
LC-2019-0575175,FEMENINO,37
LC-2019-0575305,FEMENINO,26
LC-2019-0397801,MASCULINO,34
LC-2019-0575452,MASCULINO,37
LC-2019-0575591,MASCULINO,49
LC-2019-0575642,MASCULINO,76
LC-2019-0575768,FEMENINO,21
LC-2019-0575777,MASCULINO,47
LC-2019-0575839,MASCULINO,40
LC-2019-0575861,MASCULINO,21
LC-2019-0575883,MASCULINO,35
LC-2019-0575914,MASCULINO,52
LC-2019-0576102,MASCULINO,29
LC-2019-0576128,FEMENINO,25
LC-2019-0576128,FEMENINO,78
LC-2019-0576130,MASCULINO,24
LC-2019-0576159,MASCULINO,40
LC-2019-0576182,MASCULINO,51
LC-2019-0576209,MASCULINO,24
LC-2019-0576227,MASCULINO,20
LC-2019-0576275,FEMENINO,42
LC-2019-0576333,MASCULINO,17
LC-2019-0576644,MASCULINO,46
LC-2019-0576715,MASCULINO,29
LC-2019-0576748,MASCULINO,74
LC-2019-0583880,MASCULINO,30
LC-2019-0576412,MASCULINO,22
LC-2019-0576412,FEMENINO,23
LC-2019-0576469,MASCULINO,21
LC-2019-0576486,MASCULINO,36
LC-2019-0576493,MASCULINO,25
LC-2019-0576563,MASCULINO,26
LC-2019-0576591,FEMENINO,38
LC-2019-0576591,MASCULINO,46
LC-2019-0576591,FEMENINO,46
LC-2019-0576591,MASCULINO,51
LC-2019-0576591,MASCULINO,27
LC-2019-0576640,MASCULINO,39
LC-2019-0576658,MASCULINO,19
LC-2019-0576777,MASCULINO,66
LC-2019-0576787,FEMENINO,64
LC-2019-0576894,MASCULINO,24
LC-2019-0576916,FEMENINO,70
LC-2019-0577047,MASCULINO,23
LC-2019-0577100,MASCULINO,26
LC-2019-0577139,FEMENINO,30
LC-2019-0577144,FEMENINO,7
LC-2019-0577144,MASCULINO,37
LC-2019-0577144,MASCULINO,49
LC-2019-0577144,MASCULINO,71
LC-2019-0577144,MASCULINO,40
LC-2019-0577166,MASCULINO,64
LC-2019-0577194,MASCULINO,32
LC-2019-0577249,MASCULINO,37
LC-2019-0577349,FEMENINO,66
LC-2019-0577547,MASCULINO,23
LC-2019-0577576,MASCULINO,56
LC-2019-0577729,MASCULINO,41
LC-2019-0578382,MASCULINO,51
LC-2019-0585882,MASCULINO,38
LC-2019-0589513,MASCULINO,20
LC-2019-0576941,MASCULINO,39
LC-2019-0577682,FEMENINO,29
LC-2019-0577682,MASCULINO,59
LC-2019-0577738,MASCULINO,27
LC-2019-0577863,MASCULINO,21
LC-2019-0577881,MASCULINO,31
LC-2019-0577906,FEMENINO,42
LC-2019-0577906,MASCULINO,26
LC-2019-0578006,MASCULINO,23
LC-2019-0578074,MASCULINO,32
LC-2019-0578202,MASCULINO,21
LC-2019-0578344,MASCULINO,73
LC-2019-0578556,MASCULINO,22
LC-2019-0578684,FEMENINO,40
LC-2019-0578684,MASCULINO,64
LC-2019-0578686,MASCULINO,33
LC-2019-0578752,MASCULINO,23
LC-2019-0583998,FEMENINO,23
LC-2019-0585482,MASCULINO,39
LC-2019-0578690,MASCULINO,24
LC-2019-0578927,FEMENINO,62
LC-2019-0579013,FEMENINO,19
LC-2019-0579013,MASCULINO,33
LC-2019-0579101,MASCULINO,33
LC-2019-0579168,FEMENINO,31
LC-2019-0579360,MASCULINO,43
LC-2019-0579536,MASCULINO,29
LC-2019-0579614,FEMENINO,26
LC-2019-0579614,FEMENINO,41
LC-2019-0579670,FEMENINO,66
LC-2019-0579746,MASCULINO,26
LC-2019-0579916,MASCULINO,28
LC-2019-0580112,MASCULINO,32
LC-2019-0368361,MASCULINO,21
LC-2019-0580399,MASCULINO,20
LC-2019-0580536,MASCULINO,24
LC-2019-0580725,MASCULINO,35
LC-2019-0581118,FEMENINO,50
LC-2019-0581145,FEMENINO,41
LC-2019-0581180,MASCULINO,29
LC-2019-0581238,MASCULINO,23
LC-2019-0581381,MASCULINO,31
LC-2019-0581448,FEMENINO,38
LC-2019-0581454,FEMENINO,47
LC-2019-0581462,MASCULINO,49
LC-2019-0581484,FEMENINO,sd
LC-2019-0582605,MASCULINO,58
LC-2019-0586534,FEMENINO,62
LC-2019-0581776,MASCULINO,30
LC-2019-0581892,MASCULINO,60
LC-2019-0581892,MASCULINO,57
LC-2019-0581978,FEMENINO,26
LC-2019-0582122,MASCULINO,45
LC-2019-0582454,MASCULINO,32
LC-2019-0582564,MASCULINO,35
LC-2019-0582564,MASCULINO,28
LC-2019-0582729,MASCULINO,24
LC-2019-0583167,FEMENINO,39
LC-2019-0583171,MASCULINO,23
LC-2019-0583189,MASCULINO,19
LC-2019-0583404,FEMENINO,8
LC-2019-0583404,MASCULINO,41
LC-2019-0583405,MASCULINO,30
LC-2019-0583413,MASCULINO,18
LC-2019-0583471,MASCULINO,70
LC-2019-0583568,MASCULINO,30
LC-2019-0583649,MASCULINO,24
LC-2019-0583649,MASCULINO,35
LC-2019-0583758,MASCULINO,5
LC-2019-0583843,MASCULINO,21
LC-2019-0583976,FEMENINO,52
LC-2019-0583989,FEMENINO,55
LC-2019-0584004,FEMENINO,54
LC-2019-0584010,MASCULINO,35
LC-2019-0584120,MASCULINO,81
LC-2019-0584267,FEMENINO,22
LC-2019-0584285,FEMENINO,39
LC-2019-0584308,MASCULINO,39
LC-2019-0584342,MASCULINO,18
LC-2019-0584342,FEMENINO,39
LC-2019-0584347,FEMENINO,23
LC-2019-0584373,FEMENINO,29
LC-2019-0584373,MASCULINO,34
LC-2019-0584431,MASCULINO,45
LC-2019-0584449,MASCULINO,23
LC-2019-0584545,FEMENINO,19
LC-2019-0584567,MASCULINO,49
LC-2019-0584631,MASCULINO,64
LC-2019-0584716,MASCULINO,28
LC-2019-0584774,MASCULINO,26
LC-2019-0584800,FEMENINO,48
LC-2019-0584800,FEMENINO,33
LC-2019-0584922,MASCULINO,49
LC-2019-0585213,MASCULINO,25
LC-2019-0585213,FEMENINO,25
LC-2019-0585428,MASCULINO,84
LC-2019-0585429,MASCULINO,60
LC-2019-0585527,FEMENINO,22
LC-2019-0585527,FEMENINO,22
LC-2019-0585695,MASCULINO,20
LC-2019-0585871,MASCULINO,41
LC-2019-0585871,MASCULINO,88
LC-2019-0585911,MASCULINO,34
LC-2019-0586077,MASCULINO,24
LC-2019-0586317,MASCULINO,32
LC-2019-0586317,MASCULINO,75
LC-2019-0586354,MASCULINO,61
LC-2019-0586379,MASCULINO,71
LC-2019-0586422,MASCULINO,39
LC-2019-0586422,MASCULINO,76
LC-2019-0586470,FEMENINO,58
LC-2019-0586704,MASCULINO,22
LC-2019-0441834,MASCULINO,20
LC-2019-0586707,MASCULINO,46
LC-2019-0586799,MASCULINO,25
LC-2019-0586816,MASCULINO,45
LC-2019-0586828,MASCULINO,19
LC-2019-0586852,MASCULINO,24
LC-2019-0586872,FEMENINO,55
LC-2019-0586933,FEMENINO,43
LC-2019-0586946,MASCULINO,21
LC-2019-0586984,MASCULINO,26
LC-2019-0586986,FEMENINO,29
LC-2019-0586986,MASCULINO,29
LC-2019-0586998,FEMENINO,29
LC-2019-0587059,MASCULINO,28
LC-2019-0587074,MASCULINO,26
LC-2019-0587276,FEMENINO,22
LC-2019-0587732,FEMENINO,45
LC-2019-0589008,FEMENINO,31
LC-2019-0592123,MASCULINO,53
LC-2019-0592123,FEMENINO,22
LC-2019-0592352,FEMENINO,29
LC-2019-0602426,FEMENINO,25
LC-2019-0609455,FEMENINO,19
LC-2019-0587134,MASCULINO,22
LC-2019-0587313,MASCULINO,25
LC-2019-0587395,MASCULINO,27
LC-2019-0587522,MASCULINO,36
LC-2019-0587574,MASCULINO,34
LC-2019-0587574,MASCULINO,38
LC-2019-0587574,MASCULINO,40
LC-2019-0587574,MASCULINO,54
LC-2019-0587574,MASCULINO,54
LC-2019-0587574,MASCULINO,70
LC-2019-0587605,FEMENINO,48
LC-2019-0587645,MASCULINO,55
LC-2019-0587913,MASCULINO,41
LC-2019-0588220,MASCULINO,40
LC-2019-0588446,MASCULINO,29
LC-2019-0588516,MASCULINO,16
LC-2019-0588518,MASCULINO,9
LC-2019-0588556,MASCULINO,26
LC-2019-0588679,MASCULINO,48
LC-2019-0588745,MASCULINO,37
LC-2019-0588872,FEMENINO,34
LC-2019-0589063,MASCULINO,25
LC-2019-0589108,FEMENINO,42
LC-2019-0589177,MASCULINO,26
LC-2019-0589183,FEMENINO,47
LC-2019-0589198,MASCULINO,41
LC-2019-0589229,MASCULINO,32
LC-2019-0589314,FEMENINO,21
LC-2019-0589327,MASCULINO,28
LC-2019-0589337,MASCULINO,36
LC-2019-0589423,MASCULINO,60
LC-2019-0589734,MASCULINO,61
LC-2019-0589750,MASCULINO,26
LC-2019-0589816,MASCULINO,34
LC-2019-0589830,MASCULINO,43
LC-2019-0590471,MASCULINO,48
LC-2019-0597515,FEMENINO,49
LC-2019-0590725,MASCULINO,23
LC-2019-0591114,FEMENINO,26
LC-2019-0591238,MASCULINO,20
LC-2019-0591253,MASCULINO,25
LC-2019-0591357,FEMENINO,33
LC-2019-0591442,FEMENINO,60
LC-2019-0591461,FEMENINO,11
LC-2019-0591595,MASCULINO,21
LC-2019-0591672,MASCULINO,25
LC-2019-0591868,FEMENINO,13
LC-2019-0591968,MASCULINO,30
LC-2019-0591997,MASCULINO,29
LC-2019-0591997,FEMENINO,38
LC-2019-0591997,FEMENINO,30
LC-2019-0592012,MASCULINO,33
LC-2019-0592083,MASCULINO,23
LC-2019-0592169,MASCULINO,39
LC-2019-0592229,FEMENINO,21
LC-2019-0592229,FEMENINO,55
LC-2019-0592240,MASCULINO,30
LC-2019-0592287,MASCULINO,46
LC-2019-0592313,FEMENINO,52
LC-2019-0592322,MASCULINO,16
LC-2019-0592442,MASCULINO,35
LC-2019-0592494,MASCULINO,75
LC-2019-0592502,MASCULINO,26
LC-2019-0592502,FEMENINO,27
LC-2019-0592633,MASCULINO,67
LC-2019-0592660,FEMENINO,27
LC-2019-0592663,MASCULINO,31
LC-2019-0593180,MASCULINO,20
LC-2019-0593657,FEMENINO,38
LC-2019-0594725,MASCULINO,42
LC-2019-0596629,FEMENINO,31
LC-2019-0597729,MASCULINO,25
LC-2019-0601678,MASCULINO,28
LC-2019-0592691,FEMENINO,53
LC-2019-0592809,MASCULINO,75
LC-2019-0592987,MASCULINO,35
LC-2019-0592989,MASCULINO,34
LC-2019-0593057,MASCULINO,35
LC-2019-0593220,MASCULINO,37
LC-2019-0593249,MASCULINO,23
LC-2019-0593370,MASCULINO,30
LC-2019-0593439,MASCULINO,37
LC-2019-0593542,MASCULINO,25
LC-2019-0593664,FEMENINO,69
LC-2019-0593683,MASCULINO,53
LC-2019-0593747,FEMENINO,20
LC-2019-0593823,MASCULINO,25
LC-2019-0593843,FEMENINO,69
LC-2019-0593895,MASCULINO,22
LC-2019-0594039,MASCULINO,28
LC-2019-0594203,FEMENINO,24
LC-2019-0594203,MASCULINO,24
LC-2019-0595837,FEMENINO,57
LC-2019-0596097,FEMENINO,53
LC-2019-0598259,MASCULINO,56
LC-2019-0594065,FEMENINO,6
LC-2019-0594065,MASCULINO,8
LC-2019-0594065,MASCULINO,30
LC-2019-0594065,MASCULINO,33
LC-2019-0594065,MASCULINO,52
LC-2019-0594065,MASCULINO,47
LC-2019-0594098,FEMENINO,23
LC-2019-0594297,MASCULINO,34
LC-2019-0594300,MASCULINO,23
LC-2019-0594403,FEMENINO,59
LC-2019-0594429,FEMENINO,60
LC-2019-0594654,MASCULINO,45
LC-2019-0594654,FEMENINO,47
LC-2019-0594676,FEMENINO,56
LC-2019-0594686,MASCULINO,40
LC-2019-0594818,MASCULINO,32
LC-2019-0594837,FEMENINO,7
LC-2019-0012821,MASCULINO,34
LC-2019-0594867,FEMENINO,19
LC-2019-0594869,FEMENINO,40
LC-2019-0594872,FEMENINO,62
LC-2019-0595026,FEMENINO,75
LC-2019-0595032,MASCULINO,20
LC-2019-0595034,MASCULINO,30
LC-2019-0595083,FEMENINO,22
LC-2019-0595125,MASCULINO,23
LC-2019-0595135,MASCULINO,22
LC-2019-0595145,MASCULINO,23
LC-2019-0596297,MASCULINO,34
LC-2019-0001987,MASCULINO,50
LC-2019-0606454,MASCULINO,66
LC-2019-0625832,MASCULINO,39
LC-2019-0594440,MASCULINO,35
LC-2019-0595317,MASCULINO,44
LC-2019-0595317,MASCULINO,24
LC-2019-0595471,FEMENINO,53
LC-2019-0595574,MASCULINO,39
LC-2019-0595604,FEMENINO,54
LC-2019-0595768,MASCULINO,22
LC-2019-0595768,MASCULINO,28
LC-2019-0596482,MASCULINO,39
LC-2019-0596482,MASCULINO,18
LC-2019-0596562,MASCULINO,45
LC-2019-0596589,FEMENINO,22
LC-2019-0596589,MASCULINO,24
LC-2019-0596641,MASCULINO,68
LC-2019-0596844,FEMENINO,73
LC-2019-0596971,MASCULINO,24
LC-2019-0597072,FEMENINO,87
LC-2019-0597074,MASCULINO,24
LC-2019-0597127,MASCULINO,26
LC-2019-0597127,MASCULINO,35
LC-2019-0597251,MASCULINO,30
LC-2019-0597277,MASCULINO,50
LC-2019-0597446,FEMENINO,39
LC-2019-0597554,FEMENINO,31
LC-2019-0597796,MASCULINO,37
LC-2019-0597874,FEMENINO,51
LC-2019-0597907,FEMENINO,80
LC-2019-0598010,MASCULINO,50
LC-2019-0598061,MASCULINO,19
LC-2019-0598128,FEMENINO,26
LC-2019-0598757,MASCULINO,33
LC-2019-0609055,MASCULINO,46
LC-2019-0598153,MASCULINO,26
LC-2019-0598328,MASCULINO,36
LC-2019-0598445,FEMENINO,59
LC-2019-0598445,FEMENINO,60
LC-2019-0598651,FEMENINO,29
LC-2019-0598830,MASCULINO,49
LC-2019-0598996,FEMENINO,21
LC-2019-0599191,FEMENINO,50
LC-2019-0599226,FEMENINO,77
LC-2019-0599333,MASCULINO,43
LC-2019-0599397,MASCULINO,25
LC-2019-0599456,MASCULINO,48
LC-2019-0599946,FEMENINO,39
LC-2019-0599956,MASCULINO,40
LC-2019-0600361,FEMENINO,27
LC-2019-0600520,MASCULINO,29
LC-2019-0600561,MASCULINO,26
LC-2019-0600589,FEMENINO,29
LC-2019-0600589,MASCULINO,35
LC-2019-0600589,FEMENINO,36
LC-2019-0602152,MASCULINO,46
LC-2019-0602508,MASCULINO,27
LC-2019-0605168,MASCULINO,15
LC-2019-0598205,MASCULINO,35
LC-2019-0601134,MASCULINO,25
LC-2019-0601399,MASCULINO,36
LC-2019-0601452,MASCULINO,23
LC-2019-0601535,MASCULINO,9
LC-2019-0601864,MASCULINO,41
LC-2019-0602053,MASCULINO,26
LC-2019-0602338,MASCULINO,32
LC-2019-0602409,FEMENINO,43
LC-2019-0602409,MASCULINO,19
LC-2019-0602507,MASCULINO,18
LC-2019-0602522,MASCULINO,27
LC-2019-0602548,MASCULINO,26
LC-2019-0602558,MASCULINO,20
LC-2019-0602588,MASCULINO,42
LC-2019-0602688,MASCULINO,41
LC-2019-0602694,MASCULINO,58
LC-2019-0602706,FEMENINO,54
LC-2019-0602749,FEMENINO,23
LC-2019-0602753,FEMENINO,28
LC-2019-0602816,MASCULINO,33
LC-2019-0602865,MASCULINO,25
LC-2019-0602865,MASCULINO,26
LC-2019-0602876,MASCULINO,48
LC-2019-0602996,MASCULINO,45
LC-2019-0607180,MASCULINO,39
LC-2019-0611745,FEMENINO,47
LC-2019-0670145,MASCULINO,32
LC-2019-0603416,MASCULINO,36
LC-2019-0603416,MASCULINO,41
LC-2019-0603708,FEMENINO,9
LC-2019-0603708,FEMENINO,22
LC-2019-0603734,MASCULINO,38
LC-2019-0603774,FEMENINO,35
LC-2019-0603781,FEMENINO,62
LC-2019-0603805,MASCULINO,28
LC-2019-0603810,FEMENINO,28
LC-2019-0603814,MASCULINO,37
LC-2019-0603814,FEMENINO,43
LC-2019-0603815,MASCULINO,40
LC-2019-0603893,MASCULINO,67
LC-2019-0603981,MASCULINO,34
LC-2019-0604165,FEMENINO,33
LC-2019-0604165,FEMENINO,40
LC-2019-0461321,MASCULINO,49
LC-2019-0604165,MASCULINO,49
LC-2019-0604165,FEMENINO,52
LC-2019-0604165,FEMENINO,49
LC-2019-0604487,FEMENINO,57
LC-2019-0604765,FEMENINO,25
LC-2019-0604979,FEMENINO,27
LC-2019-0604979,FEMENINO,63
LC-2019-0604992,FEMENINO,6
LC-2019-0604992,FEMENINO,36
LC-2019-0605109,MASCULINO,30
LC-2019-0605110,MASCULINO,29
LC-2019-0605277,MASCULINO,24
LC-2019-0605458,MASCULINO,60
LC-2019-0605458,FEMENINO,65
LC-2019-0605531,FEMENINO,59
LC-2019-0605531,MASCULINO,61
LC-2019-0605628,MASCULINO,sd
LC-2019-0605628,FEMENINO,64
LC-2019-0605670,MASCULINO,34
LC-2019-0605701,MASCULINO,28
LC-2019-0605876,MASCULINO,43
LC-2019-0606056,MASCULINO,34
LC-2019-0606324,FEMENINO,56
LC-2019-0611837,MASCULINO,45
LC-2019-0612115,FEMENINO,25
LC-2019-0030435,MASCULINO,42
LC-2019-0635005,MASCULINO,19
LC-2019-0604288,MASCULINO,43
LC-2019-0604254,FEMENINO,23
LC-2019-0606204,FEMENINO,50
LC-2019-0606240,FEMENINO,36
LC-2019-0606280,MASCULINO,41
LC-2019-0606280,MASCULINO,32
LC-2019-0606315,FEMENINO,14
LC-2019-0606459,MASCULINO,47
LC-2019-0606673,MASCULINO,19
LC-2019-0606783,MASCULINO,22
LC-2019-0606788,MASCULINO,24
LC-2019-0606849,FEMENINO,46
LC-2019-0606882,FEMENINO,31
LC-2019-0607004,FEMENINO,36
LC-2019-0607065,MASCULINO,35
LC-2019-0607117,MASCULINO,39
LC-2019-0607269,FEMENINO,35
LC-2019-0607297,FEMENINO,26
LC-2019-0607299,MASCULINO,28
LC-2019-0607386,FEMENINO,40
LC-2019-0607538,MASCULINO,22
LC-2019-0607572,MASCULINO,14
LC-2019-0607572,MASCULINO,45
LC-2019-0607580,FEMENINO,22
LC-2019-0607641,MASCULINO,19
LC-2019-0607652,MASCULINO,62
LC-2019-0607745,MASCULINO,45
LC-2019-0607751,MASCULINO,45
LC-2019-0607751,FEMENINO,41
LC-2019-0607811,MASCULINO,29
LC-2019-0607811,MASCULINO,28
LC-2019-0607931,MASCULINO,19
LC-2019-0608042,FEMENINO,54
LC-2019-0608111,FEMENINO,33
LC-2019-0608111,MASCULINO,27
LC-2019-0608111,MASCULINO,60
LC-2019-0608301,MASCULINO,48
LC-2019-0608379,FEMENINO,36
LC-2019-0608433,MASCULINO,30
LC-2019-0608442,FEMENINO,23
LC-2019-0608561,MASCULINO,24
LC-2019-0608582,FEMENINO,62
LC-2019-0608728,FEMENINO,24
LC-2019-0609121,MASCULINO,65
LC-2019-0627762,MASCULINO,42
LC-2019-0748934,MASCULINO,57
LC-2019-0608550,MASCULINO,48
LC-2019-0608642,MASCULINO,59
LC-2019-0608653,MASCULINO,29
LC-2019-0608708,MASCULINO,30
LC-2019-0608742,MASCULINO,19
LC-2019-0345503,MASCULINO,30
LC-2019-0609106,FEMENINO,50
LC-2019-0609106,FEMENINO,50
LC-2019-0609216,MASCULINO,30
LC-2019-0609253,MASCULINO,40
LC-2019-0609286,MASCULINO,40
LC-2019-0609331,FEMENINO,83
LC-2019-0609369,MASCULINO,36
LC-2019-0609401,MASCULINO,50
LC-2019-0609454,FEMENINO,7
LC-2019-0609466,MASCULINO,27
LC-2019-0609548,FEMENINO,31
LC-2019-0609569,MASCULINO,45
LC-2019-0609637,MASCULINO,21
LC-2019-0609716,MASCULINO,53
LC-2019-0609731,FEMENINO,86
LC-2019-0609738,MASCULINO,42
LC-2019-0609778,MASCULINO,36
LC-2019-0609786,MASCULINO,28
LC-2019-0609851,FEMENINO,35
LC-2019-0609851,MASCULINO,36
LC-2019-0609858,MASCULINO,18
LC-2019-0609858,MASCULINO,40
LC-2019-0609912,MASCULINO,21
LC-2019-0613407,FEMENINO,23
LC-2019-0609955,MASCULINO,50
LC-2019-0609955,MASCULINO,15
LC-2019-0610092,MASCULINO,28
LC-2019-0610244,MASCULINO,74
LC-2019-0610244,MASCULINO,40
LC-2019-0610268,MASCULINO,23
LC-2019-0610268,MASCULINO,33
LC-2019-0610355,FEMENINO,22
LC-2019-0610355,MASCULINO,22
LC-2019-0610391,FEMENINO,27
LC-2019-0610618,FEMENINO,27
LC-2019-0610618,FEMENINO,29
LC-2019-0610777,FEMENINO,65
LC-2019-0610777,MASCULINO,69
LC-2019-0610777,FEMENINO,79
LC-2019-0610787,FEMENINO,64
LC-2019-0610797,FEMENINO,14
LC-2019-0613086,MASCULINO,23
LC-2019-0615411,FEMENINO,27
LC-2019-0616786,MASCULINO,57
LC-2019-0610771,MASCULINO,65
LC-2019-0611067,FEMENINO,43
LC-2019-0611174,MASCULINO,35
LC-2019-0611174,MASCULINO,29
LC-2019-0611311,MASCULINO,37
LC-2019-0611393,FEMENINO,27
LC-2019-0611393,MASCULINO,58
LC-2019-0611444,FEMENINO,54
LC-2019-0611444,MASCULINO,23
LC-2019-0611444,FEMENINO,18
LC-2019-0611444,MASCULINO,19
LC-2019-0612001,MASCULINO,38
LC-2019-0612887,FEMENINO,5
LC-2019-0613124,MASCULINO,63
LC-2019-0613140,MASCULINO,37
LC-2019-0613144,FEMENINO,43
LC-2019-0613568,MASCULINO,32
LC-2019-0613606,MASCULINO,17
LC-2019-0613670,MASCULINO,28
LC-2019-0613700,FEMENINO,51
LC-2019-0613700,FEMENINO,67
LC-2019-0613700,FEMENINO,91
LC-2019-0613768,MASCULINO,34
LC-2019-0613975,MASCULINO,25
LC-2019-0614173,MASCULINO,24
LC-2019-0614243,MASCULINO,46
LC-2019-0620252,MASCULINO,51
LC-2019-0620488,MASCULINO,41
LC-2019-0629478,MASCULINO,34
LC-2019-0614318,MASCULINO,28
LC-2019-0614446,MASCULINO,22
LC-2019-0614578,MASCULINO,25
LC-2019-0614779,MASCULINO,38
LC-2019-0614781,MASCULINO,37
LC-2019-0614921,FEMENINO,65
LC-2019-0614956,MASCULINO,38
LC-2019-0615280,MASCULINO,35
LC-2019-0615280,MASCULINO,54
LC-2019-0615456,MASCULINO,50
LC-2019-0615484,MASCULINO,35
LC-2019-0615516,MASCULINO,45
LC-2019-0616014,MASCULINO,31
LC-2019-0616158,FEMENINO,8
LC-2019-0616158,FEMENINO,37
LC-2019-0616255,MASCULINO,28
LC-2019-0616260,FEMENINO,40
LC-2019-0616421,MASCULINO,30
LC-2019-0616421,FEMENINO,38
LC-2019-0616483,MASCULINO,22
LC-2019-0635165,MASCULINO,54
LC-2019-0616592,MASCULINO,25
LC-2019-0616801,MASCULINO,29
