,Id,semaforo_15m
2660,LC-2019-0179781,False
2661,LC-2019-0179839,False
2662,LC-2019-0179948,False
2663,LC-2019-0179964,False
2664,LC-2019-0179970,False
2665,LC-2019-0179971,False
2666,LC-2019-0180036,False
2667,LC-2019-0180046,True
2668,LC-2019-0180113,False
2669,LC-2019-0180142,True
2670,LC-2019-0180565,False
2671,LC-2019-0180636,True
2672,LC-2019-0180670,False
2673,LC-2019-0180684,False
2674,LC-2019-0180744,False
2675,LC-2019-0180812,False
2676,LC-2019-0180820,False
2677,LC-2019-0180821,False
2678,LC-2019-0180976,False
2679,LC-2019-0181004,False
2680,LC-2019-0181214,True
2681,LC-2019-0181244,False
2682,LC-2019-0181310,False
2683,LC-2019-0181340,True
2684,LC-2019-0181361,False
2685,LC-2019-0181395,False
2686,LC-2019-0181442,True
2687,LC-2019-0181576,False
2688,LC-2019-0182280,True
2689,LC-2019-0191798,False
2690,LC-2019-0197623,True
2691,LC-2019-0181462,True
2692,LC-2019-0181476,True
2693,LC-2019-0181551,False
2694,LC-2019-0181570,False
2695,LC-2019-0181623,True
2696,LC-2019-0181633,False
2697,LC-2019-0181688,False
2698,LC-2019-0181702,False
2699,LC-2019-0181712,True
2700,LC-2019-0181750,True
2701,LC-2019-0181752,True
2702,LC-2019-0182084,False
2703,LC-2019-0182108,True
2704,LC-2019-0182181,False
2705,LC-2019-0182283,True
2706,LC-2019-0182322,False
2707,LC-2019-0182355,False
2708,LC-2019-0182357,True
2709,LC-2019-0182384,False
2710,LC-2019-0182448,True
2711,LC-2019-0182497,False
2712,LC-2019-0182513,True
2713,LC-2019-0182522,True
2714,LC-2019-0182543,True
2715,LC-2019-0182719,False
2716,LC-2019-0187109,True
2717,LC-2019-0192763,False
2718,LC-2019-0185036,True
2719,LC-2019-0185037,False
2720,LC-2019-0187314,True
2721,LC-2019-0182722,False
2722,LC-2019-0183276,True
2723,LC-2019-0183305,False
2724,LC-2019-0183403,False
2725,LC-2019-0183498,True
2726,LC-2019-0183526,False
2727,LC-2019-0183844,False
2728,LC-2019-0183915,False
2729,LC-2019-0184098,True
2730,LC-2019-0184120,False
2731,LC-2019-0184158,False
2732,LC-2019-0184365,False
2733,LC-2019-0184576,False
2734,LC-2019-0184618,False
2735,LC-2019-0184700,False
2736,LC-2019-0184784,False
2737,LC-2019-0184951,False
2738,LC-2019-0185051,True
2739,LC-2019-0185105,True
2740,LC-2019-0185121,True
2741,LC-2019-0185123,True
2742,LC-2019-0185277,False
2743,LC-2019-0185349,False
2744,LC-2019-0185441,False
2745,LC-2019-0185518,False
2746,LC-2019-0185519,True
2747,LC-2019-0185523,False
2748,LC-2019-0185560,False
2749,LC-2019-0185593,False
2750,LC-2019-0185731,False
2751,LC-2019-0185899,True
2752,LC-2019-0187842,False
2753,LC-2019-0188349,True
2754,LC-2019-0190510,True
2755,LC-2019-0192717,False
2756,LC-2019-0193615,False
2757,LC-2019-0202077,False
2758,LC-2019-0185971,True
2759,LC-2019-0188020,False
2760,LC-2019-0185774,True
2761,LC-2019-0185805,True
2762,LC-2019-0185863,True
2763,LC-2019-0185900,True
2764,LC-2019-0185957,True
2765,LC-2019-0186050,False
2766,LC-2019-0186152,False
2767,LC-2019-0186364,True
2768,LC-2019-0186370,False
2769,LC-2019-0186468,True
2770,LC-2019-0186488,True
2771,LC-2019-0186795,True
2772,LC-2019-0186842,False
2773,LC-2019-0186958,False
2774,LC-2019-0187018,True
2775,LC-2019-0187099,False
2776,LC-2019-0187228,True
2777,LC-2019-0187365,True
2778,LC-2019-0187728,False
2779,LC-2019-0187808,False
2780,LC-2019-0187997,True
2781,LC-2019-0188098,False
2782,LC-2019-0188194,True
2783,LC-2019-0188210,True
2784,LC-2019-0188221,True
2785,LC-2019-0188265,True
2786,LC-2019-0188368,True
2787,LC-2019-0188422,False
2788,LC-2019-0188426,True
2789,LC-2019-0188457,True
2790,LC-2019-0188476,False
2791,LC-2019-0188661,False
2792,LC-2019-0188699,False
2793,LC-2019-0188832,False
2794,LC-2019-0188891,False
2795,LC-2019-0188898,False
2796,LC-2019-0188938,True
2797,LC-2019-0190959,False
2798,LC-2019-0205994,True
2799,LC-2019-0189997,True
2800,LC-2019-0190280,False
2801,LC-2019-0191400,False
2802,LC-2019-0191854,True
2803,LC-2019-0189233,False
2804,LC-2019-0189513,True
2805,LC-2019-0189889,False
2806,LC-2019-0190299,True
2807,LC-2019-0191042,False
2808,LC-2019-0191045,False
2809,LC-2019-0191133,False
2810,LC-2019-0191350,False
2811,LC-2019-0191352,True
2812,LC-2019-0191383,False
2813,LC-2019-0191427,False
2814,LC-2019-0191496,True
2815,LC-2019-0191571,True
2816,LC-2019-0191652,False
2817,LC-2019-0191666,False
2818,LC-2019-0191740,False
2819,LC-2019-0191771,True
2820,LC-2019-0191774,False
2821,LC-2019-0191801,True
2822,LC-2019-0191951,False
2823,LC-2019-0191965,False
2824,LC-2019-0196265,False
2825,LC-2019-0202518,True
2826,LC-2019-0206229,False
2827,LC-2019-0206674,False
2828,LC-2019-0235425,False
2829,LC-2019-0193090,False
2830,LC-2019-0193521,False
2831,LC-2019-0193790,False
2832,LC-2019-0194148,False
2833,LC-2019-0195072,False
2834,LC-2019-0203192,True
2835,LC-2019-0191935,False
2836,LC-2019-0191992,True
2837,LC-2019-0192071,True
2838,LC-2019-0192089,True
2839,LC-2019-0192201,False
2840,LC-2019-0192254,False
2841,LC-2019-0192472,False
2842,LC-2019-0192737,False
2843,LC-2019-0192762,False
2844,LC-2019-0192958,True
2845,LC-2019-0193027,True
2846,LC-2019-0193078,False
2847,LC-2019-0193174,False
2848,LC-2019-0193271,False
2849,LC-2019-0193377,True
2850,LC-2019-0193804,False
2851,LC-2019-0193883,True
2852,LC-2019-0193889,False
2853,LC-2019-0194018,True
2854,LC-2019-0194100,True
2855,LC-2019-0194129,False
2856,LC-2019-0194183,False
2857,LC-2019-0194192,False
2858,LC-2019-0194315,True
2859,LC-2019-0194324,False
2860,LC-2019-0194339,False
2861,LC-2019-0194363,False
2862,LC-2019-0194401,True
2863,LC-2019-0194430,False
2864,LC-2019-0194731,True
2865,LC-2019-0194864,True
2866,LC-2019-0195897,True
2867,LC-2019-0195909,False
2868,LC-2019-0196849,True
2869,LC-2019-0196937,True
2870,LC-2019-0194675,True
2871,LC-2019-0194781,False
2872,LC-2019-0194802,True
2873,LC-2019-0194878,True
2874,LC-2019-0195101,True
2875,LC-2019-0195235,False
2876,LC-2019-0195255,False
2877,LC-2019-0195285,True
2878,LC-2019-0195472,False
2879,LC-2019-0196131,False
2880,LC-2019-0196230,False
2881,LC-2019-0196264,False
2882,LC-2019-0196334,True
2883,LC-2019-0196503,False
2884,LC-2019-0196641,True
2885,LC-2019-0196676,True
2886,LC-2019-0196728,False
2887,LC-2019-0196735,True
2888,LC-2019-0196771,False
2889,LC-2019-0196788,False
2890,LC-2019-0196801,True
2891,LC-2019-0196885,True
2892,LC-2019-0196951,True
2893,LC-2019-0197085,False
2894,LC-2019-0197133,True
2895,LC-2019-0197240,True
2896,LC-2019-0197267,False
2897,LC-2019-0197269,True
2898,LC-2019-0197270,True
2899,LC-2019-0197312,False
2900,LC-2019-0197398,False
2901,LC-2019-0199719,False
2902,LC-2019-0199963,True
2903,LC-2019-0201697,True
2904,LC-2019-0205832,True
2905,LC-2019-0259317,False
2906,LC-2019-0197894,True
2907,LC-2019-0198272,True
2908,LC-2019-0198367,False
2909,LC-2019-0198572,False
2910,LC-2019-0198647,True
2911,LC-2019-0198941,False
2912,LC-2019-0199245,True
2913,LC-2019-0220103,True
2914,LC-2019-0197364,False
2915,LC-2019-0198145,False
2916,LC-2019-0198379,False
2917,LC-2019-0198442,True
2918,LC-2019-0198492,False
2919,LC-2019-0198605,True
2920,LC-2019-0198983,False
2921,LC-2019-0199171,False
2922,LC-2019-0199193,True
2923,LC-2019-0199211,True
2924,LC-2019-0199275,False
2925,LC-2019-0200001,False
2926,LC-2019-0200346,True
2927,LC-2019-0240866,True
2928,LC-2019-0200045,False
2929,LC-2019-0200333,True
2930,LC-2019-0200490,True
2931,LC-2019-0199313,False
2932,LC-2019-0199316,False
2933,LC-2019-0199388,True
2934,LC-2019-0199396,True
2935,LC-2019-0199416,False
2936,LC-2019-0199469,True
2937,LC-2019-0199493,False
2938,LC-2019-0199565,True
2939,LC-2019-0199570,False
2940,LC-2019-0199650,True
2941,LC-2019-0199748,False
2942,LC-2019-0199756,False
2943,LC-2019-0199955,False
2944,LC-2019-0200092,False
2945,LC-2019-0200113,True
2946,LC-2019-0200171,True
2947,LC-2019-0200204,True
2948,LC-2019-0200398,True
2949,LC-2019-0200435,True
2950,LC-2019-0200456,True
2951,LC-2019-0208599,True
2952,LC-2019-0201531,True
2953,LC-2019-0201579,False
2954,LC-2019-0214093,False
2955,LC-2019-0200655,False
2956,LC-2019-0200684,False
2957,LC-2019-0201326,True
2958,LC-2019-0201479,False
2959,LC-2019-0201700,True
2960,LC-2019-0202125,True
2961,LC-2019-0202529,True
2962,LC-2019-0202613,False
2963,LC-2019-0202684,True
2964,LC-2019-0202699,False
2965,LC-2019-0202831,False
2966,LC-2019-0202841,False
2967,LC-2019-0202910,True
2968,LC-2019-0203116,True
2969,LC-2019-0203216,False
2970,LC-2019-0203289,True
2971,LC-2019-0203298,True
2972,LC-2019-0203415,False
2973,LC-2019-0203458,False
2974,LC-2019-0203545,True
2975,LC-2019-0205253,True
2976,LC-2019-0206513,True
2977,LC-2019-0218243,True
2978,LC-2019-0294259,True
2979,LC-2019-0203834,False
2980,LC-2019-0204344,False
2981,LC-2019-0204536,True
2982,LC-2019-0204635,True
2983,LC-2019-0203477,True
2984,LC-2019-0203551,False
2985,LC-2019-0203857,False
2986,LC-2019-0203865,False
2987,LC-2019-0203870,False
2988,LC-2019-0203990,False
2989,LC-2019-0204056,False
2990,LC-2019-0204212,True
2991,LC-2019-0204274,False
2992,LC-2019-0204470,True
2993,LC-2019-0204617,False
2994,LC-2019-0204815,True
2995,LC-2019-0204816,True
2996,LC-2019-0204817,True
2997,LC-2019-0204827,True
2998,LC-2019-0204899,False
2999,LC-2019-0204934,True
3000,LC-2019-0206901,True
3001,LC-2019-0236625,False
3002,LC-2019-0205227,True
3003,LC-2019-0207601,False
3004,LC-2019-0210392,False
3005,LC-2019-0204984,False
3006,LC-2019-0204986,False
3007,LC-2019-0205008,True
3008,LC-2019-0205290,True
3009,LC-2019-0205320,False
3010,LC-2019-0205324,False
3011,LC-2019-0205332,True
3012,LC-2019-0205404,True
3013,LC-2019-0205439,False
3014,LC-2019-0205444,False
3015,LC-2019-0205591,False
3016,LC-2019-0205787,False
3017,LC-2019-0205809,True
3018,LC-2019-0206274,False
3019,LC-2019-0206391,False
3020,LC-2019-0206632,False
3021,LC-2019-0206925,False
3022,LC-2019-0206939,True
3023,LC-2019-0207104,False
3024,LC-2019-0207196,True
3025,LC-2019-0207219,False
3026,LC-2019-0207227,False
3027,LC-2019-0207230,False
3028,LC-2019-0207234,False
3029,LC-2019-0207330,False
3030,LC-2019-0207413,True
3031,LC-2019-0207428,False
3032,LC-2019-0207464,False
3033,LC-2019-0207574,True
3034,LC-2019-0207589,True
3035,LC-2019-0207646,True
3036,LC-2019-0207772,False
3037,LC-2019-0207808,True
3038,LC-2019-0210354,True
3039,LC-2019-0214709,False
3040,LC-2019-0219006,False
3041,LC-2019-0226531,False
3042,LC-2019-0238588,False
3043,LC-2019-0208339,True
3044,LC-2019-0209856,False
3045,LC-2019-0210508,True
3046,LC-2019-0207858,True
3047,LC-2019-0207914,False
3048,LC-2019-0207971,True
3049,LC-2019-0208385,False
3050,LC-2019-0208408,False
3051,LC-2019-0208442,False
3052,LC-2019-0208795,False
3053,LC-2019-0209040,True
3054,LC-2019-0209063,False
3055,LC-2019-0209082,False
3056,LC-2019-0209211,True
3057,LC-2019-0209256,False
3058,LC-2019-0209351,False
3059,LC-2019-0209387,False
3060,LC-2019-0209435,False
3061,LC-2019-0209482,False
3062,LC-2019-0209667,False
3063,LC-2019-0209688,True
3064,LC-2019-0209704,False
3065,LC-2019-0209980,False
3066,LC-2019-0210158,True
3067,LC-2019-0210197,False
3068,LC-2019-0210236,False
3069,LC-2019-0210269,False
3070,LC-2019-0210514,False
3071,LC-2019-0230418,True
3072,LC-2019-0211284,False
3073,LC-2019-0210575,True
3074,LC-2019-0210586,False
3075,LC-2019-0210840,True
3076,LC-2019-0211083,False
3077,LC-2019-0211084,False
3078,LC-2019-0211189,True
3079,LC-2019-0211393,False
3080,LC-2019-0211453,True
3081,LC-2019-0211541,False
3082,LC-2019-0211688,False
3083,LC-2019-0211707,False
3084,LC-2019-0211964,False
3085,LC-2019-0212018,False
3086,LC-2019-0212102,False
3087,LC-2019-0212115,True
3088,LC-2019-0212136,False
3089,LC-2019-0212196,True
3090,LC-2019-0212256,False
3091,LC-2019-0212411,True
3092,LC-2019-0212419,True
3093,LC-2019-0212506,False
3094,LC-2019-0212807,False
3095,LC-2019-0212980,True
3096,LC-2019-0213051,True
3097,LC-2019-0213054,False
3098,LC-2019-0213211,True
3099,LC-2019-0213292,False
3100,LC-2019-0213472,True
3101,LC-2019-0213484,False
3102,LC-2019-0213504,False
3103,LC-2019-0213518,False
3104,LC-2019-0213570,True
3105,LC-2019-0213587,False
3106,LC-2019-0213659,False
3107,LC-2019-0213821,False
3108,LC-2019-0258203,True
3109,LC-2019-0214147,True
3110,LC-2019-0214976,False
3111,LC-2019-0215030,False
3112,LC-2019-0215229,False
3113,LC-2019-0213521,False
3114,LC-2019-0213629,True
3115,LC-2019-0213703,True
3116,LC-2019-0213813,False
3117,LC-2019-0213908,True
3118,LC-2019-0213926,False
3119,LC-2019-0213939,False
3120,LC-2019-0214002,False
3121,LC-2019-0214289,True
3122,LC-2019-0214406,True
3123,LC-2019-0214491,False
3124,LC-2019-0214676,False
3125,LC-2019-0214816,False
3126,LC-2019-0214903,False
3127,LC-2019-0214983,False
3128,LC-2019-0214996,False
3129,LC-2019-0215096,True
3130,LC-2019-0215100,False
3131,LC-2019-0215133,False
3132,LC-2019-0215224,False
3133,LC-2019-0215232,False
3134,LC-2019-0215249,False
3135,LC-2019-0215372,False
3136,LC-2019-0215433,True
3137,LC-2019-0219069,True
3138,LC-2019-0291262,True
3139,LC-2019-0216121,False
3140,LC-2019-0216569,False
3141,LC-2019-0215436,True
3142,LC-2019-0215501,False
3143,LC-2019-0215651,False
3144,LC-2019-0215761,False
3145,LC-2019-0215866,False
3146,LC-2019-0215995,True
3147,LC-2019-0216055,False
3148,LC-2019-0216091,True
3149,LC-2019-0216137,True
3150,LC-2019-0216219,False
3151,LC-2019-0216255,True
3152,LC-2019-0216298,True
3153,LC-2019-0216648,False
3154,LC-2019-0219434,False
3155,LC-2019-0236056,True
3156,LC-2019-0329294,True
3157,LC-2019-0219160,False
3158,LC-2019-0219417,False
3159,LC-2019-0219439,False
3160,LC-2019-0226641,False
3161,LC-2019-0216616,False
3162,LC-2019-0216726,False
3163,LC-2019-0216821,True
3164,LC-2019-0217015,True
3165,LC-2019-0217174,True
3166,LC-2019-0217317,False
3167,LC-2019-0217365,True
3168,LC-2019-0217565,False
3169,LC-2019-0217591,True
3170,LC-2019-0217638,False
3171,LC-2019-0217946,True
3172,LC-2019-0217966,True
3173,LC-2019-0218286,False
3174,LC-2019-0218778,True
3175,LC-2019-0218853,False
3176,LC-2019-0218888,False
3177,LC-2019-0219061,False
3178,LC-2019-0219221,True
3179,LC-2019-0219233,False
3180,LC-2019-0219269,False
3181,LC-2019-0219347,False
3182,LC-2019-0219514,False
3183,LC-2019-0225912,True
3184,LC-2019-0238403,False
3185,LC-2019-0221201,False
3186,LC-2019-0221650,True
3187,LC-2019-0221837,False
3188,LC-2019-0222284,False
3189,LC-2019-0222538,False
3190,LC-2019-0219966,True
3191,LC-2019-0220048,True
3192,LC-2019-0220215,True
3193,LC-2019-0220350,False
3194,LC-2019-0220383,False
3195,LC-2019-0220393,False
3196,LC-2019-0220602,False
3197,LC-2019-0220718,False
3198,LC-2019-0220732,True
3199,LC-2019-0220790,False
3200,LC-2019-0221234,False
3201,LC-2019-0221355,False
3202,LC-2019-0221518,False
3203,LC-2019-0221529,True
3204,LC-2019-0221536,False
3205,LC-2019-0221580,False
3206,LC-2019-0221861,True
3207,LC-2019-0222222,True
3208,LC-2019-0222227,True
3209,LC-2019-0222316,False
3210,LC-2019-0222445,False
3211,LC-2019-0222513,False
3212,LC-2019-0226271,False
3213,LC-2019-0258934,True
3214,LC-2019-0309655,True
3215,LC-2019-0222914,True
3216,LC-2019-0222923,True
3217,LC-2019-0223013,True
3218,LC-2019-0224028,False
3219,LC-2019-0224773,False
3220,LC-2019-0224859,True
3221,LC-2019-0225548,True
3222,LC-2019-0227870,False
3223,LC-2019-0223009,False
3224,LC-2019-0223297,False
3225,LC-2019-0223302,False
3226,LC-2019-0223307,True
3227,LC-2019-0223612,True
3228,LC-2019-0223776,False
3229,LC-2019-0223808,False
3230,LC-2019-0223824,False
3231,LC-2019-0224110,True
3232,LC-2019-0224222,False
3233,LC-2019-0224227,True
3234,LC-2019-0224292,False
3235,LC-2019-0224394,True
3236,LC-2019-0224396,False
3237,LC-2019-0224522,False
3238,LC-2019-0224847,False
3239,LC-2019-0225049,True
3240,LC-2019-0225050,True
3241,LC-2019-0225068,True
3242,LC-2019-0225084,True
3243,LC-2019-0225102,False
3244,LC-2019-0225170,False
3245,LC-2019-0225271,False
3246,LC-2019-0225358,True
3247,LC-2019-0225377,True
3248,LC-2019-0225435,False
3249,LC-2019-0225468,False
3250,LC-2019-0225530,False
3251,LC-2019-0225589,True
3252,LC-2019-0225609,True
3253,LC-2019-0225650,False
3254,LC-2019-0227851,False
3255,LC-2019-0229955,False
3256,LC-2019-0230231,True
3257,LC-2019-0226471,True
3258,LC-2019-0226541,False
3259,LC-2019-0227095,True
3260,LC-2019-0227401,True
3261,LC-2019-0228161,False
3262,LC-2019-0225630,False
3263,LC-2019-0225933,False
3264,LC-2019-0225994,True
3265,LC-2019-0226050,True
3266,LC-2019-0226085,False
3267,LC-2019-0226114,True
3268,LC-2019-0226395,False
3269,LC-2019-0226401,False
3270,LC-2019-0226493,True
3271,LC-2019-0226900,False
3272,LC-2019-0227102,True
3273,LC-2019-0227713,False
3274,LC-2019-0227746,False
3275,LC-2019-0227800,True
3276,LC-2019-0227819,False
3277,LC-2019-0227826,False
3278,LC-2019-0227919,True
3279,LC-2019-0228234,True
3280,LC-2019-0228299,True
3281,LC-2019-0228373,False
3282,LC-2019-0230524,False
3283,LC-2019-0278161,False
3284,LC-2019-0334533,False
3285,LC-2019-0228815,False
3286,LC-2019-0229442,True
3287,LC-2019-0229526,True
3288,LC-2019-0230563,False
3289,LC-2019-0231244,False
3290,LC-2019-0240937,False
3291,LC-2019-0228331,True
3292,LC-2019-0228704,True
3293,LC-2019-0228814,True
3294,LC-2019-0228926,False
3295,LC-2019-0229270,True
3296,LC-2019-0229732,True
3297,LC-2019-0230011,True
3298,LC-2019-0230408,False
3299,LC-2019-0230579,False
3300,LC-2019-0230704,False
3301,LC-2019-0230706,True
3302,LC-2019-0230741,True
3303,LC-2019-0230744,False
3304,LC-2019-0230808,False
3305,LC-2019-0230816,False
3306,LC-2019-0230940,False
3307,LC-2019-0231017,False
3308,LC-2019-0231043,True
3309,LC-2019-0231136,False
3310,LC-2019-0231217,False
3311,LC-2019-0231272,False
3312,LC-2019-0231320,True
3313,LC-2019-0231690,False
3314,LC-2019-0235053,False
3315,LC-2019-0242042,False
3316,LC-2019-0232495,False
3317,LC-2019-0232644,True
3318,LC-2019-0232888,False
3319,LC-2019-0231322,True
3320,LC-2019-0231351,True
3321,LC-2019-0231484,False
3322,LC-2019-0231784,False
3323,LC-2019-0231921,False
3324,LC-2019-0231951,False
3325,LC-2019-0232103,False
3326,LC-2019-0232119,False
3327,LC-2019-0232154,False
3328,LC-2019-0232272,False
3329,LC-2019-0232373,False
3330,LC-2019-0232374,False
3331,LC-2019-0232425,True
3332,LC-2019-0232497,False
3333,LC-2019-0232504,False
3334,LC-2019-0232708,False
3335,LC-2019-0232778,False
3336,LC-2019-0232836,True
3337,LC-2019-0232884,False
3338,LC-2019-0232897,True
3339,LC-2019-0232933,True
3340,LC-2019-0233032,False
3341,LC-2019-0259629,True
3342,LC-2019-0233547,False
3343,LC-2019-0236589,True
3344,LC-2019-0242776,False
3345,LC-2019-0232992,True
3346,LC-2019-0233081,False
3347,LC-2019-0233193,True
3348,LC-2019-0233229,True
3349,LC-2019-0233249,False
3350,LC-2019-0233288,False
3351,LC-2019-0233299,False
3352,LC-2019-0233322,False
3353,LC-2019-0233344,False
3354,LC-2019-0233410,True
3355,LC-2019-0233554,True
3356,LC-2019-0233860,False
3357,LC-2019-0233907,False
3358,LC-2019-0234007,True
3359,LC-2019-0234028,False
3360,LC-2019-0234052,True
3361,LC-2019-0234067,True
3362,LC-2019-0234106,False
3363,LC-2019-0234171,True
3364,LC-2019-0234241,True
3365,LC-2019-0234287,False
3366,LC-2019-0234301,False
3367,LC-2019-0235737,False
3368,LC-2019-0236180,True
3369,LC-2019-0285592,False
3370,LC-2019-0234691,True
3371,LC-2019-0234746,False
3372,LC-2019-0235385,False
3373,LC-2019-0236729,False
3374,LC-2019-0245988,True
3375,LC-2019-0234333,True
3376,LC-2019-0234388,False
3377,LC-2019-0234457,True
3378,LC-2019-0234461,True
3379,LC-2019-0234783,False
3380,LC-2019-0234786,True
3381,LC-2019-0234921,False
3382,LC-2019-0234932,False
3383,LC-2019-0235460,False
3384,LC-2019-0235530,False
3385,LC-2019-0235533,False
3386,LC-2019-0235548,True
3387,LC-2019-0235661,False
3388,LC-2019-0235718,False
3389,LC-2019-0235852,False
3390,LC-2019-0235970,False
3391,LC-2019-0236113,False
3392,LC-2019-0236122,True
3393,LC-2019-0236264,False
3394,LC-2019-0236427,False
3395,LC-2019-0236428,False
3396,LC-2019-0236592,True
3397,LC-2019-0236604,False
3398,LC-2019-0236895,False
3399,LC-2019-0237017,False
3400,LC-2019-0237028,True
3401,LC-2019-0237033,False
3402,LC-2019-0237038,False
3403,LC-2019-0237117,False
3404,LC-2019-0237174,False
3405,LC-2019-0237220,True
3406,LC-2019-0237221,False
3407,LC-2019-0237291,False
3408,LC-2019-0237330,False
3409,LC-2019-0237397,True
3410,LC-2019-0237458,False
3411,LC-2019-0237464,False
3412,LC-2019-0237466,True
3413,LC-2019-0239114,True
3414,LC-2019-0242151,False
3415,LC-2019-0244796,True
3416,LC-2019-0237674,False
3417,LC-2019-0239254,False
3418,LC-2019-0239736,False
3419,LC-2019-0240501,False
3420,LC-2019-0245730,True
3421,LC-2019-0237639,False
3422,LC-2019-0237751,True
3423,LC-2019-0237780,False
3424,LC-2019-0237792,False
3425,LC-2019-0237952,False
3426,LC-2019-0238104,False
3427,LC-2019-0238129,False
3428,LC-2019-0238158,False
3429,LC-2019-0238247,False
3430,LC-2019-0238488,True
3431,LC-2019-0238508,True
3432,LC-2019-0238522,False
3433,LC-2019-0238534,True
3434,LC-2019-0238573,False
3435,LC-2019-0238590,True
3436,LC-2019-0238658,False
3437,LC-2019-0238800,False
3438,LC-2019-0238858,False
3439,LC-2019-0238952,False
3440,LC-2019-0239143,False
3441,LC-2019-0239163,False
3442,LC-2019-0239203,False
3443,LC-2019-0239355,False
3444,LC-2019-0239429,True
3445,LC-2019-0239450,True
3446,LC-2019-0239504,True
3447,LC-2019-0239657,True
3448,LC-2019-0239700,True
3449,LC-2019-0239739,True
3450,LC-2019-0239772,False
3451,LC-2019-0239832,False
3452,LC-2019-0239885,False
3453,LC-2019-0239949,True
3454,LC-2019-0240019,False
3455,LC-2019-0240226,False
3456,LC-2019-0240245,True
3457,LC-2019-0240246,True
3458,LC-2019-0240472,False
3459,LC-2019-0240497,True
3460,LC-2019-0240560,True
3461,LC-2019-0240605,True
3462,LC-2019-0242437,False
3463,LC-2019-0242799,False
3464,LC-2019-0242816,False
3465,LC-2019-0244627,True
3466,LC-2019-0259114,False
3467,LC-2019-0290189,True
3468,LC-2019-0241387,False
3469,LC-2019-0242896,True
3470,LC-2019-0242959,True
3471,LC-2019-0243121,True
3472,LC-2019-0243546,False
3473,LC-2019-0240649,True
3474,LC-2019-0241037,False
3475,LC-2019-0241244,False
3476,LC-2019-0241526,True
3477,LC-2019-0241589,False
3478,LC-2019-0241758,False
3479,LC-2019-0241791,False
3480,LC-2019-0241843,False
3481,LC-2019-0241927,False
3482,LC-2019-0242141,False
3483,LC-2019-0242290,True
3484,LC-2019-0242548,True
3485,LC-2019-0242601,True
3486,LC-2019-0242668,False
3487,LC-2019-0242710,False
3488,LC-2019-0242741,True
3489,LC-2019-0242790,False
3490,LC-2019-0242794,False
3491,LC-2019-0242823,False
3492,LC-2019-0242966,True
3493,LC-2019-0243000,False
3494,LC-2019-0243019,False
3495,LC-2019-0243055,False
3496,LC-2019-0243170,False
3497,LC-2019-0243258,True
3498,LC-2019-0243320,True
3499,LC-2019-0243353,True
3500,LC-2019-0243354,True
3501,LC-2019-0243403,True
3502,LC-2019-0243456,True
3503,LC-2019-0243485,True
3504,LC-2019-0243928,True
3505,LC-2019-0255101,True
3506,LC-2019-0270458,True
3507,LC-2019-0244759,False
3508,LC-2019-0244785,False
3509,LC-2019-0245366,False
3510,LC-2019-0243592,False
3511,LC-2019-0243715,False
3512,LC-2019-0243838,True
3513,LC-2019-0243971,True
3514,LC-2019-0244257,True
3515,LC-2019-0244260,True
3516,LC-2019-0244263,False
3517,LC-2019-0244329,False
3518,LC-2019-0244498,False
3519,LC-2019-0244555,False
3520,LC-2019-0244620,False
3521,LC-2019-0244710,True
3522,LC-2019-0244734,True
3523,LC-2019-0244737,True
3524,LC-2019-0244756,False
3525,LC-2019-0244828,True
3526,LC-2019-0244909,False
3527,LC-2019-0244989,False
3528,LC-2019-0245102,True
3529,LC-2019-0245716,True
3530,LC-2019-0265094,True
3531,LC-2019-0245942,False
3532,LC-2019-0245204,False
3533,LC-2019-0245264,True
3534,LC-2019-0245552,False
3535,LC-2019-0246104,True
3536,LC-2019-0246115,True
3537,LC-2019-0247260,False
3538,LC-2019-0246251,True
3539,LC-2019-0246341,True
3540,LC-2019-0246444,False
3541,LC-2019-0246456,True
3542,LC-2019-0246921,True
3543,LC-2019-0246987,False
3544,LC-2019-0247050,False
3545,LC-2019-0247181,False
3546,LC-2019-0247233,True
3547,LC-2019-0262951,False
3548,LC-2019-0247551,True
3549,LC-2019-0247839,False
3550,LC-2019-0247430,False
3551,LC-2019-0247517,True
3552,LC-2019-0247692,False
3553,LC-2019-0247906,False
3554,LC-2019-0247994,True
3555,LC-2019-0248024,True
3556,LC-2019-0248146,False
3557,LC-2019-0248177,True
3558,LC-2019-0248184,False
3559,LC-2019-0248219,False
3560,LC-2019-0248343,False
3561,LC-2019-0248346,True
3562,LC-2019-0248379,True
3563,LC-2019-0248561,False
3564,LC-2019-0252501,True
3565,LC-2019-0261588,True
3566,LC-2019-0350075,True
3567,LC-2019-0249073,False
3568,LC-2019-0249843,False
3569,LC-2019-0249950,True
3570,LC-2019-0250034,False
3571,LC-2019-0251207,False
3572,LC-2019-0251492,True
3573,LC-2019-0262733,False
3574,LC-2019-0248666,True
3575,LC-2019-0248740,False
3576,LC-2019-0248827,False
3577,LC-2019-0248887,False
3578,LC-2019-0249269,True
3579,LC-2019-0249469,False
3580,LC-2019-0249895,True
3581,LC-2019-0249982,False
3582,LC-2019-0249997,False
3583,LC-2019-0250015,True
3584,LC-2019-0250055,False
3585,LC-2019-0250292,True
3586,LC-2019-0250305,True
3587,LC-2019-0250693,False
3588,LC-2019-0250903,True
3589,LC-2019-0251041,True
3590,LC-2019-0251087,False
3591,LC-2019-0251314,False
