Id,N_Victimas,Fecha,Franja_Hora,Tipo_Calle,Calle,Cruce,Comuna,Longitud,Latitud,Participantes,Victima,Acusado
2018-0139,1,2018-12-22,6,CALLE,SANTANDER,False,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO
2018-0140,1,2018-12-22,8,CALLE,LANTERI JULIETA,False,1,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,AUTO
2018-0141,1,2018-12-22,17,AVENIDA,MAZA,True,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO
2018-0142,1,2018-12-25,13,GRAL PAZ,"PAZ, GRAL. AV.",False,12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS
2018-0143,1,2018-12-29,5,AVENIDA,OLIVERA AV.,True,10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO
2019-0001,1,2019-01-08,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",True,2,-58.38526125,-34.5780581,MOTO-CARGAS,MOTO,CARGAS
2019-0002,1,2019-01-09,4,AVENIDA,CASTA?ARES AV.,True,7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS
2019-0003,1,2019-01-12,8,AVENIDA,SAN MARTIN AV.,True,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO
2019-0004,1,2019-01-14,19,AVENIDA,"PERON, EVA AV.",True,9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS
2019-0005,1,2019-01-19,12,AVENIDA,"JUSTO, JUAN B. AV.",True,10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS
2019-0006,1,2019-01-23,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",False,14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO
2019-0007,1,2019-01-26,19,CALLE,"MITRE, BARTOLOME",True,5,-58.42891604,-34.6107166,MOTO-AUTO,MOTO,AUTO
2019-0008,1,2019-01-30,22,GRAL PAZ,"PAZ, GRAL. AV.",False,8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE
2019-0009,1,2019-01-31,14,AVENIDA,CHACABUCO,True,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO
2019-0010,2,2019-02-02,7,AVENIDA,DEL LIBERTADOR AV.,False,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
2019-0011,1,2019-02-10,1,GRAL PAZ,"PAZ, GRAL. AV.",True,9,-58.5183993,-34.66252488,PEATON-AUTO,PEATON,AUTO
2019-0012,1,2019-02-17,3,AVENIDA,CASTA?ARES AV.,True,8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO
2019-0013,1,2019-02-20,7,CALLE,SALVIGNY,True,7,-58.4338383,-34.64457699,PEATON-AUTO,PEATON,AUTO
2019-0014,1,2019-02-20,17,CALLE,"LAMARCA, EMILIO",False,11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0015,1,2019-02-23,6,AVENIDA,SAN MARTIN AV.,False,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0016,1,2019-02-24,2,CALLE,"CARRILLO, RAMON, DR.",True,4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0017,1,2019-03-03,7,CALLE,MEXICO,True,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS
2019-0018,1,2019-03-03,23,AUTOPISTA,"CANTILO, INT.",True,13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO
2019-0019,1,2019-03-06,12,AVENIDA,DEL LIBERTADOR AV.,False,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO
2019-0020,1,2019-03-07,21,AVENIDA,CHICLANA AV.,False,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO
2019-0021,1,2019-03-15,22,AVENIDA,BOYACA AV.,True,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO
2019-0023,1,2019-03-16,8,GRAL PAZ,"PAZ, GRAL. AV.",True,9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0024,1,2019-03-19,7,AVENIDA,ANTARTIDA ARGENTINA AV.,False,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS
2019-0025,1,2019-03-22,13,CALLE,"MITRE, BARTOLOME",True,5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO
2019-0026,1,2019-03-28,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0027,1,2019-03-28,11,AVENIDA,SANTA FE AV.,True,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE
2019-0028,1,2019-04-06,9,AVENIDA,"JUSTO, JUAN B. AV.",True,11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0029,1,2019-04-07,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0030,1,2019-04-09,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",True,7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS
2019-0031,1,2019-04-12,19,AVENIDA,CORDOBA AV.,True,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0032,1,2019-04-16,11,AVENIDA,CAMARONES,True,11,-58.46415322,-34.6044379,PEATON-AUTO,PEATON,AUTO
2019-0034,1,2019-04-21,9,AVENIDA,"MORENO, PERITO AV.",False,7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0035,1,2019-04-23,14,CALLE,SUIPACHA,False,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA
2019-0036,1,2019-04-26,22,CALLE,RIGLOS,True,6,-58.4368044,-34.62147504,MOTO-AUTO,MOTO,AUTO
2019-0037,1,2019-05-01,23,AVENIDA,LA RIOJA,True,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO
2019-0038,1,2019-05-04,14,AVENIDA,"UDAONDO, GUILLERMO AV.",True,13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO
2019-0039,1,2019-05-09,3,AVENIDA,SAN PEDRITO AV.,True,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO
2019-0041,1,2019-05-11,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE
2019-0042,1,2019-05-14,15,CALLE,LIMA,True,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0043,1,2019-05-21,9,AVENIDA,CORDOBA AV.,True,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0044,1,2019-05-27,12,AVENIDA,BOEDO AV.,False,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO
2019-0045,1,2019-06-03,7,AVENIDA,DEL LIBERTADOR AV.,True,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS
2019-0046,1,2019-06-04,9,GRAL PAZ,"PAZ, GRAL. AV.",True,13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO
2019-0047,1,2019-06-06,10,AVENIDA,CASEROS AV.,False,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS
2019-0048,1,2019-06-07,7,AVENIDA,AVELLANEDA AV.,False,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS
2019-0049,1,2019-06-08,9,CALLE,CIUDAD DE LA PAZ,True,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS
2019-0050,1,2019-06-08,23,AVENIDA,"SALGUERO, JERONIMO",True,14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS
2019-0051,1,2019-06-11,10,CALLE,"FILIBERTO, JUAN DE DIOS",True,4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO
2019-0053,1,2019-06-14,17,AVENIDA,ASTURIAS AV.,True,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO
2019-0054,1,2019-06-20,3,CALLE,GANDARA,False,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2019-0055,1,2019-06-20,19,AVENIDA,"GUEVARA, TRINIDAD",True,1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0056,1,2019-06-29,17,AVENIDA,BOYACA AV.,False,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO
2019-0057,1,2019-07-05,19,CALLE,ARTILLEROS,True,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO
2019-0058,1,2019-07-10,9,AUTOPISTA,AUTOPISTA PERITO MORENO,False,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0059,1,2019-07-13,22,CALLE,15 DE NOVIEMBRE DE 1889,True,1,-58.3841088,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0060,1,2019-07-17,11,AVENIDA,"ACOSTA, MARIANO AV.",True,10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO
2019-0061,1,2019-07-17,18,CALLE,11 DE SEPTIEMBRE DE 1888,True,13,-58.45200171,-34.5578132,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0062,1,2019-08-01,23,AVENIDA,"PINO, VIRREY DEL",True,13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0063,1,2019-08-04,1,AVENIDA,FOREST AV.,True,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0064,1,2019-08-06,3,AVENIDA,BOYACA AV.,True,7,-58.4596221,-34.6224514,MOTO-AUTO,MOTO,AUTO
2019-0065,1,2019-08-08,16,CALLE,BARCO CENTENERA DEL,True,4,-58.4197085,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0066,1,2019-08-11,21,AVENIDA,RIESTRA AV.,True,7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO
2019-0067,1,2019-08-14,15,CALLE,"CASTRO, EMILIO",False,10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS
2019-0068,1,2019-08-14,17,AVENIDA,27 DE FEBRERO AV.,False,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO
2019-0069,1,2019-08-17,5,AVENIDA,"GARAY, JUAN DE AV.",False,4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO
2019-0070,1,2019-08-22,12,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",True,14,-58.4268668,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA
2019-0071,1,2019-08-27,11,AVENIDA,PRIMERA JUNTA,True,9,-58.479611,-34.65620398,PEATON-CARGAS,PEATON,CARGAS
2019-0072,1,2019-08-28,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO
2019-0073,1,2019-08-29,1,AVENIDA,ALVAREZ THOMAS AV.,False,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2019-0074,1,2019-08-29,9,AUTOPISTA,"LUGONES, LEOPOLDO AV.",True,13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS
2019-0075,1,2019-08-30,23,CALLE,SAN ANTONIO,True,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0076,1,2019-09-05,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS
2019-0077,1,2019-09-08,3,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO
2019-0078,1,2019-09-12,8,AVENIDA,"EINSTEIN, ALBERTO",True,4,-58.41125934,-34.6541774,PEATON-CARGAS,PEATON,CARGAS
2019-0079,1,2019-09-17,5,CALLE,AGRELO,True,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0080,1,2019-09-17,18,GRAL PAZ,CABILDO AV.,True,13,-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO
2019-0081,1,2019-09-23,16,AVENIDA,ELCANO AV.,False,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0082,1,2019-09-25,7,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",False,8,-58.42985146,-34.6611974,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0083,1,2019-09-26,8,CALLE,MONTE,True,9,-58.48457413,-34.6583909,AUTO-AUTO,AUTO,AUTO
2019-0084,1,2019-09-27,11,CALLE,TANDIL,True,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0085,1,2019-10-09,22,CALLE,CARDOSO,True,10,-58.49261744,-34.6341913,BICICLETA-TREN,BICICLETA,TREN
2019-0086,1,2019-10-15,14,AVENIDA,CORRIENTES AV.,False,15,-58.45283186,-34.5884156,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0087,1,2019-10-21,21,AVENIDA,ALVAREZ THOMAS AV.,True,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO
2019-0088,1,2019-10-22,20,AVENIDA,"ALCORTA, AMANCIO AV.",True,4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0089,1,2019-10-23,15,AVENIDA,"BROWN, ALTE. AV.",True,4,-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS
2019-0090,1,2019-10-24,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",False,9,-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO
2019-0091,1,2019-11-01,20,AVENIDA,"JUSTO, JUAN B. AV.",True,15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0092,1,2019-11-03,10,CALLE,"BRIN, MINISTRO",True,4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0093,1,2019-11-13,11,AVENIDA,NIZA,True,11,-58.46483679,-34.60907662,BICICLETA-OTRO,BICICLETA,OTRO
2019-0094,1,2019-11-18,14,CALLE,CAMARGO,True,15,-58.44368628,-34.59724326,MOTO-OTRO,MOTO,OTRO
2019-0095,1,2019-11-20,15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,1,-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS
2019-0096,1,2019-11-22,19,AVENIDA,CASEROS AV.,True,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0097,1,2019-11-25,8,AUTOPISTA,AUTOPISTA PERITO MORENO,False,9,-58.47721439,-34.64815069,MULTIPLE,MOTO,MULTIPLE
2019-0098,1,2019-11-25,14,AVENIDA,GUZMAN,False,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2019-0100,1,2019-12-05,17,AVENIDA,DE LOS CONSTITUYENTES AV.,False,12,-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO
2019-0101,1,2019-12-17,4,AVENIDA,"MORENO, PERITO AV.",True,4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO
2019-0102,1,2019-12-17,14,CALLE,IBARROLA,True,9,-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO
2019-0104,1,2019-12-21,4,AVENIDA,RIVADAVIA AV.,True,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO
2019-0105,1,2019-05-05,11,AVENIDA,SANTO TOME,True,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO
2020-0001,1,2020-01-04,10,CALLE,URIARTE,True,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO
2020-0002,1,2020-01-05,20,AVENIDA,SARAZA,True,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0003,1,2020-01-11,6,AVENIDA,RIVADAVIA AV.,True,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO
2020-0004,1,2020-01-14,21,AVENIDA,RODRIGUEZ PE?A,True,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0005,1,2020-01-14,6,AVENIDA,24 DE NOVIEMBRE,True,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0006,1,2020-01-20,12,AVENIDA,LAFUENTE AV.,False,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS
2020-0007,1,2020-01-27,0,CALLE,CHILE,True,1,-58.3815685,-34.61648696,PEATON-MOTO,PEATON,MOTO
2020-0008,1,2020-01-30,7,AVENIDA,CORDOBA AV.,True,2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS
2020-0009,1,2020-02-04,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",True,5,-58.41985649,-34.6060085,PEATON-AUTO,PEATON,AUTO
2020-0010,1,2020-02-08,5,AVENIDA,9 DE JULIO AV.,True,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0011,1,2020-02-12,11,CALLE,COLOMBRES,False,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS
2020-0012,1,2020-02-18,21,CALLE,MEXICO,False,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO
2020-0013,1,2020-02-20,12,AVENIDA,COMBATIENTES DE MALVINAS AV.,True,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO
2020-0014,1,2020-02-27,2,CALLE,BERMUDEZ,True,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0015,1,2020-02-28,14,AVENIDA,BRASIL AV.,True,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0016,1,2020-02-29,13,AVENIDA,"ALEM, LEANDRO N. AV.",False,1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0017,1,2020-03-05,23,AVENIDA,BELGRANO AV.,True,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO
2020-0018,1,2020-03-09,14,AVENIDA,"UDAONDO, GUILLERMO AV.",False,13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0019,1,2020-03-10,21,CALLE,CONSTITUCION,True,5,-58.41972364,-34.6284667,PEATON-AUTO,PEATON,AUTO
2020-0020,1,2020-03-13,17,AVENIDA,PUEYRREDON AV.,True,3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO
2020-0021,1,2020-03-14,16,CALLE,"BRAVO, MARIO",False,2,-58.4145159,-34.59488319,PEATON-AUTO,PEATON,AUTO
2020-0022,1,2020-04-07,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS
2020-0023,1,2020-04-09,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",True,4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS
2020-0024,1,2020-04-24,7,CALLE,MURGUIONDO,False,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO
2020-0025,1,2020-05-12,5,AVENIDA,RIVADAVIA AV.,False,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO
2020-0027,1,2020-05-18,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",True,8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS
2020-0028,1,2020-05-19,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",True,15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0029,1,2020-06-10,14,GRAL PAZ,"PAZ, GRAL. AV.",True,9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0030,1,2020-06-16,15,AVENIDA,SAN MARTIN AV.,False,6,-58.45158942,-34.6064658,MULTIPLE,MOTO,MULTIPLE
2020-0031,1,2020-06-30,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",True,9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS
2020-0032,1,2020-07-10,23,AVENIDA,CORRIENTES AV.,True,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO
2020-0033,1,2020-07-19,6,GRAL PAZ,"PAZ, GRAL. AV.",True,13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2020-0034,1,2020-08-02,3,CALLE,"MITRE, BARTOLOME",True,3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO
2020-0035,1,2020-08-04,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0036,1,2020-08-07,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",True,14,-58.42016954,-34.5877879,PEATON-MOTO,PEATON,MOTO
2020-0037,1,2020-08-29,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO
2020-0038,2,2020-08-30,4,AVENIDA,LAS HERAS GENERAL AV.,True,14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO
2020-0040,1,2020-09-12,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",True,2,-58.38526125,-34.5780581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2020-0041,1,2020-09-28,1,AVENIDA,CURAPALIGUE,True,7,-58.4475047,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0042,1,2020-09-29,17,AVENIDA,"DIAZ, ANA",True,8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0043,1,2020-09-30,17,AVENIDA,"ALEM, LEANDRO N. AV.",True,1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0044,1,2020-10-05,0,AVENIDA,LA PLATA AV.,True,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO
2020-0045,1,2020-10-19,3,GRAL PAZ,"PAZ, GRAL. AV.",True,8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS
2020-0046,1,2020-10-27,21,AVENIDA,NAZCA AV.,True,11,-58.4844016,-34.60776782,MOTO-MOTO,MOTO,MOTO
2020-0047,1,2020-10-27,14,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,True,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS
2020-0048,1,2020-10-29,20,AVENIDA,DORREGO AV.,False,15,-58.4495878,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0049,1,2020-10-30,20,AVENIDA,DEL LIBERTADOR AV.,True,1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO
2020-0050,1,2020-11-01,22,AVENIDA,SANTA FE AV.,True,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO
2020-0051,1,2020-11-05,0,AVENIDA,AVELLANEDA AV.,True,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO
2020-0052,1,2020-11-07,6,AVENIDA,TUCUMAN,True,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS
2020-0053,1,2020-11-09,3,AVENIDA,"ALCORTA, AMANCIO AV.",True,4,-58.41125934,-34.6541774,AUTO-AUTO,AUTO,AUTO
2020-0054,1,2020-11-19,9,CALLE,INCLAN,True,4,-58.39956546,-34.6297708,BICICLETA-AUTO,BICICLETA,AUTO
2020-0055,1,2020-11-19,12,AVENIDA,OLAZABAL AV.,False,12,-58.49005682,-34.5786897,PEATON-CARGAS,PEATON,CARGAS
2020-0056,1,2020-11-21,13,GRAL PAZ,"PAZ, GRAL. AV.",True,8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS
2020-0057,1,2020-11-23,7,AVENIDA,NAZCA AV.,True,11,-58.4750156,-34.61945902,PEATON-AUTO,PEATON,AUTO
2020-0058,1,2020-11-24,16,AVENIDA,OLIVERA AV.,True,10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO
2020-0059,1,2020-12-01,6,CALLE,BRASIL,False,1,-58.3795169,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0060,1,2020-12-03,20,AVENIDA,HOMERO,True,9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO
2020-0061,1,2020-12-03,14,AUTOPISTA,"CANTILO, INT.",True,13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS
2020-0062,1,2020-12-04,17,CALLE,MORENO,False,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2020-0063,2,2020-12-05,7,CALLE,NUEVA YORK,True,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO
2020-0065,1,2020-12-05,16,GRAL PAZ,"PAZ, GRAL. AV.",True,12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO
2020-0066,1,2020-12-07,4,AUTOPISTA,AUTOPISTA PERITO MORENO,False,10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0067,1,2020-12-11,22,AVENIDA,SAENZ AV.,True,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0068,1,2020-12-12,20,AVENIDA,DEL LIBERTADOR AV.,True,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO
2020-0069,1,2020-12-15,5,AVENIDA,INDEPENDENCIA AV.,True,1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0070,1,2020-12-17,15,AVENIDA,CALLAO AV.,True,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0071,1,2020-12-17,23,AVENIDA,SAN PEDRITO AV.,True,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO
2020-0072,1,2020-12-19,3,AVENIDA,JUJUY AV.,True,3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO
2020-0073,1,2020-12-20,7,AVENIDA,27 DE FEBRERO AV.,True,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0074,1,2020-12-20,21,AVENIDA,BOGOTA,True,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO
2020-0075,1,2020-12-23,14,AVENIDA,CORRIENTES AV.,True,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0076,1,2020-12-24,12,AVENIDA,ALVAREZ JONTE AV.,True,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS
