Id,N_Victimas,Fecha,Franja_Hora,Tipo_Calle,Calle,Cruce,Comuna,Longitud,Latitud,Participantes,Victima,Acusado,Dataset,semaforo_30m,semaforo_15m
LC-2019-0101534,1,2019-02-16,19,CALLE,"Valle, Aristobulo Del",False,4,-58.374778,-34.636172,CICLISTA-SD,CICLISTA,SD,lesion,True,False
LC-2019-0101582,1,2019-02-16,19,CALLE,"Vedia, Agustin De",True,4,-58.427046,-34.652299,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0101841,1,2019-02-16,22,CALLE,"Lamas, Andres",True,11,-58.471082,-34.604704,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0100455,2,2019-02-16,0,AVENIDA,9 De Julio Av.,True,1,-58.382182,-34.597911,SD-SD,SD,SD,lesion,True,True
LC-2019-0100655,1,2019-02-16,6,AVENIDA,Del Libertador Av.,True,2,-58.383851,-34.587678,SD-SD,SD,SD,lesion,True,True
LC-2019-0100692,1,2019-02-16,8,CALLE,Nogo,True,11,-58.492101,-34.603058,AUTO-SD,AUTO,SD,lesion,True,True
LC-2019-0100830,1,2019-02-16,9,AVENIDA,Del Libertador Av.,True,13,-58.454025,-34.54952,TRANSPORTE PUBLICO-SD,TRANSPORTE PUBLICO,SD,lesion,False,False
LC-2019-0100834,1,2019-02-16,10,CALLE,Magallanes,True,4,-58.371816,-34.641402,SD-SD,SD,SD,lesion,False,False
LC-2019-0100866,1,2019-02-16,8,AVENIDA,"Figueroa Alcorta, Pres. Av.",True,14,-58.423907,-34.562018,SD-SD,SD,SD,lesion,True,True
LC-2019-0100869,1,2019-02-16,11,AVENIDA,Balcarce,True,1,-58.370782,-34.608834,SD-SD,SD,SD,lesion,True,True
LC-2019-0101047,1,2019-02-16,11,CALLE,Grecia,False,13,-58.468031,-34.540186,SD-SD,SD,SD,lesion,False,False
LC-2019-0101329,2,2019-02-16,15,AVENIDA,"Obligado Rafael, Av.Costanera",False,14,-58.413792,-34.556065,SD-SD,SD,SD,lesion,False,False
LC-2019-0101338,1,2019-02-16,17,CALLE,"IRIARTE, GRAL. AV.",False,4,-58.379518,-34.649426,SD-SD,SD,SD,lesion,False,False
LC-2019-0101378,1,2019-02-16,17,CALLE,"Cevallos, Virre",True,1,-58.388946,-34.611285,SD-SD,SD,SD,lesion,True,True
LC-2019-0101437,1,2019-02-16,18,AVENIDA,"Rawson De Dellepiane, Elvira Av.",True,1,-58.361552,-34.623283,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0101553,1,2019-02-16,19,CALLE,"CLUB NUEVA CHICAGO, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A",False,9,-58.501712,-34.661032,SD-SD,SD,SD,lesion,False,False
LC-2019-0101894,1,2019-02-16,23,CALLE,Pavon,True,3,-58.393315,-34.626568,SD-SD,SD,SD,lesion,False,False
LC-2019-0104169,1,2019-02-16,18,AVENIDA,Entre Rios Av.,True,3,-58.39156,-34.621558,SD-SD,SD,SD,lesion,True,True
LC-2019-0122084,2,2019-02-16,20,CALLE,"Ciudad De La Paz e Ibera, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B",False,13,-58.465618,-34.554099,AUTO-SD,AUTO,SD,lesion,False,False
LC-2019-0101864,1,2019-02-17,2,CALLE,Sarmiento,True,5,-58.427341,-34.604208,SD-SD,SD,SD,lesion,True,True
LC-2019-0101895,1,2019-02-17,3,AVENIDA,Boyaca Av.,False,7,-58.458697,-34.623619,SD-SD,SD,SD,lesion,True,False
LC-2019-0101957,1,2019-02-17,4,AVENIDA,Las Palmas,True,4,-58.419423,-34.649836,AUTO-SD,AUTO,SD,lesion,False,False
LC-2019-0102003,1,2019-02-17,8,AVENIDA,"Cabildo Av. e Ibera, Barrio: Nuñez  , jurisdicción comisaria:  Vecinal 13B",False,13,-58.464521,-34.553514,SD-SD,SD,SD,lesion,True,True
LC-2019-0102007,1,2019-02-17,7,CALLE,"Gutierrez, Juan Maria",True,14,-58.41361,-34.580814,SD-SD,SD,SD,lesion,False,False
LC-2019-0102429,1,2019-02-17,15,AVENIDA,Callao Av.,True,3,-58.392119,-34.606787,SD-SD,SD,SD,lesion,True,True
LC-2019-0102541,1,2019-02-17,17,AVENIDA,27 De Febrero Av.,False,8,-58.430307,-34.667926,SD-SD,SD,SD,lesion,True,True
LC-2019-0102571,1,2019-02-17,16,AVENIDA,Del Campo Av.,False,15,-58.465189,-34.592165,SD-SD,SD,SD,lesion,False,False
LC-2019-0102609,1,2019-02-17,18,AVENIDA,Rivadavia Av.,False,1,-58.388603,-34.608981,PEATON-SD,PEATON,SD,lesion,False,False
LC-2019-0102718,3,2019-02-17,20,AVENIDA,"Carranza, Angel Justiniano",True,14,-58.441453,-34.585247,SD-SD,SD,SD,lesion,True,True
LC-2019-0102770,1,2019-02-17,20,CALLE,"Ramsay 1945, Piso 14, Depto: LAGO, Barrio: Belgrano  , jurisdicción comisaria:  Vecinal 13A",False,13,-58.438677,-34.553452,SD-SD,SD,SD,lesion,False,False
LC-2019-0102865,1,2019-02-17,22,CALLE,Necochea,False,4,-58.358811,-34.632686,SD-SD,SD,SD,lesion,False,False
LC-2019-0119081,1,2019-02-17,9,AVENIDA,Independencia Av.,False,5,-58.42012,-34.621329,SD-SD,SD,SD,lesion,False,False
LC-2019-0104321,1,2019-02-18,14,CALLE,Franklin,False,7,-58.461291,-34.615528,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0104729,1,2019-02-18,15,AVENIDA,Rivadavia Av.,True,6,-58.445789,-34.622405,CICLISTA-SD,CICLISTA,SD,lesion,True,True
LC-2019-0104869,1,2019-02-18,17,CALLE,Vieytes,False,4,-58.37751,-34.648145,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0105284,1,2019-02-18,20,AVENIDA,Dorrego Av.,True,14,-58.41973,-34.565227,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0118158,1,2019-02-18,18,CALLE,Argerich,True,12,-58.509294,-34.58065,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0103076,1,2019-02-18,1,CALLE,Baigorria,True,10,-58.514329,-34.617879,SD-SD,SD,SD,lesion,False,False
LC-2019-0103223,1,2019-02-18,8,AVENIDA,"Vallese, Felipe",True,6,-58.439303,-34.610798,SD-SD,SD,SD,lesion,True,True
LC-2019-0103326,2,2019-02-18,9,AVENIDA,Rivadavia Av.,True,7,-58.458855,-34.627547,SD-SD,SD,SD,lesion,True,True
LC-2019-0104242,3,2019-02-18,13,AVENIDA,"Scalabrini Ortiz, Raul Av.",False,14,-58.4238,-34.590028,SD-SD,SD,SD,lesion,True,False
LC-2019-0104417,1,2019-02-18,14,AVENIDA,Medrano Av.,False,5,-58.420685,-34.601691,SD-SD,SD,SD,lesion,True,False
LC-2019-0104441,1,2019-02-18,15,CALLE,Rocha,False,4,-58.373214,-34.642399,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0104673,2,2019-02-18,14,AVENIDA,"Alem, Leandro N. Av.",False,1,-58.37052,-34.600073,SD-SD,SD,SD,lesion,False,False
LC-2019-0105014,1,2019-02-18,17,AVENIDA,Tucuman,True,3,-58.392599,-34.601985,PEATON-SD,PEATON,SD,lesion,True,True
LC-2019-0105084,1,2019-02-18,18,AVENIDA,Chorroarin,True,15,-58.477879,-34.597088,SD-SD,SD,SD,lesion,True,True
LC-2019-0105094,1,2019-02-18,19,AVENIDA,De Ma,True,1,-58.381948,-34.609087,SD-SD,SD,SD,lesion,True,True
LC-2019-0105171,1,2019-02-18,18,CALLE,"Viale, Luis",True,11,-58.469923,-34.616755,SD-SD,SD,SD,lesion,False,False
LC-2019-0105231,2,2019-02-18,19,GRAL PAZ,"Paz, Gral. Av.",True,9,-58.529089,-34.638866,SD-SD,SD,SD,lesion,False,False
LC-2019-0105252,1,2019-02-18,20,AVENIDA,"Brown, Alte. Av.",False,4,-58.366163,-34.628684,SD-SD,SD,SD,lesion,True,False
LC-2019-0105311,1,2019-02-18,19,CALLE,"Falcon, Ramon L.,Cnel.",False,10,-58.500088,-34.638846,SD-SD,SD,SD,lesion,False,False
LC-2019-0105322,1,2019-02-18,20,AVENIDA,Primera Junta,True,7,-58.462519,-34.642339,SD-SD,SD,SD,lesion,True,True
LC-2019-0105358,2,2019-02-18,19,AVENIDA,Cordoba Av.,True,15,-58.440159,-34.587601,SD-SD,SD,SD,lesion,True,True
LC-2019-0105489,1,2019-02-18,22,AVENIDA,"Saenz Peña, Roque, Pres. Av.",False,1,-58.380458,-34.604399,SD-SD,SD,SD,lesion,False,False
LC-2019-0105688,1,2019-02-18,2,AVENIDA,Cerrito,True,1,-58.382213,-34.603738,SD-SD,SD,SD,lesion,True,False
LC-2019-0107761,1,2019-02-18,17,AVENIDA,Del Libertador Av.,True,2,-58.391726,-34.584756,SD-SD,SD,SD,lesion,True,True
LC-2019-0114039,1,2019-02-18,10,CALLE,Caboto,True,4,-58.361426,-34.627135,SD-SD,SD,SD,lesion,False,False
LC-2019-0107327,1,2019-02-19,16,AVENIDA,Gaona Av.,False,7,-58.46414,-34.615738,CICLISTA-SD,CICLISTA,SD,lesion,True,False
LC-2019-0107818,1,2019-02-19,18,AVENIDA,San Juan Av.,False,5,-58.41653,-34.625413,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0118037,1,2019-02-19,17,CALLE,Chivilco,True,10,-58.493439,-34.619176,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0105628,1,2019-02-19,1,AVENIDA,Boca,True,5,-58.421519,-34.626228,SD-SD,SD,SD,lesion,True,True
LC-2019-0105669,2,2019-02-19,2,CALLE,"Jaures, Jean",True,3,-58.40998,-34.606716,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0105928,1,2019-02-19,7,AVENIDA,"Justo, Juan B. Av.",True,11,-58.462151,-34.606997,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0105976,1,2019-02-19,6,AVENIDA,"Bonorino, Esteban, Cnel. Av.",True,7,-58.446099,-34.644466,SD-SD,SD,SD,lesion,True,True
LC-2019-0106143,1,2019-02-19,8,AVENIDA,Corrientes Av.,True,15,-58.45512,-34.586981,SD-SD,SD,SD,lesion,True,True
LC-2019-0107071,1,2019-02-19,14,CALLE,"Laferrere, Gregorio De",True,7,-58.464419,-34.640161,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0107096,1,2019-02-19,12,AVENIDA,Corrientes Av.,False,15,-58.433251,-34.601813,SD-SD,SD,SD,lesion,True,False
LC-2019-0107114,1,2019-02-19,14,CALLE,"CASTRO BARROS (Línea A), Barrio: Almagro  , jurisdicción comisaria:  Vecinal 5A",False,5,-58.421818,-34.611769,SD-SD,SD,SD,lesion,False,False
LC-2019-0107192,1,2019-02-19,13,AVENIDA,Pueyrredon Av.,False,2,-58.401275,-34.592295,SD-SD,SD,SD,lesion,False,False
LC-2019-0107272,1,2019-02-19,13,AVENIDA,Directorio Av.,True,9,-58.489402,-34.649483,SD-SD,SD,SD,lesion,True,True
LC-2019-0107363,1,2019-02-19,16,CALLE,Monroe,True,13,-58.452124,-34.55366,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0107545,1,2019-02-19,16,AVENIDA,"Beiro, Francisco Av.",True,11,-58.507466,-34.603182,SD-SD,SD,SD,lesion,False,False
LC-2019-0107591,3,2019-02-19,17,AVENIDA,Triunvirato Av.,False,15,-58.475033,-34.580603,SD-SD,SD,SD,lesion,False,False
LC-2019-0107766,1,2019-02-19,18,AVENIDA,San Martin Av.,False,15,-58.46209,-34.603457,SD-SD,SD,SD,lesion,True,True
LC-2019-0107997,1,2019-02-19,20,AVENIDA,De Los Constitu,True,15,-58.477825,-34.591189,AUTO-SD,AUTO,SD,lesion,True,True
LC-2019-0108038,1,2019-02-19,20,CALLE,Sanchez De Loria,True,3,-58.412361,-34.621866,SD-SD,SD,SD,lesion,True,True
LC-2019-0108086,1,2019-02-19,20,AVENIDA,Cabildo Av.,True,13,-58.466036,-34.551629,SD-SD,SD,SD,lesion,False,False
LC-2019-0108140,1,2019-02-19,20,AVENIDA,Varela Av.,True,7,-58.439488,-34.6546,SD-SD,SD,SD,lesion,False,False
LC-2019-0108285,1,2019-02-19,22,AVENIDA,"Colectora Cantilo, Int.",True,13,-58.449274,-34.540487,CAMION-SD,CAMION,SD,lesion,False,False
LC-2019-0109079,1,2019-02-19,23,AVENIDA,"Moreno, Perito Av.",True,7,-58.443326,-34.651187,SD-SD,SD,SD,lesion,False,False
LC-2019-0115370,1,2019-02-19,17,AVENIDA,La Plata Av.,True,7,-58.425756,-34.631481,SD-SD,SD,SD,lesion,True,True
LC-2019-0115700,1,2019-02-19,22,CALLE,"Herrera e Iriarte, Gral., Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D",False,4,-58.374935,-34.64855,TRANSPORTE PUBLICO-SD,TRANSPORTE PUBLICO,SD,lesion,True,True
LC-2019-0116731,1,2019-02-19,14,CALLE,Mercedes,True,10,-58.485958,-34.627614,PEATON-SD,PEATON,SD,lesion,False,False
LC-2019-0117615,1,2019-02-19,11,CALLE,Aguero,True,2,-58.409629,-34.595662,SD-SD,SD,SD,lesion,True,True
LC-2019-0120219,1,2019-02-19,9,AVENIDA,Triunvirato Av.,True,15,-58.469493,-34.583092,SD-SD,SD,SD,lesion,True,True
LC-2019-0166872,1,2019-02-19,16,AVENIDA,Cabildo Av.,True,14,-58.435531,-34.575061,SD-SD,SD,SD,lesion,False,False
LC-2019-0110205,1,2019-02-20,18,AVENIDA,Entre Rios Av.,True,3,-58.39156,-34.621558,CICLISTA-SD,CICLISTA,SD,lesion,True,True
LC-2019-0110424,1,2019-02-20,19,CALLE,La Pampa,True,15,-58.48412,-34.582109,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0110681,1,2019-02-20,23,CALLE,Conesa,False,13,-58.449738,-34.573918,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0108388,1,2019-02-20,4,AVENIDA,Rivadavia Av.,False,9,-58.525389,-34.63917,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0108389,2,2019-02-20,0,AVENIDA,San Juan Av.,True,3,-58.402176,-34.623778,SD-SD,SD,SD,lesion,True,True
LC-2019-0108537,1,2019-02-20,8,AVENIDA,"De La Torre, Lisandro Av.",True,9,-58.506995,-34.656928,SD-SD,SD,SD,lesion,False,False
LC-2019-0108746,1,2019-02-20,10,CALLE,Cañada De Gomez,False,8,-58.479147,-34.68221,SD-SD,SD,SD,lesion,False,False
LC-2019-0109046,1,2019-02-20,7,AVENIDA,Cordoba Av.,True,1,-58.371488,-34.598416,SD-SD,SD,SD,lesion,True,True
LC-2019-0109068,1,2019-02-20,10,AVENIDA,Newber,True,15,-58.457694,-34.595184,SD-SD,SD,SD,lesion,False,False
LC-2019-0109127,1,2019-02-20,10,CALLE,Amenabar,True,13,-58.468705,-34.551958,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0109157,1,2019-02-20,10,AVENIDA,Peru,True,1,-58.374722,-34.612649,PEATON-SD,PEATON,SD,lesion,True,True
LC-2019-0109225,1,2019-02-20,10,AVENIDA,Directorio Av.,True,6,-58.437172,-34.628508,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0109241,2,2019-02-20,12,AVENIDA,Corrientes Av.,False,3,-58.398045,-34.604654,SD-SD,SD,SD,lesion,True,False
LC-2019-0109281,1,2019-02-20,13,CALLE,Torrent,True,15,-58.473736,-34.58423,SD-SD,SD,SD,lesion,False,False
LC-2019-0109567,1,2019-02-20,13,AVENIDA,Cordoba Av.,True,2,-58.397192,-34.599729,SD-SD,SD,SD,lesion,True,True
LC-2019-0109662,1,2019-02-20,15,CALLE,Gorostiaga,True,14,-58.436279,-34.565181,SD-SD,SD,SD,lesion,False,False
LC-2019-0109803,1,2019-02-20,14,AVENIDA,Independencia Av.,False,5,-58.417723,-34.620979,SD-SD,SD,SD,lesion,False,False
LC-2019-0109847,1,2019-02-20,16,AVENIDA,Cordoba Av.,True,15,-58.44643,-34.583808,SD-SD,SD,SD,lesion,True,True
LC-2019-0109971,1,2019-02-20,15,AVENIDA,Cordoba Av.,True,2,-58.392938,-34.599636,SD-SD,SD,SD,lesion,True,True
LC-2019-0109996,1,2019-02-20,17,CALLE,Pergamino,True,9,-58.471478,-34.639116,SD-SD,SD,SD,lesion,False,False
LC-2019-0110219,1,2019-02-20,17,AVENIDA,Castro Barros Av.,True,5,-58.419903,-34.616672,SD-SD,SD,SD,lesion,True,True
LC-2019-0110260,1,2019-02-20,16,AVENIDA,Suipacha,True,1,-58.379387,-34.604906,SD-SD,SD,SD,lesion,True,False
LC-2019-0110437,1,2019-02-20,19,CALLE,Brasil,True,1,-58.382237,-34.626937,SD-SD,SD,SD,lesion,False,False
LC-2019-0110484,1,2019-02-20,20,AVENIDA,Del Libertador Av.,True,14,-58.409869,-34.577281,SD-SD,SD,SD,lesion,True,True
LC-2019-0110536,1,2019-02-20,0,AVENIDA,Directorio Av.,True,6,-58.433821,-34.628018,SD-SD,SD,SD,lesion,True,True
LC-2019-0110547,1,2019-02-20,17,CALLE,Autopista Dellepiane Luis Tte. Gral.,True,8,-58.476557,-34.673099,SD-SD,SD,SD,lesion,False,False
LC-2019-0110567,2,2019-02-20,21,GRAL PAZ,"Paz, Gral. Av.",True,11,-58.522341,-34.598144,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0110666,2,2019-02-20,21,CALLE,Monroe,True,12,-58.480903,-34.57114,AUTO-SD,AUTO,SD,lesion,False,False
LC-2019-0110676,2,2019-02-20,20,AVENIDA,Asamblea Av.,True,7,-58.428499,-34.631579,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0110691,1,2019-02-20,22,AVENIDA,"Bolivar e Independencia Av., Barrio: San Telmo  , jurisdicción comisaria:  Vecinal 1E",False,1,-58.373091,-34.617156,SD-SD,SD,SD,lesion,True,True
LC-2019-0112011,1,2019-02-20,12,CALLE,Mexico,True,1,-58.383075,-34.615378,SD-SD,SD,SD,lesion,True,True
LC-2019-0113821,1,2019-02-20,12,AVENIDA,Olazabal Av.,True,12,-58.476554,-34.571098,SD-SD,SD,SD,lesion,False,False
LC-2019-0113952,1,2019-02-20,2,CALLE,Monroe,True,12,-58.476291,-34.568401,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0122941,1,2019-02-20,8,AVENIDA,Escalada Av.,False,8,-58.456282,-34.675409,SD-SD,SD,SD,lesion,False,False
LC-2019-0123142,1,2019-02-20,21,AVENIDA,Directorio Av.,True,9,-58.494944,-34.654129,SD-SD,SD,SD,lesion,True,True
LC-2019-0112151,1,2019-02-21,14,AVENIDA,Juju,True,3,-58.401851,-34.625199,CICLISTA-SD,CICLISTA,SD,lesion,True,True
LC-2019-0112774,1,2019-02-21,11,AVENIDA,Triunvirato Av.,True,12,-58.481401,-34.577515,CICLISTA-SD,CICLISTA,SD,lesion,True,True
LC-2019-0110742,1,2019-02-21,0,CALLE,Fra,True,14,-58.4294,-34.584883,SD-SD,SD,SD,lesion,False,False
LC-2019-0111107,1,2019-02-21,8,AVENIDA,"Justo, Juan B. Av.",True,15,-58.454993,-34.602122,SD-SD,SD,SD,lesion,True,True
LC-2019-0111108,1,2019-02-21,7,CALLE,"Ugarte, Manuel",True,12,-58.472035,-34.561541,SD-SD,SD,SD,lesion,False,False
LC-2019-0111256,1,2019-02-21,10,GRAL PAZ,Cabildo Av.,True,12,-58.475488,-34.539371,SD-SD,SD,SD,lesion,True,True
LC-2019-0112059,1,2019-02-21,14,CALLE,Cosquin,True,9,-58.515321,-34.654326,SD-SD,SD,SD,lesion,False,False
LC-2019-0112066,2,2019-02-21,12,CALLE,Amenabar,True,13,-58.465227,-34.555371,SD-SD,SD,SD,lesion,False,False
LC-2019-0112088,1,2019-02-21,14,AVENIDA,"Iriarte, Gral. Av.",True,4,-58.389014,-34.651172,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0112124,1,2019-02-21,14,CALLE,"Schmidl, Ulrico",True,9,-58.515321,-34.654326,SD-SD,SD,SD,lesion,False,False
LC-2019-0112187,1,2019-02-21,12,CALLE,Moldes,True,13,-58.461065,-34.561801,SD-SD,SD,SD,lesion,False,False
LC-2019-0112211,1,2019-02-21,15,AVENIDA,Directorio Av.,True,6,-58.429637,-34.627411,SD-SD,SD,SD,lesion,True,True
LC-2019-0112261,1,2019-02-21,13,GRAL PAZ,"Paz, Gral. Av.",True,9,-58.529089,-34.638866,SD-SD,SD,SD,lesion,False,False
LC-2019-0112265,1,2019-02-21,13,CALLE,Republica Bolivariana De Venezuela,True,5,-58.412759,-34.616628,SD-SD,SD,SD,lesion,False,False
LC-2019-0112365,2,2019-02-21,14,AVENIDA,San Martin Av.,False,11,-58.515303,-34.59047,SD-SD,SD,SD,lesion,True,True
LC-2019-0112370,1,2019-02-21,14,AVENIDA,Olazabal Av.,True,12,-58.48289,-34.57478,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0112414,1,2019-02-21,15,AVENIDA,"Campos, Luis M. Av.",True,13,-58.444623,-34.562011,SD-SD,SD,SD,lesion,True,True
LC-2019-0112568,1,2019-02-21,16,AVENIDA,"Paseo Colon Av. e Independencia Av., Barrio: San Telmo  , jurisdicción comisaria:  Vecinal 1E",False,1,-58.368691,-34.617004,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0112656,1,2019-02-21,15,AVENIDA,Alvarez Thomas Av.,True,15,-58.470874,-34.578274,SD-SD,SD,SD,lesion,False,False
LC-2019-0112769,1,2019-02-21,17,CALLE,"Yerbal e Hidalgo, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B",False,6,-58.438305,-34.617641,SD-SD,SD,SD,lesion,False,False
LC-2019-0112829,2,2019-02-21,16,CALLE,Ibera,True,13,-58.469881,-34.556492,SD-SD,SD,SD,lesion,False,False
LC-2019-0112880,1,2019-02-21,18,AVENIDA,"Peron, Eva Av.",True,9,-58.478816,-34.657841,SD-SD,SD,SD,lesion,True,True
LC-2019-0113105,1,2019-02-21,19,CALLE,Republica Bolivariana De Venezuela,True,3,-58.401265,-34.615508,SD-SD,SD,SD,lesion,True,True
LC-2019-0113108,2,2019-02-21,20,CALLE,Grito De Asencio,True,4,-58.406528,-34.646861,SD-SD,SD,SD,lesion,False,False
LC-2019-0113135,1,2019-02-21,21,AVENIDA,Del Libertador Av.,False,1,-58.382852,-34.588405,SD-SD,SD,SD,lesion,True,True
LC-2019-0113140,1,2019-02-21,18,AVENIDA,San Juan Av.,True,1,-58.366076,-34.621506,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0113192,2,2019-02-21,18,AVENIDA,"Alem, Leandro N. Av.",False,1,-58.371137,-34.599408,SD-SD,SD,SD,lesion,True,False
LC-2019-0113263,2,2019-02-21,20,AVENIDA,Altolaguirre,True,12,-58.494752,-34.572179,SD-SD,SD,SD,lesion,False,False
LC-2019-0113264,3,2019-02-21,20,GRAL PAZ,"Paz, Gral. Av.",True,13,-58.472201,-34.537936,SD-SD,SD,SD,lesion,False,False
LC-2019-0113290,1,2019-02-21,20,AVENIDA,Del Libertador Av.,True,1,-58.381976,-34.588698,SD-SD,SD,SD,lesion,True,True
LC-2019-0113473,1,2019-02-21,22,AVENIDA,27 De Febrero Av.,True,8,-58.432398,-34.670594,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0113490,2,2019-02-21,22,AVENIDA,Corrientes Av.,True,15,-58.437603,-34.600263,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0115550,1,2019-02-21,18,CALLE,Oliden,False,9,-58.506861,-34.65067,SD-SD,SD,SD,lesion,False,False
LC-2019-0115862,1,2019-02-21,15,AVENIDA,San Juan Av.,True,1,-58.387186,-34.622465,CAMIONETA-SD,CAMIONETA,SD,lesion,True,True
LC-2019-0115813,1,2019-02-22,21,AVENIDA,Varela Av.,False,7,-58.44685,-34.649153,CICLISTA-SD,CICLISTA,SD,lesion,False,False
LC-2019-0113578,1,2019-02-22,6,CALLE,"Perez, Roque",True,12,-58.475973,-34.558505,SD-SD,SD,SD,lesion,False,False
LC-2019-0113601,1,2019-02-22,5,CALLE,"Aviles, Virre",True,13,-58.457125,-34.571421,MOTO-SD,MOTO,SD,lesion,False,False
LC-2019-0113790,1,2019-02-22,7,CALLE,Nuñez,True,12,-58.479721,-34.556971,SD-SD,SD,SD,lesion,False,False
LC-2019-0113849,1,2019-02-22,9,AVENIDA,"Obligado Rafael, Av.Costanera",False,14,-58.417953,-34.554512,SD-SD,SD,SD,lesion,False,False
LC-2019-0113879,1,2019-02-22,8,AVENIDA,Chivilco,True,11,-58.517744,-34.593197,SD-SD,SD,SD,lesion,False,False
LC-2019-0113892,1,2019-02-22,7,CALLE,Mexico,True,5,-58.415215,-34.619729,SD-SD,SD,SD,lesion,True,True
LC-2019-0114121,1,2019-02-22,8,GRAL PAZ,Lugones,True,12,-58.496847,-34.548807,SD-SD,SD,SD,lesion,False,False
LC-2019-0114126,1,2019-02-22,8,CALLE,"Ramirez De Velasco, Juan",True,15,-58.440835,-34.593965,SD-SD,SD,SD,lesion,True,True
LC-2019-0114156,1,2019-02-22,8,CALLE,"Villa 31 bis, Piso MANZANA 11, Depto: CASA",False,1,-58.382439,-34.583319,SD-SD,SD,SD,lesion,False,False
LC-2019-0114180,1,2019-02-22,11,AVENIDA,Lujan,True,4,-58.388558,-34.656904,SD-SD,SD,SD,lesion,True,True
LC-2019-0114348,1,2019-02-22,12,GRAL PAZ,"Paz, Gral. Av.",True,12,-58.509038,-34.569999,SD-SD,SD,SD,lesion,False,False
LC-2019-0114406,1,2019-02-22,12,AVENIDA,9 De Julio Av.,True,1,-58.381284,-34.614244,SD-SD,SD,SD,lesion,True,True
LC-2019-0114407,1,2019-02-22,12,CALLE,LA PAMPA,False,13,-58.429913,-34.550896,SD-SD,SD,SD,lesion,False,False
LC-2019-0114431,1,2019-02-22,11,CALLE,Dolores,False,10,-58.476515,-34.632966,AUTO-SD,AUTO,SD,lesion,False,False
LC-2019-0114487,1,2019-02-22,10,AVENIDA,Del Libertador Av.,True,1,-58.375448,-34.592655,SD-SD,SD,SD,lesion,True,True
LC-2019-0114499,2,2019-02-22,8,CALLE,15 De Noviembre De,True,1,-58.387811,-34.631318,AUTO-SD,AUTO,SD,lesion,False,False
LC-2019-0114528,1,2019-02-22,12,AVENIDA,Directorio Av.,True,9,-58.499786,-34.658167,SD-SD,SD,SD,lesion,True,True
LC-2019-0114542,1,2019-02-22,11,AVENIDA,Corrientes Av.,False,3,-58.394681,-34.6044,SD-SD,SD,SD,lesion,False,False
LC-2019-0114638,1,2019-02-22,12,AVENIDA,Paseo Colon Av.,True,1,-58.369503,-34.615812,SD-SD,SD,SD,lesion,True,True
LC-2019-0114777,1,2019-02-22,14,CALLE,Cuzco,False,9,-58.527883,-34.638388,PEATON-SD,PEATON,SD,lesion,False,False
LC-2019-0115097,1,2019-02-22,0,AVENIDA,"Salguero, Jeronimo",True,14,-58.404878,-34.57655,MOTO-SD,MOTO,SD,lesion,True,True
LC-2019-0115211,1,2019-02-22,16,GRAL PAZ,"Paz, Gral. Av.",True,12,-58.49491,-34.547957,SD-SD,SD,SD,lesion,False,False
LC-2019-0115226,1,2019-02-22,14,AVENIDA,Rivadavia Av.,False,10,-58.496206,-34.636877,SD-SD,SD,SD,lesion,False,False
LC-2019-0115239,1,2019-02-22,16,AVENIDA,Directorio Av.,True,9,-58.479928,-34.641301,SD-SD,SD,SD,lesion,True,True
LC-2019-0115258,1,2019-02-22,17,AVENIDA,"Marti, Jose",True,7,-58.463831,-34.644367,SD-SD,SD,SD,lesion,True,True
