Id,N_Victimas,Fecha,Franja_Hora,Tipo_Calle,Calle,Cruce,Comuna,Longitud,Latitud,Participantes,Victima,Acusado,Dataset,semaforo_30m,semaforo_15m
LC-2020-0555644,1,2020-10-07,17,CALLE,SD,False,1,-58.381690911484,-34.60612218787,SD-SD,SD,SD,lesion,True,True
LC-2020-0555732,3,2020-10-07,18,CALLE,SD,False,10,-58.507613,-34.625336,SD-SD,SD,SD,lesion,False,False
LC-2020-0556103,1,2020-10-08,0,CALLE,SD,False,13,-58.46049402116,-34.539101331729,SD-SD,SD,SD,lesion,False,False
LC-2020-0556447,1,2020-10-08,8,CALLE,SD,False,10,-58.474953957646,-34.633824904171,SD-SD,SD,SD,lesion,False,False
LC-2020-0556663,1,2020-10-08,9,CALLE,SD,False,3,-58.405968607725,-34.61011987251,SD-SD,SD,SD,lesion,True,True
LC-2020-0556749,1,2020-10-08,11,CALLE,SD,False,2,-58.397646001343,-34.590504868186,AUTO-SD,AUTO,SD,lesion,True,False
LC-2020-0556841,1,2020-10-08,13,CALLE,SD,False,10,-58.506169616107,-34.614109033754,SD-SD,SD,SD,lesion,False,False
LC-2020-0556871,1,2020-10-08,12,CALLE,SD,False,1,-58.389607039365,-34.621623017591,SD-SD,SD,SD,lesion,False,False
LC-2020-0556997,1,2020-10-08,16,CALLE,SD,False,10,-58.50037635084,-34.626414179826,SD-SD,SD,SD,lesion,False,False
LC-2020-0557029,1,2020-10-08,14,CALLE,SD,False,11,-58.493160603304,-34.606396185154,SD-SD,SD,SD,lesion,True,True
LC-2020-0557082,1,2020-10-08,15,CALLE,SD,False,4,-58.379709643078,-34.649334962516,SD-SD,SD,SD,lesion,False,False
LC-2020-0557131,1,2020-10-08,15,CALLE,SD,False,14,-58.407609254846,-34.574505180286,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2020-0557208,1,2020-10-08,16,CALLE,SD,False,3,-58.391713520434,-34.613824010185,SD-SD,SD,SD,lesion,True,True
LC-2020-0557230,1,2020-10-08,15,CALLE,SD,False,2,-58.410296752593,-34.598092145443,SD-SD,SD,SD,lesion,True,True
LC-2020-0557297,1,2020-10-08,17,CALLE,SD,False,11,-58.484992573886,-34.609250345744,SD-SD,SD,SD,lesion,True,True
LC-2020-0557360,2,2020-10-08,17,CALLE,SD,False,13,-58.44219363513,-34.547774557924,SD-SD,SD,SD,lesion,True,False
LC-2020-0557399,1,2020-10-08,17,CALLE,SD,False,3,-58.406461459817,-34.608699857821,SD-SD,SD,SD,lesion,True,False
LC-2020-0557474,1,2020-10-08,17,CALLE,SD,False,7,-58.467301284544,-34.635423530908,SD-SD,SD,SD,lesion,True,False
LC-2020-0557529,1,2020-10-08,18,CALLE,SD,False,3,-58.40732548471,-34.606634819975,SD-SD,SD,SD,lesion,False,False
LC-2020-0557579,1,2020-10-08,19,CALLE,SD,False,10,-58.510847039547,-34.633992815801,SD-SD,SD,SD,lesion,False,False
LC-2020-0557624,1,2020-10-08,15,CALLE,SD,False,15,-58.430053051434,-34.598113141913,MOTO-TAXI,MOTO,TAXI,lesion,False,False
LC-2020-0557803,1,2020-10-09,0,CALLE,SD,False,9,-58.529279828869,-34.639317520336,SD-SD,SD,SD,lesion,False,False
LC-2020-0557833,1,2020-10-09,23,CALLE,SD,False,15,-58.454507990348,-34.604339844294,MOTO-MOTO,MOTO,MOTO,lesion,False,False
LC-2020-0557946,1,2020-10-09,5,CALLE,SD,False,7,-58.425754598895,-34.6314822596,PEATON-SD,PEATON,SD,lesion,True,True
LC-2020-0558028,1,2020-10-09,7,CALLE,SD,False,9,-58.475510095252,-34.654900300306,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2020-0558300,1,2020-10-09,9,CALLE,SD,False,14,-58.433041138258,-34.572787471251,MOTO-AUTO,MOTO,AUTO,lesion,True,False
LC-2020-0558556,1,2020-10-09,12,CALLE,SD,False,10,-58.498737536992,-34.637516709113,SD-SD,SD,SD,lesion,False,False
LC-2020-0558559,1,2020-10-09,11,CALLE,SD,False,7,-58.45603069999,-34.62812426476,SD-SD,SD,SD,lesion,True,True
LC-2020-0558800,1,2020-10-09,15,CALLE,SD,False,1,-58.380368940124,-34.615239097652,SD-SD,SD,SD,lesion,True,True
LC-2020-0559015,1,2020-10-09,17,CALLE,SD,False,10,-58.519868119507,-34.632677466511,SD-SD,SD,SD,lesion,False,False
LC-2020-0559022,1,2020-10-09,5,CALLE,SD,False,9,-58.472475619779,-34.65240197265,MOTO-SD,MOTO,SD,lesion,False,False
LC-2020-0559074,1,2020-10-09,0,CALLE,SD,False,12,-58.484014282693,-34.549606711267,SD-SD,SD,SD,lesion,True,True
LC-2020-0559161,1,2020-10-09,16,CALLE,SD,False,15,-58.493627218258,-34.595629845985,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2020-0559201,1,2020-10-09,18,CALLE,SD,False,14,-58.41515509981,-34.591773352026,PEATON-AUTO,PEATON,AUTO,lesion,True,True
LC-2020-0559287,1,2020-10-09,18,CALLE,SD,False,8,-58.438589737822,-34.656511553332,SD-SD,SD,SD,lesion,False,False
LC-2020-0559297,2,2020-10-09,19,CALLE,SD,False,11,-58.462704985806,-34.607372457359,MOTO-MOTO,MOTO,MOTO,lesion,True,True
LC-2020-0559302,1,2020-10-09,16,CALLE,SD,False,14,-58.437354705541,-34.568347256059,MOVIL-SD,MOVIL,SD,lesion,True,True
LC-2020-0559392,2,2020-10-09,21,CALLE,SD,False,11,-58.508465215032,-34.599836100123,SD-SD,SD,SD,lesion,False,False
LC-2020-0559500,1,2020-10-10,22,CALLE,SD,False,6,-58.431737268718,-34.616409438748,SD-SD,SD,SD,lesion,False,False
LC-2020-0559607,1,2020-10-10,1,CALLE,SD,False,6,-58.43952878218,-34.628854144804,SD-SD,SD,SD,lesion,True,True
LC-2020-0559638,4,2020-10-10,2,CALLE,SD,False,9,-58.508775218216,-34.669777099202,SD-SD,SD,SD,lesion,False,False
LC-2020-0559677,1,2020-10-10,2,CALLE,SD,False,7,-58.439462734001,-34.629027572521,SD-SD,SD,SD,lesion,True,False
LC-2020-0559783,1,2020-10-10,18,CALLE,SD,False,14,-58.417335580306,-34.594280931056,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2020-0559798,1,2020-10-10,8,CALLE,SD,False,4,-58.374548141136,-34.649806043559,MOTO-SD,MOTO,SD,lesion,True,True
LC-2020-0559903,1,2020-10-10,9,CALLE,SD,False,4,-58.423069729468,-34.651723338279,SD-SD,SD,SD,lesion,True,True
LC-2020-0559925,1,2020-10-10,10,CALLE,SD,False,10,-58.529224945077,-34.63312716444,SD-SD,SD,SD,lesion,False,False
LC-2020-0560103,1,2020-10-10,9,CALLE,SD,False,13,-58.468986190804,-34.536714663295,SD-SD,SD,SD,lesion,False,False
LC-2020-0560152,1,2020-10-10,14,CALLE,SD,False,10,-58.509624217035,-34.625599751981,SD-SD,SD,SD,lesion,False,False
LC-2020-0560214,2,2020-10-10,15,CALLE,SD,False,13,-58.4562857837,-34.560145256491,SD-SD,SD,SD,lesion,False,False
LC-2020-0560245,1,2020-10-10,14,CALLE,SD,False,10,-58.4955975514,-34.617468742367,AUTO-AUTO,AUTO,AUTO,lesion,False,False
LC-2020-0560268,1,2020-10-10,16,CALLE,SD,False,1,-58.382233829418,-34.626938657191,SD-SD,SD,SD,lesion,False,False
LC-2020-0560345,4,2020-10-10,14,CALLE,SD,False,11,-58.526798212949,-34.608246196017,SD-SD,SD,SD,lesion,False,False
LC-2020-0560408,1,2020-10-10,18,CALLE,SD,False,13,-58.456130691503,-34.565975105085,SD-SD,SD,SD,lesion,True,True
LC-2020-0560458,2,2020-10-10,17,CALLE,SD,False,9,-58.492256858017,-34.654964656829,AUTO-SD,AUTO,SD,lesion,False,False
LC-2020-0560464,1,2020-10-10,19,CALLE,SD,False,6,-58.438995433314,-34.62326451539,SD-SD,SD,SD,lesion,False,False
LC-2020-0560509,1,2020-10-10,20,CALLE,SD,False,2,-58.408150667452,-34.598068377123,PEATON-TAXI,PEATON,TAXI,lesion,True,True
LC-2020-0560511,2,2020-10-10,15,CALLE,SD,False,6,-58.435397393865,-34.617060765025,SD-SD,SD,SD,lesion,False,False
LC-2020-0560608,1,2020-10-10,16,CALLE,SD,False,10,-58.49106231354,-34.636035557768,MOTO-SD,MOTO,SD,lesion,True,True
LC-2020-0560614,2,2020-10-10,22,CALLE,SD,False,4,-58.424833808792,-34.64060804706,SD-SD,SD,SD,lesion,False,False
LC-2020-0560616,1,2020-10-10,21,CALLE,SD,False,10,-58.509085011365,-34.634063766655,SD-SD,SD,SD,lesion,False,False
LC-2020-0560642,1,2020-10-10,22,CALLE,SD,False,9,-58.478675014789,-34.640532296908,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2020-0560678,1,2020-10-11,20,CALLE,SD,False,6,-58.43047562715,-34.608724541498,SD-SD,SD,SD,lesion,True,True
LC-2020-0560709,2,2020-10-11,23,CALLE,SD,False,5,-58.415907831092,-34.625225821031,SD-SD,SD,SD,lesion,True,False
LC-2020-0560915,1,2020-10-11,12,CALLE,SD,False,3,-58.394598698003,-34.61588970963,SD-SD,SD,SD,lesion,True,True
LC-2020-0561302,1,2020-10-11,15,CALLE,SD,False,1,-58.383883827624,-34.601451527324,SD-SD,SD,SD,lesion,True,True
LC-2020-0561313,1,2020-10-11,1,CALLE,SD,False,10,-58.523457266037,-34.623881353924,SD-SD,SD,SD,lesion,False,False
LC-2020-0561338,1,2020-10-11,14,CALLE,SD,False,11,-58.515370912795,-34.590359251363,SD-SD,SD,SD,lesion,True,True
LC-2020-0561350,1,2020-10-11,18,CALLE,SD,False,13,-58.452125234329,-34.546285130327,SD-SD,SD,SD,lesion,True,True
LC-2020-0561367,1,2020-10-11,15,CALLE,SD,False,12,-58.484638641402,-34.557813906483,SD-SD,SD,SD,lesion,False,False
LC-2020-0561575,1,2020-10-11,18,CALLE,SD,False,1,-58.38125372284,-34.599030525176,SD-SD,SD,SD,lesion,True,True
LC-2020-0561579,1,2020-10-11,18,CALLE,SD,False,2,-58.414630286727,-34.597897398445,SD-SD,SD,SD,lesion,True,True
LC-2020-0561706,1,2020-10-11,22,CALLE,SD,False,13,-58.454024018612,-34.549519381469,SD-SD,SD,SD,lesion,False,False
LC-2020-0561712,1,2020-10-11,15,CALLE,SD,False,14,-58.430691277907,-34.582376847824,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2020-0561718,1,2020-10-11,20,CALLE,SD,False,2,-58.402350840143,-34.594442320744,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,lesion,True,True
LC-2020-0561752,1,2020-10-12,19,CALLE,SD,False,4,-58.412726573242,-34.651099130751,SD-SD,SD,SD,lesion,False,False
LC-2020-0561754,1,2020-10-12,23,CALLE,SD,False,1,-58.383441816107,-34.609190927189,SD-SD,SD,SD,lesion,True,True
LC-2020-0561762,1,2020-10-12,23,CALLE,SD,False,6,-58.444393115163,-34.621914936877,SD-SD,SD,SD,lesion,True,True
LC-2020-0561789,1,2020-10-12,19,CALLE,SD,False,4,-58.393805983191,-34.641561432939,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2020-0561952,1,2020-10-12,7,CALLE,SD,False,4,-58.423788345163,-34.657341003974,SD-SD,SD,SD,lesion,False,False
LC-2020-0561971,1,2020-10-12,8,CALLE,SD,False,1,-58.38125372284,-34.599030525176,SD-SD,SD,SD,lesion,True,True
LC-2020-0562135,1,2020-10-12,11,CALLE,SD,False,7,-58.458142863786,-34.624586022846,SD-SD,SD,SD,lesion,True,True
LC-2020-0562240,2,2020-10-12,12,CALLE,SD,False,13,-58.466783795603,-34.535002649404,MOTO-CAMION,MOTO,CAMION,lesion,True,True
LC-2020-0562269,1,2020-10-12,13,CALLE,SD,False,5,-58.413180721766,-34.629525115039,SD-SD,SD,SD,lesion,True,True
LC-2020-0562279,2,2020-10-12,14,CALLE,SD,False,14,-58.418295592218,-34.594116772592,MOTO-SD,MOTO,SD,lesion,True,True
LC-2020-0562285,1,2020-10-12,14,CALLE,SD,False,12,-58.493326,-34.54837,SD-SD,SD,SD,lesion,False,False
LC-2020-0562287,1,2020-10-12,14,CALLE,SD,False,12,-58.506892165391,-34.589122412459,SD-SD,SD,SD,lesion,False,False
LC-2020-0562344,1,2020-10-12,17,CALLE,SD,False,11,-58.515140289171,-34.585658281918,SD-SD,SD,SD,lesion,False,False
LC-2020-0562375,1,2020-10-12,16,CALLE,SD,False,14,-58.410038736524,-34.587123950039,AUTO-AUTO,AUTO,AUTO,lesion,False,False
LC-2020-0562430,4,2020-10-12,16,CALLE,SD,False,11,-58.496845157458,-34.603548495868,SD-SD,SD,SD,lesion,False,False
LC-2020-0562449,1,2020-10-12,15,CALLE,SD,False,1,-58.364964039999,-34.623185866768,SD-SD,SD,SD,lesion,False,False
LC-2020-0562459,1,2020-10-12,17,CALLE,SD,False,10,-58.517890270279,-34.622713683876,SD-SD,SD,SD,lesion,False,False
LC-2020-0562465,1,2020-10-12,15,CALLE,SD,False,1,-58.379048034074,-34.62933201649,SD-SD,SD,SD,lesion,True,True
LC-2020-0562532,2,2020-10-12,20,CALLE,SD,False,11,-58.46441418502,-34.610986941083,SD-SD,SD,SD,lesion,False,False
LC-2020-0562613,1,2020-10-12,20,CALLE,SD,False,11,-58.466561114522,-34.61061605241,SD-SD,SD,SD,lesion,True,True
LC-2020-0562614,1,2020-10-12,20,CALLE,SD,False,14,-58.410941846671,-34.576799798401,PEATON-AUTO,PEATON,AUTO,lesion,True,True
LC-2020-0562773,1,2020-10-13,2,CALLE,SD,False,11,-58.472046460813,-34.613891708328,SD-SD,SD,SD,lesion,True,False
LC-2020-0563008,1,2020-10-13,8,CALLE,SD,False,10,-58.518020001982,-34.622564422363,SD-SD,SD,SD,lesion,False,False
LC-2020-0563014,1,2020-10-13,10,CALLE,SD,False,4,-58.389974744303,-34.636168469015,SD-SD,SD,SD,lesion,False,False
LC-2020-0563080,1,2020-10-13,9,CALLE,SD,False,9,-58.483425621381,-34.655448338778,AUTO-SD,AUTO,SD,lesion,False,False
LC-2020-0563211,1,2020-10-13,11,CALLE,SD,False,9,-58.485189255905,-34.643369988085,MOVIL-AUTO,MOVIL,AUTO,lesion,False,False
LC-2020-0563216,1,2020-10-13,10,CALLE,SD,False,4,-58.365162324705,-34.6395402514,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2020-0563244,1,2020-10-13,11,CALLE,SD,False,9,-58.497545812753,-34.647034708862,MOTO-SD,MOTO,SD,lesion,True,True
LC-2020-0563676,1,2020-10-13,14,CALLE,SD,False,9,-58.514985092019,-34.66504314584,SD-SD,SD,SD,lesion,False,False
LC-2020-0563759,1,2020-10-13,15,CALLE,SD,False,9,-58.5298488676,-34.641787314923,MOTO-SD,MOTO,SD,lesion,False,False
LC-2020-0563886,2,2020-10-13,14,CALLE,SD,False,12,-58.491662956453,-34.579846664027,SD-SD,SD,SD,lesion,False,False
LC-2020-0563896,1,2020-10-13,16,CALLE,SD,False,3,-58.396928292285,-34.603282375455,SD-SD,SD,SD,lesion,True,True
LC-2020-0563937,1,2020-10-13,15,CALLE,SD,False,13,-58.465653857631,-34.565456700727,SD-SD,SD,SD,lesion,False,False
LC-2020-0563953,1,2020-10-13,15,CALLE,SD,False,8,-58.480462455144,-34.67906161416,SD-SD,SD,SD,lesion,False,False
LC-2020-0564070,3,2020-10-13,17,CALLE,SD,False,2,-58.394241960953,-34.590108310842,SD-SD,SD,SD,lesion,True,False
LC-2020-0564123,1,2020-10-13,17,CALLE,SD,False,15,-58.431219002849,-34.595043052597,PEATON-AUTO,PEATON,AUTO,lesion,True,True
LC-2020-0564288,1,2020-10-13,20,CALLE,SD,False,7,-58.447504703453,-34.634917050037,SD-SD,SD,SD,lesion,True,True
LC-2020-0564315,1,2020-10-13,21,CALLE,SD,False,1,-58.37622839626,-34.626268172968,SD-SD,SD,SD,lesion,True,True
LC-2020-0564447,2,2020-10-14,22,CALLE,SD,False,4,-58.383136032611,-34.633562842233,SD-SD,SD,SD,lesion,False,False
LC-2020-0564782,1,2020-10-14,9,CALLE,SD,False,1,-58.389890774287,-34.622634513855,SD-SD,SD,SD,lesion,True,True
LC-2020-0564902,1,2020-10-14,11,CALLE,SD,False,12,-58.475821145318,-34.573116569033,SD-SD,SD,SD,lesion,False,False
LC-2020-0565031,1,2020-10-14,16,CALLE,SD,False,8,-58.486725,-34.684785,SD-SD,SD,SD,lesion,False,False
LC-2020-0565081,2,2020-10-14,10,CALLE,SD,False,6,-58.438593987158,-34.628717408277,SD-SD,SD,SD,lesion,True,True
LC-2020-0565113,1,2020-10-14,11,CALLE,SD,False,4,-58.369954622855,-34.635562992255,PEATON-SD,PEATON,SD,lesion,True,True
LC-2020-0565126,1,2020-10-14,9,CALLE,SD,False,6,-58.440478440473,-34.623117082736,SD-SD,SD,SD,lesion,False,False
LC-2020-0565232,1,2020-10-14,7,CALLE,SD,False,1,-58.382911458983,-34.627694894646,SD-SD,SD,SD,lesion,True,False
LC-2020-0565300,2,2020-10-14,13,CALLE,SD,False,13,-58.451064041974,-34.559913505636,SD-SD,SD,SD,lesion,False,False
LC-2020-0565400,1,2020-10-14,13,CALLE,SD,False,12,-58.485524709387,-34.544149890238,SD-SD,SD,SD,lesion,True,False
LC-2020-0565463,1,2020-10-14,14,CALLE,SD,False,7,-58.463276231221,-34.62373365721,SD-SD,SD,SD,lesion,True,True
LC-2020-0565602,1,2020-10-14,15,CALLE,SD,False,7,-58.436943623004,-34.634867548539,SD-SD,SD,SD,lesion,False,False
LC-2020-0565606,1,2020-10-14,16,CALLE,SD,False,10,-58.525721098743,-34.621259066027,SD-SD,SD,SD,lesion,True,True
LC-2020-0565672,1,2020-10-14,15,CALLE,SD,False,11,-58.521707150213,-34.61633249554,SD-SD,SD,SD,lesion,True,False
LC-2020-0565680,1,2020-10-14,17,CALLE,SD,False,11,-58.473431376669,-34.611686486548,SD-SD,SD,SD,lesion,False,False
LC-2020-0565685,1,2020-10-14,16,CALLE,SD,False,6,-58.449790071629,-34.606921016632,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2020-0565693,1,2020-10-14,16,CALLE,SD,False,4,-58.405229602237,-34.650263672468,SD-SD,SD,SD,lesion,True,True
LC-2020-0566068,2,2020-10-14,20,CALLE,SD,False,10,-58.50684568092,-34.642315788982,SD-SD,SD,SD,lesion,False,False
LC-2020-0566097,1,2020-10-14,21,CALLE,SD,False,6,-58.440676810982,-34.622440757715,SD-SD,SD,SD,lesion,False,False
LC-2020-0566235,1,2020-10-15,1,CALLE,SD,False,1,-58.379021578846,-34.61294420118,SD-SD,SD,SD,lesion,True,True
LC-2020-0566594,1,2020-10-15,10,CALLE,SD,False,7,-58.475361220118,-34.624923285923,SD-SD,SD,SD,lesion,False,False
LC-2020-0566821,1,2020-10-15,11,CALLE,SD,False,7,-58.448334847209,-34.635718809282,SD-SD,SD,SD,lesion,False,False
LC-2020-0566830,1,2020-10-15,10,CALLE,SD,False,2,-58.399311600598,-34.590578217648,SD-SD,SD,SD,lesion,True,False
LC-2020-0566951,2,2020-10-15,8,CALLE,SD,False,15,-58.476205561583,-34.592585067395,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,lesion,False,False
LC-2020-0566973,1,2020-10-15,13,CALLE,SD,False,10,-58.513021380901,-34.631036772521,SD-SD,SD,SD,lesion,False,False
LC-2020-0567011,1,2020-10-15,13,CALLE,SD,False,9,-58.477899601732,-34.654415949948,SD-SD,SD,SD,lesion,False,False
LC-2020-0567022,1,2020-10-15,13,CALLE,SD,False,9,-58.477899601732,-34.654415949948,PEATON-AUTO,PEATON,AUTO,lesion,False,False
LC-2020-0567077,1,2020-10-15,11,CALLE,SD,False,13,-58.458920409673,-34.557695971702,SD-SD,SD,SD,lesion,True,True
LC-2020-0567170,1,2020-10-15,13,CALLE,SD,False,14,-58.41557610912,-34.575543082428,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2020-0567178,1,2020-10-15,14,CALLE,SD,False,15,-58.478922395789,-34.58475193755,PEATON-CAMIONETA,PEATON,CAMIONETA,lesion,False,False
LC-2020-0567181,1,2020-10-15,13,CALLE,SD,False,11,-58.480170489345,-34.610756551254,SD-SD,SD,SD,lesion,False,False
LC-2020-0567271,1,2020-10-15,14,CALLE,SD,False,2,-58.393194670908,-34.597231392378,SD-SD,SD,SD,lesion,True,True
LC-2020-0567622,2,2020-10-15,17,CALLE,SD,False,14,-58.424380505493,-34.579291657679,SD-SD,SD,SD,lesion,True,True
LC-2020-0567637,1,2020-10-15,18,CALLE,SD,False,7,-58.432586712021,-34.633439136421,SD-SD,SD,SD,lesion,False,False
LC-2020-0567691,1,2020-10-15,19,CALLE,SD,False,3,-58.393860835867,-34.604461882812,SD-SD,SD,SD,lesion,True,True
LC-2020-0568079,1,2020-10-16,4,CALLE,SD,False,9,-58.517109918594,-34.657888211533,CAMION-CAMION,CAMION,CAMION,lesion,False,False
LC-2020-0568222,1,2020-10-16,8,CALLE,SD,False,11,-58.477069649658,-34.61918313855,SD-SD,SD,SD,lesion,True,True
LC-2020-0568376,1,2020-10-16,9,CALLE,SD,False,8,-58.444832589068,-34.671522262145,SD-SD,SD,SD,lesion,False,False
LC-2020-0568483,1,2020-10-16,10,CALLE,SD,False,7,-58.468532062846,-34.629197745601,SD-SD,SD,SD,lesion,False,False
LC-2020-0568557,1,2020-10-16,7,CALLE,SD,False,8,-58.486326407392,-34.684698351864,SD-SD,SD,SD,lesion,False,False
LC-2020-0568586,1,2020-10-16,12,CALLE,SD,False,5,-58.41619103284,-34.636091732736,SD-SD,SD,SD,lesion,True,True
LC-2020-0568661,1,2020-10-16,12,CALLE,SD,False,1,-58.381972268502,-34.588698726116,SD-SD,SD,SD,lesion,True,True
LC-2020-0568715,1,2020-10-16,11,CALLE,SD,False,15,-58.44139893925,-34.586780093119,PEATON-AUTO,PEATON,AUTO,lesion,True,True
LC-2020-0568809,1,2020-10-16,13,CALLE,SD,False,7,-58.471104246994,-34.627424083182,SD-SD,SD,SD,lesion,True,True
LC-2020-0568827,1,2020-10-16,13,CALLE,SD,False,3,-58.403633628515,-34.604749874244,SD-SD,SD,SD,lesion,True,True
LC-2020-0568861,1,2020-10-16,15,CALLE,SD,False,14,-58.428873150178,-34.593283385814,SD-SD,SD,SD,lesion,False,False
LC-2020-0568930,1,2020-10-16,15,CALLE,SD,False,9,-58.518343277383,-34.65476614954,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2020-0568938,1,2020-10-16,14,CALLE,SD,False,12,-58.483035213371,-34.57143291778,MOTO-SD,MOTO,SD,lesion,False,False
LC-2020-0568948,1,2020-10-16,15,CALLE,SD,False,13,-58.454788555525,-34.576605727443,SD-SD,SD,SD,lesion,False,False
LC-2020-0569030,2,2020-10-16,16,CALLE,SD,False,15,-58.46022550143,-34.578295384233,SD-SD,SD,SD,lesion,True,True
LC-2020-0569062,1,2020-10-16,1,CALLE,SD,False,1,-58.366044105525,-34.611610795144,SD-SD,SD,SD,lesion,False,False
LC-2020-0569114,1,2020-10-16,16,CALLE,SD,False,12,-58.473405022321,-34.544218905165,SD-SD,SD,SD,lesion,False,False
LC-2020-0569124,1,2020-10-16,16,CALLE,SD,False,4,-58.406749867276,-34.645729775668,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,lesion,True,True
LC-2020-0569134,1,2020-10-16,15,CALLE,SD,False,14,-58.400219590679,-34.579647810194,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2020-0569237,1,2020-10-16,16,CALLE,SD,False,14,-58.403440588193,-34.577624042036,TAXI-AUTO,TAXI,AUTO,lesion,True,True
LC-2020-0569288,1,2020-10-16,17,CALLE,SD,False,6,-58.448648646121,-34.623528267903,SD-SD,SD,SD,lesion,True,True
LC-2020-0569340,1,2020-10-16,19,CALLE,SD,False,4,-58.355980083748,-34.628651500189,SD-SD,SD,SD,lesion,False,False
LC-2020-0569393,5,2020-10-16,17,CALLE,SD,False,5,-58.411628060482,-34.63815758016,SD-SD,SD,SD,lesion,True,True
LC-2020-0569434,1,2020-10-16,21,CALLE,SD,False,6,-58.436319837822,-34.618443005294,SD-SD,SD,SD,lesion,True,False
LC-2020-0569507,1,2020-10-16,21,CALLE,SD,False,10,-58.521202909426,-34.618822462084,SD-SD,SD,SD,lesion,False,False
LC-2020-0569749,2,2020-10-17,5,CALLE,SD,False,4,-58.387201778068,-34.651038976366,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,lesion,False,False
LC-2020-0569752,1,2020-10-17,4,CALLE,SD,False,8,-58.462449526216,-34.705249717475,SD-SD,SD,SD,lesion,False,False
LC-2020-0569772,2,2020-10-17,6,CALLE,SD,False,12,-58.481661346272,-34.568686033736,MOTO-MOTO,MOTO,MOTO,lesion,False,False
LC-2020-0570019,1,2020-10-17,10,CALLE,SD,False,8,-58.48314,-34.68631,SD-SD,SD,SD,lesion,False,False
LC-2020-0570069,1,2020-10-17,12,CALLE,SD,False,4,-58.391682996013,-34.658367928539,SD-SD,SD,SD,lesion,False,False
LC-2020-0570083,1,2020-10-17,12,CALLE,SD,False,5,-58.417683764297,-34.625662755647,SD-SD,SD,SD,lesion,True,True
LC-2020-0570131,1,2020-10-17,13,CALLE,SD,False,4,-58.373654728863,-34.643642175361,SD-SD,SD,SD,lesion,True,True
LC-2020-0570314,2,2020-10-17,16,CALLE,SD,False,6,-58.430270149869,-34.623683796842,SD-SD,SD,SD,lesion,False,False
LC-2020-0570325,1,2020-10-17,16,CALLE,SD,False,6,-58.448088038446,-34.626778846782,SD-SD,SD,SD,lesion,False,False
LC-2020-0570359,1,2020-10-17,16,CALLE,SD,False,7,-58.458762050368,-34.630347519401,SD-SD,SD,SD,lesion,True,True
LC-2020-0570426,5,2020-10-17,17,CALLE,SD,False,4,-58.401109460997,-34.645317573536,SD-SD,SD,SD,lesion,False,False
LC-2020-0570476,1,2020-10-17,19,CALLE,SD,False,8,-58.46733,-34.681786,SD-SD,SD,SD,lesion,False,False
LC-2020-0570491,2,2020-10-17,19,CALLE,SD,False,8,-58.481205166985,-34.674015535794,SD-SD,SD,SD,lesion,False,False
LC-2020-0570508,1,2020-10-17,14,CALLE,SD,False,14,-58.41726525549,-34.597825109942,SD-SD,SD,SD,lesion,True,True
LC-2020-0570541,2,2020-10-17,20,CALLE,SD,False,4,-58.388636658827,-34.65861911812,SD-SD,SD,SD,lesion,False,False
LC-2020-0570659,1,2020-10-18,13,CALLE,SD,False,7,-58.471575513433,-34.626368617856,SD-SD,SD,SD,lesion,True,True
LC-2020-0570684,1,2020-10-18,22,CALLE,SD,False,12,-58.507502745204,-34.58949804437,SD-SD,SD,SD,lesion,True,True
LC-2020-0571027,1,2020-10-18,9,CALLE,SD,False,1,-58.382721213907,-34.595465813461,SD-SD,SD,SD,lesion,True,True
LC-2020-0571029,1,2020-10-18,11,CALLE,SD,False,9,-58.525650949633,-34.639271699206,MOTO-CAMIONETA,MOTO,CAMIONETA,lesion,False,False
LC-2020-0571160,2,2020-10-18,13,CALLE,SD,False,3,-58.404221051416,-34.613395491229,SD-SD,SD,SD,lesion,True,True
LC-2020-0571161,1,2020-10-18,0,CALLE,SD,False,1,-58.379048034074,-34.62933201649,SD-SD,SD,SD,lesion,True,True
LC-2020-0571206,3,2020-10-18,17,CALLE,SD,False,11,-58.512665600576,-34.609168412898,SD-SD,SD,SD,lesion,False,False
LC-2020-0571211,1,2020-10-18,17,CALLE,SD,False,1,-58.387422382362,-34.618786760768,SD-SD,SD,SD,lesion,True,True
